participant_id,n_change_points,cp_rate,n_trials
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0,0.0,108
EUhcW9kURScie1DwGPHqmNqotJB2,0,0.0,108
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0,0.0,108
EoToosG69XMp4LTYdB6sB9WTrv22,0,0.0,108
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0,0.0,108
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0,0.0,108
G9VruXninjUdE9czK2DambZl5li2,0,0.0,108
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0,0.0,108
GE4hogtdLdTFbNasENgtm6SO3hC3,0,0.0,107
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0,0.0,108
HSggdq91WiQp16bOj7V3dABkcgk2,0,0.0,108
HbydnnT1hUP3WagAy2TJAc6GqVs2,0,0.0,108
HyQM2xKwwuVfqidmRYF6TiRk90C2,0,0.0,108
IaTJhUGICmO9xcL3605RW8QHneN2,0,0.0,108
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0,0.0,108
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0,0.0,108
K26uNuY0VNPjJNF26wEx3bFg0kr2,0,0.0,108
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0,0.0,108
LSLmd8jENtONZFVkIpRDX665Bu73,0,0.0,108
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0,0.0,108
LliUMEIsrCVZ88YFQfevan2Og4z1,0,0.0,108
M4Km1Q2P2oPliChDQkwl6k20FUI3,0,0.0,108
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0,0.0,108
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0,0.0,108
OExlWyngGfPrScDYjaRcv5PIAet1,0,0.0,108
ORuVuFPU5idz3fMoXTGsbwToW2j2,0,0.0,108
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0,0.0,108
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0,0.0,108
PLreonkqaMeFc0UqxKUelH44UQu1,0,0.0,108
PkpTH7pWpEOG9A86xSloOSozwTk2,0,0.0,106
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0,0.0,108
QbOEVCaZLUMOgltUdXm58oZOALv2,0,0.0,108
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0,0.0,108
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0,0.0,108
Qv0jhW3sqicqQvd7LfReAsI7nD73,0,0.0,108
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0,0.0,108
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0,0.0,108
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0,0.0,108
SOhR7IO689NQCPQu56SjATO8FR92,0,0.0,108
SPCT9D90pRa1ihXS5jEw6vCmquI3,0,0.0,108
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0,0.0,108
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0,0.0,108
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0,0.0,108
Ub7nV8F55kPruh35ZpUcKoBUyn63,0,0.0,108
UbwuSMtBsHdW3Ji41opk3GInMqi2,0,0.0,108
VwTymW8T68MfpnJvZ2X97ILqDWS2,0,0.0,108
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0,0.0,108
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0,0.0,106
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0,0.0,108
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0,0.0,108
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0,0.0,108
WnC6Uscb5VMIr43GASKiUCO3AYH2,0,0.0,108
WqoZv41KTtTCuPKBPyClregrKAi1,0,0.0,108
XehZHBpwr5MYzUXkj0FAYCsFG922,0,0.0,108
YEU5ox3jteVINfdSTg5ymqYcS9o2,0,0.0,108
Yco8O7tmHlbsUBfKW2ywcZByGO32,0,0.0,108
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0,0.0,108
aM2995jJmJWvr6cneaGH58HauIg2,0,0.0,104
afdTz6deeYWf1qKNdUpKAYKN3hz1,0,0.0,108
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0,0.0,108
azdL1gX79EVd9iepyCAVQrqIaQF3,0,0.0,108
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0,0.0,108
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0,0.0,108
btpcu1rB1JeSTo2upeHGPdv8kYG3,0,0.0,108
c0hRe9PCPPZs3HWFqhIQargNlp52,0,0.0,108
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0,0.0,108
cEIs6U87xfbSL5eFTXDK77MmvNf1,0,0.0,108
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0,0.0,108
cec6NLR2ZLVVw6h0TEKSNIH11v02,0,0.0,108
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0,0.0,108
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0,0.0,108
e7NIVznoeNMC7bBejXnMVvFNPfx1,0,0.0,108
fEq0OghbLpfD1jigl1Mbz96aMbg2,0,0.0,108
foaW7wtvY3XLNdguFUK7OvOefP93,0,0.0,108
g2G9l3no7RbeRA9a1W3JnfegTnh2,0,0.0,105
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0,0.0,108
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0,0.0,108
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0,0.0,108
i1tBstVkNiVP0qro7TgGD08IGGa2,0,0.0,107
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0,0.0,106
iWsc4pghIEWOQUZKuQJMfe516UI3,0,0.0,108
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0,0.0,107
idP8RVfm74N86O0dszLXANIpjXv2,0,0.0,108
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0,0.0,107
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0,0.0,107
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0,0.0,108
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0,0.0,108
kI0YdycDU0X5hcoEPjEON3Ionyd2,0,0.0,108
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0,0.0,108
kgSRatooJJfDaMZ2yIURqb8aJuE3,0,0.0,108
kxerHPSL3bQjD74HhiebYf3blPr1,0,0.0,108
lHDkoPQu5reNCO45npeYSS9eLQl1,0,0.0,108
lpzDdvuMkKWkPxu6xeclmdctEp42,0,0.0,108
m69r9GQTk2b51mvxrFLt4fZeJi52,0,0.0,108
mUZzgdWKnPb2txOkJg9FHgqX5792,0,0.0,108
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0,0.0,108
mweMgSlGM2VxThhwnupYxYzUbR23,0,0.0,108
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0,0.0,108
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0,0.0,108
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0,0.0,108
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0,0.0,108
pRQimOpZtsekBI2I1kbnD3pycmo1,0,0.0,108
pcbRW89vVJcviD87V3uxyG4I9st2,0,0.0,108
q0Atnpm0jZS5swcVmq0EMalQUKw1,0,0.0,108
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0,0.0,107
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0,0.0,107
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0,0.0,108
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0,0.0,108
rNe3cRPepZUXbJhmmfQZiGsVzX22,0,0.0,108
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0,0.0,106
ric6cNjG25XmZJCiKZDOxzeezao1,0,0.0,108
roaf78tUWxWSEjAUcUu8O7mrQbl1,0,0.0,108
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0,0.0,108
ssPK6ISW0HerTGke9hznqJ2LpKu1,0,0.0,108
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0,0.0,106
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0,0.0,108
tv88wS5Nf6SjruozSmXJxQSmx6J3,0,0.0,108
u64Uf920g5VD9Byq26LT2rs5o4t1,0,0.0,108
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0,0.0,108
v8nNKiWvPdcjiHXZci39OuFTY6M2,0,0.0,108
wdppvL4tIkVlGjou6aYzzjlaZXB2,0,0.0,108
wkhxvE50megJGMA1EiROSZIJWNq1,0,0.0,108
xBGZhFOeypWnqzSQClkrwV9z2vF3,0,0.0,108
xHctBv4C2EU8rHYRouw0btT3GT02,0,0.0,107
xyAILKfYP2M8GqAai11x6NT7IcP2,0,0.0,108
y1EHXv8tUTa4BRS4fRio7bULYfA2,0,0.0,108
yatBVTBMCSMp0wJluOCLzTFKMyP2,0,0.0,108
yfjd8LbAMrYeG54927d3GiKAyXI2,0,0.0,108
zw1w9FipI9RjJsuhHse6UZavBxs2,0,0.0,108
zxG9mUnF7uRkaOKSoCPsiRZzr372,0,0.0,108
