outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST RT MAD (correct),197,0.022868227029898103,0.028887611164447047,0.040966685463390995,0.04288790853224633,0.006019384134548944,0.7570052417183821,0.012079074298943948,0.123538873805377,0.0019212230688553378,0.5386752016932639
WCST RT IQR (correct),197,0.018530089923941673,0.02596203540865849,0.05628911053943997,0.06035645096486564,0.007431945484716818,0.6925561805424778,0.030327075130781478,0.01435439065378099,0.0040673404254256695,0.36688620707637043
WCST Valid Trial Count,197,0.0017097217536898857,0.003998697667326967,0.013445919383375915,0.01360120068506221,0.0022889759136370813,0.9319477762806707,0.009447221716048948,0.1789858347054724,0.00015528130168629417,0.8632367999071674
PRP T2 Mean RT (Short SOA),197,0.09093154380842183,0.10425325060230006,0.1071915486098437,0.12203861869452448,0.01332170679387823,0.4190701247441577,0.0029382980075436382,0.43006904854708883,0.01484707008468078,0.07541400981259713
PRP T2 Mean RT (Long SOA),197,0.030149625518928413,0.059314004493357,0.059320788592359674,0.06488672413387109,0.029164378974428584,0.11930191459584423,6.784099002676847e-06,0.9705102531677016,0.005565935541511413,0.29020717730958995
PRP T2 RT SD (Short SOA),197,0.03198852366958749,0.0331333277393101,0.03554702874450377,0.0387792558159582,0.0011448040697226158,0.9731838150374233,0.002413701005193669,0.4913063080923139,0.00323222707145443,0.4263320830705436
PRP T2 RT SD (Long SOA),197,0.029966431984152053,0.03725997718243579,0.03726833101565774,0.039297973590549096,0.007293545198283735,0.6949534051132988,8.353833221952378e-06,0.9676543601656916,0.002029642574891355,0.5282177401564531
PRP T2 Coefficient of Variation (All),197,0.004577362748907743,0.03849043021886833,0.03899211558292526,0.03925088385171338,0.03391306746996059,0.0843815155219097,0.0005016853640569252,0.7531521436582672,0.0002587682687881232,0.8217392265801998
PRP T2 CV (Short SOA),197,0.008927474202530927,0.02209800798639605,0.022164454617310203,0.025140169206080754,0.013170533783865124,0.4642054036026516,6.644663091415204e-05,0.9096536984204177,0.0029757145887705505,0.4484709019641818
PRP T2 CV (Long SOA),197,0.00600348636440029,0.00919103107269037,0.010428589051370118,0.012964006801642447,0.00318754470829008,0.8929706289663677,0.0012375579786797486,0.6264967015823368,0.0025354177502723285,0.4868031064218249
PRP T2 MAD (All),197,0.0893432035766446,0.0989169260528564,0.1016135919277329,0.12009951507697325,0.009573722476211799,0.5674655446620485,0.0026966658748764916,0.4510674487155656,0.018485923149240358,0.047736974907964455
PRP T2 MAD (Short SOA),197,0.023349989117201986,0.028711127759958655,0.03942904005799519,0.040945316593467895,0.005361138642756669,0.7881663379807794,0.010717912298036536,0.14703765546881226,0.0015162765354727048,0.5852734315215584
PRP T2 MAD (Long SOA),197,0.027501855592588553,0.04535288658902792,0.046657703780947246,0.046680397570403764,0.017851030996439365,0.31461876811897993,0.0013048171919193274,0.6106786660250949,2.2693789456518232e-05,0.9465923498067363
PRP T2 IQR (All),197,0.07268316015371079,0.07894263252754052,0.08278068961988794,0.10100042851091418,0.006259472373829733,0.7298419055299896,0.0038380570923474133,0.37370669667042267,0.018219738891026238,0.051803517569644235
PRP T2 IQR (Short SOA),197,0.01481709171804746,0.01850634177161503,0.02626827141828625,0.026346447925546745,0.003689250053567572,0.8688540040481405,0.007761929646671217,0.21996727917601522,7.817650726049674e-05,0.9020894861692356
PRP T2 IQR (Long SOA),197,0.021682738419621206,0.03046625764398725,0.038441312718844434,0.03932490718319326,0.008783519224366043,0.630931253882306,0.007975055074857185,0.21090295532593037,0.0008835944643488247,0.677198573178359
"PRP T2 MAD (All, correct)",197,0.0893432035766446,0.0989169260528564,0.1016135919277329,0.12009951507697325,0.009573722476211799,0.5674655446620485,0.0026966658748764916,0.4510674487155656,0.018485923149240358,0.047736974907964455
"PRP T2 MAD (Short SOA, correct)",197,0.023349989117201986,0.028711127759958655,0.03942904005799519,0.040945316593467895,0.005361138642756669,0.7881663379807794,0.010717912298036536,0.14703765546881226,0.0015162765354727048,0.5852734315215584
"PRP T2 MAD (Long SOA, correct)",197,0.027501855592588553,0.04535288658902792,0.046657703780947246,0.046680397570403764,0.017851030996439365,0.31461876811897993,0.0013048171919193274,0.6106786660250949,2.2693789456518232e-05,0.9465923498067363
"PRP T2 IQR (All, correct)",197,0.07268316015371079,0.07894263252754052,0.08278068961988794,0.10100042851091418,0.006259472373829733,0.7298419055299896,0.0038380570923474133,0.37370669667042267,0.018219738891026238,0.051803517569644235
"PRP T2 IQR (Short SOA, correct)",197,0.01481709171804746,0.01850634177161503,0.02626827141828625,0.026346447925546745,0.003689250053567572,0.8688540040481405,0.007761929646671217,0.21996727917601522,7.817650726049674e-05,0.9020894861692356
"PRP T2 IQR (Long SOA, correct)",197,0.021682738419621206,0.03046625764398725,0.038441312718844434,0.03932490718319326,0.008783519224366043,0.630931253882306,0.007975055074857185,0.21090295532593037,0.0008835944643488247,0.677198573178359
PRP Error Cascade Rate,140,0.0013360021337264216,0.010874143015953464,0.0215906697978846,0.034692780912308985,0.009538140882227042,0.731330426007969,0.010716526781931135,0.22959015626800228,0.013102111114424386,0.183027909611824
PRP Cascade Inflation,126,0.008112101014738582,0.012278578878201052,0.013013629260168913,0.027389735728608255,0.00416647786346247,0.9173013297374628,0.0007350503819678611,0.7664524863889839,0.014376106468439342,0.18916920113464367
PRP Post-Error Slowing (ms),162,0.04442222315159283,0.057057366283236655,0.05854382935715963,0.06153991361293942,0.012635143131643822,0.5553390219902458,0.0014864630739229723,0.621511609773276,0.002996084255779796,0.48424891847723706
PRP Valid T2 Trial Count,197,0.023524652893402,0.042936445106496524,0.04578247350294984,0.0527809390162608,0.019411792213094525,0.2786693844186325,0.002846028396453315,0.4525089666371864,0.0069984655133109586,0.2388096121237219
Stroop Mean RT (Incongruent),197,0.03520555610933673,0.04084064143177191,0.043664589265325016,0.05135024587542747,0.005635085322435174,0.7718220917837062,0.0028239478335531087,0.45476459484464127,0.007685656610102454,0.2174649569244986
Stroop Mean RT (Congruent),197,0.03334466401527203,0.04760991069424114,0.04876009595627173,0.05210077086489795,0.014265246678969112,0.4158111468174124,0.0011501852620305897,0.6322699654533539,0.0033406749086262177,0.41544506716254703
Stroop Mean RT (Neutral),197,0.03160145014968341,0.04959502002152172,0.051525583599242086,0.05281728584451684,0.01799356987183831,0.30906842519806776,0.0019305635777203678,0.534766789917153,0.0012917022452747506,0.6122654755100566
Stroop Accuracy (Incongruent),197,0.002087241235050996,0.0168518546907509,0.018124190381670235,0.018208595825542795,0.014764613455699904,0.41460968274900567,0.001272335690919335,0.62033278341738,8.440544387255944e-05,0.8987042770296028
Stroop Accuracy (Congruent),197,0.015792225116205927,0.0385260822990835,0.039553697574515656,0.04852375329547498,0.02273385718287757,0.21451053546386672,0.0010276152754321588,0.6525942329647335,0.008970055720959325,0.18353414885074035
Stroop Accuracy (Neutral),197,0.0007015773339342779,0.015560845938630052,0.02198166934374024,0.028182389842274058,0.014859268604695774,0.4122821100223867,0.0064208234051101876,0.26546462686676214,0.006200720498533818,0.2735382875235379
Stroop Post-Error Slowing (ms),118,0.0028794881277729445,0.014092702344093544,0.01813076246427514,0.020911375285810774,0.0112132142163206,0.735727988499949,0.004038060120181597,0.5006687950689335,0.002780612821535633,0.5773472061645546
Stroop Post-Error RT (ms),118,0.025800755474861936,0.03794000445600121,0.0441692891260832,0.04834433295477869,0.012139248981139272,0.7030492795743353,0.0062292846700819915,0.3968609650663615,0.0041750438286954905,0.4887184283038084
Stroop Post-Correct RT (ms),197,0.03669444079846229,0.04925277992117938,0.05115907637046713,0.05525694126134628,0.012558339122717088,0.47295970227946116,0.0019062964492877477,0.5374213088914087,0.004097864890879155,0.36639262238918235
Stroop Incongruent RT Slope,197,0.010556968187538485,0.02325817087717208,0.05754385312985344,0.06830247981910542,0.012701202689633595,0.47998544186468606,0.03428568225268136,0.0092626185933596,0.010758626689251982,0.14125674720546588
Stroop RT Coefficient of Variation (All),197,0.0522509839844848,0.059476402207913504,0.06577337829796659,0.07288169797399624,0.0072254182234287034,0.6902475222394109,0.006296976090053086,0.2592028675125097,0.007108319676029651,0.23018048333785346
Stroop RT CV (Incongruent),197,0.03758152043013008,0.037761379459751,0.04244225767427556,0.05450060384804367,0.00017985902962092126,0.9982183468147484,0.004680878214524564,0.3364033836363788,0.012058346173768109,0.12220480986452777
Stroop RT CV (Congruent),197,0.05709045078315089,0.061869655267799306,0.07001024874889827,0.07083918844963455,0.004779204484648414,0.8077622546892906,0.008140593481098968,0.19874610776506696,0.0008289397007362753,0.6818116066652682
Stroop RT MAD (All),197,0.008619146293481483,0.012035450624666488,0.017629580761011843,0.01764796468203622,0.003416304331185005,0.8823258815318546,0.005594130136345354,0.29958150214990004,1.838392102437858e-05,0.9526385823534538
Stroop RT MAD (Incongruent),197,0.010984921326272046,0.01704616525384761,0.02500342213586948,0.027751107195926883,0.006061243927575566,0.7584721649480213,0.007957256882021868,0.21457301727915057,0.002747685060057403,0.4657784988237803
Stroop RT MAD (Congruent),197,0.01261259573719331,0.020540884905030588,0.021752170110414526,0.02233558201608543,0.007928289167837277,0.6721859016353386,0.0012112852053839385,0.6282083104971223,0.0005834119056709053,0.7373691620072048
Stroop RT IQR (All),197,0.009137264185910432,0.014597305347102019,0.023698354700108393,0.0237739282882361,0.005460041161191587,0.7871850373323812,0.009101049353006374,0.18483181306210048,7.557358812770865e-05,0.9038514492826284
Stroop RT IQR (Incongruent),197,0.013173714271279002,0.01728112101017587,0.029749620510307828,0.03078898259617402,0.004107406738896868,0.8497715186746158,0.012468499500131958,0.11981570024251785,0.0010393620858661912,0.6530824434393973
Stroop RT IQR (Congruent),197,0.011824324612626835,0.01900737362935767,0.019339133949676568,0.01981812086134649,0.007183049016730836,0.7062176316540691,0.0003317603203188968,0.8001326991232474,0.0004789869116699208,0.7615337605948342
"Stroop RT MAD (All, correct)",197,0.008775998224206605,0.011461774693195759,0.018166159391120096,0.01827041497886228,0.002685776468989154,0.9145689970957039,0.006704384697924337,0.2561223862300188,0.0001042555877421858,0.8874898332558876
"Stroop RT MAD (Incongruent, correct)",197,0.01265139492484324,0.018923407207623533,0.024683578846484644,0.028224641759253655,0.006272012282780293,0.7481272861228764,0.005760171638861111,0.2908049040928266,0.0035410629127690108,0.407654167884392
"Stroop RT MAD (Congruent, correct)",197,0.013277591623966023,0.021590871584729388,0.02266414983013132,0.022983950753574955,0.008313279960763365,0.6548096897803579,0.0010732782454019318,0.6483479630302327,0.0003198009234436361,0.8038433674385789
"Stroop RT IQR (All, correct)",197,0.008371017536907943,0.013543836047536839,0.02191534530064221,0.022036412943949646,0.005172818510628896,0.8008733160339129,0.00837150925310537,0.20378291119788464,0.00012106764330743758,0.8785914098933261
"Stroop RT IQR (Incongruent, correct)",197,0.013277369080959,0.016734136726658577,0.026285716438973483,0.02748832731058537,0.0034567676456995766,0.8797570544984975,0.009551579712314906,0.17380214277312395,0.0012026108716118866,0.629340207747753
"Stroop RT IQR (Congruent, correct)",197,0.012527514714126387,0.01982913195821978,0.020117618409012827,0.02031308915189023,0.007301617244093395,0.7005614120457954,0.00028848645079304625,0.8132904522816206,0.00019547074287740163,0.8462352310554015
Stroop Valid Trial Count,197,0.0016829073970847652,0.00611737840646176,0.008834672938735522,0.01038404555229211,0.0044344710093769946,0.8368675452903859,0.002717294532273762,0.47135044371462453,0.0015493726135565877,0.5871027668121747
PRP Ex-Gaussian mu (Short SOA),196,0.06180490201909383,0.07976475660326932,0.08650438521886328,0.09874926132598838,0.017959854584175483,0.29790595292485367,0.006739628615593962,0.23914521540484918,0.012244876107125102,0.11167603238634276
PRP Ex-Gaussian sigma (Short SOA),196,0.03851164214941072,0.05703187751933625,0.07543456559401662,0.0901140709958429,0.01852023536992553,0.29510912352450236,0.018402688074680373,0.05392207142996048,0.014679505401826276,0.08321922607602188
PRP Ex-Gaussian tau (Short SOA),196,0.005118107277177653,0.021875857552647315,0.025248862385212845,0.025345120897857898,0.016757750275469663,0.3566393326838526,0.0033730048325655293,0.4196991202747964,9.625851264505325e-05,0.8917603831958574
PRP Ex-Gaussian mu (Long SOA),191,0.010562053707922181,0.04309233239026666,0.043187549252071245,0.049052325502843885,0.03253027868234448,0.10222099030371856,9.521686180458122e-05,0.892509143502996,0.005864776250772641,0.2894708327486498
PRP Ex-Gaussian sigma (Long SOA),191,0.006116208811374202,0.04058461212565856,0.0420171470260684,0.04328723819659375,0.03446840331428436,0.08781386349618968,0.001432534900409843,0.6005309833099389,0.0012700911705253448,0.6226794435651604
PRP Ex-Gaussian tau (Long SOA),191,0.02075653927571286,0.03909621152273124,0.03931117654530891,0.040605132340808425,0.01833967224701838,0.31985173919956583,0.00021496502257767336,0.8394303135331801,0.001293955795499513,0.6199223617410792
PRP Ex-Gaussian mu (Overall),197,0.050587814343036164,0.07834497375570915,0.07845988704238938,0.08159977017933095,0.027757159412672983,0.1281422027958311,0.00011491328668022938,0.8778334572062824,0.003139883136941579,0.4224970715100369
PRP Ex-Gaussian sigma (Overall),197,0.061709666146972375,0.07695239668000564,0.07696414351309189,0.07938586528578573,0.015242730533033266,0.37105808978116295,1.17468330862458e-05,0.9608329714208614,0.002421721772693841,0.4816125308024318
PRP Ex-Gaussian tau (Overall),197,0.0018289282929193629,0.014617457860642502,0.018040854385997562,0.02170286526213039,0.01278852956772314,0.48086075527962435,0.0034233965253550602,0.41673431638168545,0.0036620108761328263,0.40134648018231156
PRP Ex-Gaussian mu (Bottleneck),190,0.06887722696443965,0.09716575258653415,0.10287689570983638,0.11455687741898013,0.028288525622094496,0.12758713321618173,0.005711143123302231,0.2818536454157953,0.01167998170914375,0.12301167845672299
PRP Ex-Gaussian sigma (Bottleneck),190,0.027115686608130574,0.0757750598827357,0.08864648564925459,0.09835990328275812,0.04865937327460512,0.023690740617788968,0.012871425766518896,0.10963260875880575,0.00971341763350353,0.16314135740446167
PRP Ex-Gaussian tau (Bottleneck),190,0.00896076607449292,0.04432792382790074,0.0449887320696567,0.04737094220611271,0.03536715775340782,0.08193710242304163,0.0006608082417559613,0.722367644285276,0.002382210136456009,0.5007687333775106
Stroop Ex-Gaussian mu (Congruent),197,0.12509163508378562,0.13685965250682597,0.13710904721185924,0.14103620400554084,0.011768017423040344,0.4586755692243937,0.0002493947050332679,0.8149750232130744,0.003927156793681608,0.35377895263082737
Stroop Ex-Gaussian sigma (Congruent),197,0.09682951349019142,0.1069327256899647,0.10704962596570722,0.11148190579589601,0.010103212199773282,0.5410164347048023,0.00011690027574251527,0.8748494635069122,0.00443227983018879,0.3327980399761521
Stroop Ex-Gaussian tau (Congruent),197,0.06013196919106667,0.06321114076369905,0.07024042644523087,0.07024252560561284,0.0030791715726323776,0.889898082684222,0.007029285681531827,0.2322055003551188,2.0991603819631166e-06,0.9835410007705464
Stroop Ex-Gaussian mu (Incongruent),197,0.06328102533202906,0.06726880672483926,0.06734692966207378,0.08435846203610842,0.003987781392810197,0.8454003125724818,7.812293723452601e-05,0.8997422707286377,0.017011532374034632,0.062491409254020656
Stroop Ex-Gaussian sigma (Incongruent),197,0.03261208296763274,0.03629711760404575,0.03636256892664136,0.04226676097640014,0.0036850346364130093,0.8659220057738318,6.545132259561104e-05,0.9096746556103099,0.005904192049758783,0.2817778885166617
Stroop Ex-Gaussian tau (Incongruent),197,0.010076945080888633,0.012809474161407541,0.017396401067052758,0.021756158456479047,0.0027325290805189084,0.9124012621398686,0.004586926905645217,0.34750219898934886,0.004359757389426289,0.3599038493548913
Stroop Ex-Gaussian mu (Neutral),197,0.0846490848803243,0.09450351043773575,0.09493684596041196,0.09864478770698493,0.00985442555741145,0.5574351887353571,0.0004333355226762148,0.7632772468626379,0.0037079417465729625,0.37902774326094535
Stroop Ex-Gaussian sigma (Neutral),197,0.0532133920376312,0.062180252855882356,0.06218577282393578,0.06218696301985971,0.008966860818251154,0.610095554830741,5.519968053424584e-06,0.973357564054923,1.1901959239279947e-06,0.9876595741842549
Stroop Ex-Gaussian tau (Neutral),197,0.0225294469690408,0.043846831437537426,0.04591714761468657,0.04703530018585955,0.021317384468496625,0.23841487103143244,0.002070316177149145,0.5215827652314291,0.0011181525711729812,0.6382441013115865
Stroop Ex-Gaussian mu (Interference),197,0.008539549848614825,0.01236263143926497,0.013284920362312436,0.028693006253766917,0.003823081590650146,0.8637935276697731,0.0009222889230474651,0.6739252984599741,0.015408085891454482,0.08499118693086859
Stroop Ex-Gaussian sigma (Interference),197,0.004742982253180372,0.005564809636136148,0.0055648135965158385,0.02369915337975803,0.0008218273829557754,0.9840379839590755,3.9603796908593836e-09,0.9993068526958896,0.018134339783242193,0.06252128258470778
Stroop Ex-Gaussian tau (Interference),197,0.008049325408768904,0.012654246863499807,0.012685323440665641,0.01715841209475566,0.004604921454730904,0.8275841450478719,3.1076577165833896e-05,0.9384399107435969,0.004473088654090018,0.3548731602017836
WCST HMM Lapse Occupancy (%),197,0.005991679496831215,0.02222639577181973,0.03742773775519814,0.03749100980487874,0.016234716274988514,0.36856122046253603,0.015201341983378414,0.08485863612273457,6.327204968059608e-05,0.9113667295288261
WCST HMM P(Focus->Lapse),197,0.0034445822120714453,0.011528975637310923,0.014917802806662217,0.016244172239055277,0.008084393425239478,0.6685305107809243,0.003388827169351294,0.41982974226850234,0.0013263694323930597,0.6142872619985863
WCST HMM P(Lapse->Focus),197,0.007984373977542814,0.0287099555437621,0.05961344557818382,0.06403668582567668,0.020725581566219287,0.2568329554329401,0.03090349003442172,0.013310404652066309,0.0044232402474928545,0.3458211415586584
WCST HMM P(Lapse->Lapse),197,0.007984373977542703,0.02870995554376199,0.05961344557818371,0.06403668582567645,0.020725581566219287,0.2568329554329401,0.03090349003442172,0.013310404652066309,0.0044232402474927435,0.3458211415586584
WCST HMM P(Focus->Focus),197,0.0034445822120714453,0.01152897563731059,0.014917802806661884,0.01624417223905472,0.008084393425239145,0.668530510780939,0.003388827169351294,0.41982974226850234,0.0013263694323928377,0.6142872619985863
WCST HMM Lapse RT Mean,197,0.004669628506887902,0.02268433170399109,0.026592707473369614,0.026834555796900306,0.018014703197103188,0.32105840916466005,0.003908375769378525,0.3835317935660115,0.0002418483235306912,0.8286563844091173
WCST HMM Focus RT Mean,197,0.05761243862582077,0.07940363696764441,0.08774382538185987,0.09108004292979754,0.021791198341823637,0.21407387241516881,0.008340188414215466,0.18909968529610116,0.00333621754793767,0.4059498048947201
WCST HMM RT Difference,197,0.006047761669870533,0.023173144216048214,0.02673052863783354,0.026900052028251964,0.01712538254617768,0.3437385447499471,0.0035573844217853257,0.40569567214471647,0.00016952339041842457,0.8562055404904744
WCST HMM State Changes,197,0.010919096400587636,0.015096746448566178,0.015324622492307372,0.015718912533364438,0.004177650047978543,0.8469396867506188,0.00022787604374119308,0.8341335956393121,0.000394290041057066,0.7834968392988404
WCST RL alpha,197,0.0043174379589761,0.01841225927544754,0.024415049690925894,0.025256169688833263,0.01409482131647144,0.4351180281781841,0.006002790415478354,0.2809622088011262,0.0008411199979073691,0.6867833192832526
WCST RL beta,197,0.0004940080767792399,0.03182103708778905,0.038551208709102336,0.044656202483537744,0.03132702901100981,0.10693436888247639,0.006730171621313286,0.250252899837774,0.006104993774435408,0.27317046687495117
WCST RL alpha (pos),197,0.0015362271169442332,0.010741156196841906,0.016040598777131043,0.01694311399290027,0.009204929079897672,0.6206899274461841,0.005299442580289138,0.31302198062094305,0.0009025152157692284,0.6774790685550376
WCST RL alpha (neg),197,0.00016313219388974787,0.013364523311292675,0.016064311780305318,0.019481980877775862,0.013201391117402927,0.46716033061470774,0.002699788469012643,0.4711605788532196,0.0034176690974705437,0.41801423141211946
WCST RL alpha asymmetry,197,0.0008404231405760854,0.022147663008316387,0.02232892815638099,0.02280310450279388,0.021307239867740302,0.2479804978280617,0.00018126514806460214,0.8513211645397377,0.0004741763464128912,0.7623466730483575
WCST RL beta (asym),197,0.008022867196313288,0.025066245997638292,0.026485402481975173,0.029411000637699636,0.017043378801325004,0.3450393811614328,0.001419156484336881,0.5993042335222093,0.0029255981557244626,0.45132028723134643
WCST WSLS P(stay|win),197,0.001352612361465222,0.04223994318337787,0.043802843902291055,0.04473534561291914,0.04088733082191265,0.04589946989142398,0.001562900718913185,0.5779961474472599,0.0009325017106280864,0.6680265719389791
WCST WSLS P(shift|lose),193,0.02937001611533574,0.03487505006823821,0.03739130563906168,0.03752092183927902,0.005505033952902472,0.7851796511824132,0.002516255570823467,0.4864964561058035,0.00012961620021734177,0.8747542295753891
WCST Bayesian RL hazard,197,0.029271563508453613,0.04442543678010413,0.05015717795958652,0.0634666913618196,0.01515387327165052,0.38962123343831745,0.005731741179482386,0.2856333565746644,0.013309513402233075,0.102899273104737
WCST Bayesian RL noise,197,0.010125014534742793,0.025270626103264582,0.029183255713852052,0.032173248629348894,0.015145611568521788,0.39897997501433535,0.00391262961058747,0.38264093915386754,0.002989992915496842,0.4457427730168253
WCST Bayesian RL beta,197,0.013205865170740405,0.017783182885786175,0.02268780944905846,0.048158500905478574,0.00457731771504577,0.8277565167653606,0.004904626563272285,0.33006854229888494,0.025470691456420114,0.02567340262049291
PRP CB Base RT (ms),197,0.024560626531931806,0.05062503610091573,0.050649819272787,0.053689597896911634,0.026064409568983926,0.15863509629606695,2.4783171871267662e-05,0.9439275071002067,0.003039778624124634,0.4368510908285136
PRP CB Bottleneck Duration (ms),197,0.09305247735391398,0.09449056812883017,0.09860828156580914,0.11490037669562925,0.0014380907749161898,0.959295430251596,0.004117713436978976,0.3527049441691875,0.016292095129820106,0.06370458771256786
PRP CB Model R-squared,197,0.026467565137765048,0.03702342739581799,0.05551123586950324,0.06051826720333209,0.01055586225805294,0.5543996007087839,0.018487808473685252,0.05528260079823323,0.005007031333828849,0.31683657669514576
PRP CB Slope (short SOA),197,0.0022239531748662333,0.02604116122219513,0.04087557859595814,0.04460097459724366,0.023817208047328897,0.20127608790020265,0.01483441737376301,0.08811321435168114,0.003725396001285519,0.39172082591004964
Stroop Slow-State Probability (Baseline),197,0.006281405318726674,0.02877930083288094,0.028956995266642083,0.039718312654266175,0.022497895514154265,0.2227461083188019,0.00017769443376114413,0.8522800201028136,0.010761317387624092,0.14723425673471274
Stroop Slow-State Prob (Post-Error),118,0.0006326517875787641,0.022230743356521865,0.024747690248458465,0.0378408360157797,0.0215980915689431,0.482943810877268,0.0025169468919366,0.5935618689434805,0.013093145767321235,0.2237649742546054
Stroop Slow-State Prob Delta (Post-Error),118,0.0007213710200890677,0.008298924026669652,0.009321004433981095,0.011481154299664786,0.007577553006580584,0.8359528106793261,0.0010220804073114431,0.7356968078857055,0.0021601498656836915,0.6249109914524795
Stroop Slow-State Prob (Stable),197,0.008242845975559798,0.0273345208053134,0.027527453514685996,0.040060823269457035,0.019091674829753602,0.2930481991745734,0.0001929327093725952,0.8462645728835388,0.01253336975477104,0.11788316105516783
Stroop Slow-State Prob Delta (Stable),197,0.038286530228617166,0.05429552268893112,0.05435276461881822,0.064064632119186,0.016008992460313953,0.3597108077945676,5.724192988709742e-05,0.9147092797328462,0.009711867500367788,0.16302612154282878
Stroop RT Interference,197,0.00928986382769137,0.014792444771866142,0.017732201518040336,0.02517369640186151,0.005502580944174773,0.7851466772110198,0.0029397567461741936,0.4517345887396801,0.007441494883821176,0.2311959738129245
Stroop Accuracy Interference,197,0.0008962413525385182,0.011937458893094166,0.01232947735192036,0.01360040579635935,0.011041217540555648,0.5462582930251413,0.00039201845882619324,0.7839105223886674,0.0012709284444389901,0.6222500467431227
Stroop RT SD (Incongruent),197,0.0019338688005069438,0.008195990493117922,0.015646381143162302,0.01609876658310161,0.006262121692610978,0.7517342624063503,0.007450390650044381,0.23194451328271642,0.0004523854399393068,0.7684795587905069
Stroop RT Facilitation,197,0.0031283939316042453,0.008821041864274792,0.009814103506699645,0.011930835247610405,0.005692647932670547,0.7778732096316826,0.0009930616424248528,0.6629533901153284,0.00211673174091076,0.525342901878272
Stroop Accuracy Facilitation,197,0.007504031155841084,0.019942011382325653,0.021555252854199236,0.02173721441422427,0.012437980226484568,0.4908436354061606,0.0016132414718735832,0.5763406489377372,0.0001819615600250346,0.8514725709344796
Stroop RT Incongruent minus Neutral,197,0.00684942090386631,0.024631300951618362,0.026025703388414034,0.04606530863380087,0.017781880047752052,0.3260203696828892,0.001394402436795672,0.6025901221004393,0.020039605245386838,0.04774637614603555
Stroop RT Neutral minus Congruent,197,0.0031283939316042453,0.008821041864274792,0.009814103506699645,0.011930835247610405,0.005692647932670547,0.7778732096316826,0.0009930616424248528,0.6629533901153284,0.00211673174091076,0.525342901878272
Stroop RT Interference (Correct-only),197,0.009801844217474764,0.013568530679086588,0.015004121492376399,0.02242312587688322,0.0037666864616118234,0.8661626513690873,0.001435590813289811,0.5993426971747537,0.007419004384506822,0.23255492852420998
Stroop RT Facilitation (Correct-only),197,0.0027436934579289085,0.009230455769162038,0.009806761656235286,0.011909055397253288,0.00648676231123313,0.7411122860511616,0.0005763058870732474,0.7398484559682907,0.002102293741018002,0.5267619378018036
