outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
PRP T2 Coefficient of Variation (All),200,0.006322200391230659,0.041957308823755035,0.04212931885429949,0.0429889350456546,0.035635108432524376,0.06868092426865101,0.00017201003054445607,0.86614454429576,0.0008596161913551059,0.7092988712173935
PRP T2 CV (Short SOA),200,0.015592680620520327,0.034783220486049427,0.035237895266317265,0.04375314937249575,0.0191905398655291,0.2805204190118325,0.0004546747802678386,0.7898420208989273,0.008515254106178483,0.23465598459307277
PRP T2 CV (Long SOA),200,0.004871854265821041,0.006937761264507181,0.009006475311924778,0.010370123380812557,0.00206590699868614,0.9393728069230494,0.002068714047417597,0.5166087802957471,0.0013636480688877795,0.6253076006104129
PRP T2 MAD (All),200,0.07795915813786125,0.08650861942193078,0.08797564263073665,0.10068317041648489,0.008549461284069526,0.612356040277803,0.0014670232088058732,0.5998439598192483,0.01270752778574824,0.17257145400802418
PRP T2 MAD (Short SOA),200,0.018766931602665737,0.021377808990365343,0.028460173496475227,0.028598483881256964,0.002610877387699606,0.9148718894603095,0.007082364506109884,0.22428078777070762,0.00013831038478173685,0.8847058981583625
PRP T2 MAD (Long SOA),200,0.019164770558324107,0.03355732549930557,0.03633805232501208,0.03730083863023281,0.014392554940981461,0.41127442717508356,0.0027807268257065143,0.42590226987428925,0.0009627863052207308,0.7036787191718668
PRP T2 IQR (All),200,0.06320011175255569,0.06931067003054137,0.07167307004908674,0.08427879586667375,0.006110558277985678,0.7355943747690779,0.002362400018545374,0.4980822595186858,0.01260572581758701,0.17023376792742836
PRP T2 IQR (Short SOA),200,0.01056291282256372,0.012240634819356333,0.016152403621565337,0.01798503288404607,0.0016777219967926138,0.9542757161079386,0.003911768802209004,0.36991660641692625,0.0018326292624807339,0.5938988129755326
PRP T2 IQR (Long SOA),200,0.014104174820260384,0.020926596786223328,0.03233557556439415,0.03539409482797684,0.006822421965962944,0.7171508738528098,0.01140897877817082,0.09933671415285977,0.003058519263582693,0.483549240661997
"PRP T2 MAD (All, correct)",200,0.07795915813786125,0.08650861942193078,0.08797564263073665,0.10068317041648489,0.008549461284069526,0.612356040277803,0.0014670232088058732,0.5998439598192483,0.01270752778574824,0.17257145400802418
"PRP T2 MAD (Short SOA, correct)",200,0.018766931602665737,0.021377808990365343,0.028460173496475227,0.028598483881256964,0.002610877387699606,0.9148718894603095,0.007082364506109884,0.22428078777070762,0.00013831038478173685,0.8847058981583625
"PRP T2 MAD (Long SOA, correct)",200,0.019164770558324107,0.03355732549930557,0.03633805232501208,0.03730083863023281,0.014392554940981461,0.41127442717508356,0.0027807268257065143,0.42590226987428925,0.0009627863052207308,0.7036787191718668
"PRP T2 IQR (All, correct)",200,0.06320011175255569,0.06931067003054137,0.07167307004908674,0.08427879586667375,0.006110558277985678,0.7355943747690779,0.002362400018545374,0.4980822595186858,0.01260572581758701,0.17023376792742836
"PRP T2 IQR (Short SOA, correct)",200,0.01056291282256372,0.012240634819356333,0.016152403621565337,0.01798503288404607,0.0016777219967926138,0.9542757161079386,0.003911768802209004,0.36991660641692625,0.0018326292624807339,0.5938988129755326
"PRP T2 IQR (Long SOA, correct)",200,0.014104174820260384,0.020926596786223328,0.03233557556439415,0.03539409482797684,0.006822421965962944,0.7171508738528098,0.01140897877817082,0.09933671415285977,0.003058519263582693,0.483549240661997
PRP Error Cascade Rate,143,0.00135775347056466,0.013288181394216836,0.02035376277684997,0.027296959835663492,0.011930427923652176,0.6475382870927695,0.007065581382633135,0.29187309095107117,0.006943197058813522,0.2804826501500077
PRP Cascade Inflation,128,0.0069271631072417295,0.011600618361923831,0.011671834190690622,0.020530405425908338,0.004673455254682102,0.9014853200543832,7.121582876679078e-05,0.889132552065612,0.008858571235217716,0.15219972325796227
PRP Post-Error Slowing (ms),163,0.04673489869143288,0.06634208026405652,0.06857609346306914,0.0753023400298678,0.019607181572623644,0.35138105671516195,0.002234013199012619,0.5107029460521452,0.006726246566798655,0.2741503089790164
PRP Valid T2 Trial Count,200,0.003283432831662103,0.03585113466936418,0.03589385251169408,0.03594917213037263,0.03256770183770208,0.09119922248549876,4.271784232989795e-05,0.9311362435814834,5.531961867855095e-05,0.9239849843950034
Stroop Mean RT (Incongruent),200,0.03417535692589313,0.040393989474745706,0.04271607782817366,0.04918921573872004,0.006218632548852576,0.7395202558374958,0.0023220883534279535,0.5220734614142959,0.006473137910546378,0.2745742833914634
Stroop Mean RT (Congruent),200,0.033303574019192594,0.048148615195291344,0.0490241029465428,0.051765015282417726,0.01484504117609875,0.3900894325366856,0.0008754877512514581,0.6931393773172655,0.0027409123358749232,0.48264424222052893
Stroop Mean RT (Neutral),200,0.02914585344960563,0.04896669499189199,0.04994893104779319,0.050350099734084774,0.01982084154228636,0.26017731364429697,0.0009822360559011978,0.6637294292571616,0.0004011686862915864,0.7861808338847213
Stroop Accuracy (Incongruent),200,0.0031864997518128435,0.018427523439599525,0.01963271923769694,0.01985039991908555,0.015241023687786681,0.3921191137280263,0.0012051957980974137,0.621194610090787,0.00021768068138861008,0.8253522334347365
Stroop Accuracy (Congruent),200,0.01744306500470838,0.040286562793968805,0.04051531346201065,0.05268112868652264,0.022843497789260425,0.20567270988913353,0.00022875066804184385,0.8219763339147428,0.012165815224511989,0.11761042942945271
Stroop Accuracy (Neutral),200,0.00026714764612090214,0.013080369340397913,0.02048736383515526,0.02518743633295295,0.01281322169427701,0.4736794740592264,0.007406994494757346,0.25396305028708616,0.0047000724977976915,0.26940037135438577
Stroop Post-Error Slowing (ms),120,0.002149518528285377,0.01161449094685707,0.01791157316628189,0.022408979548459995,0.009464972418571693,0.7791900474044802,0.006297082219424821,0.4679807594232378,0.004497406382178104,0.47194357636316686
Stroop Post-Error RT (ms),120,0.027791590756961693,0.03915431477475473,0.04665397910033697,0.05180095727626166,0.011362724017793036,0.7182215908467902,0.007499664325582245,0.4245720332310974,0.005146978175924688,0.437944506318247
Stroop Post-Correct RT (ms),200,0.03527243097335475,0.04883441925837917,0.05011669409037811,0.05299923372117876,0.013561988285024418,0.4311906154888584,0.0012822748319989419,0.6292176963540386,0.0028825396308006512,0.4662821730891601
Stroop Incongruent RT Slope,200,0.012423564657066732,0.025440919057047928,0.05940340511221531,0.06988351088501477,0.013017354399981196,0.4608741717659486,0.033962486055167385,0.006650086610963456,0.010480105772799453,0.15892877575830272
Stroop RT Coefficient of Variation (All),200,0.05636996799942007,0.06482269944384833,0.06996938517084761,0.0784225679325462,0.008452731444428263,0.6258523345637091,0.005146685726999278,0.2905606499398818,0.008453182761698597,0.21152196174689827
Stroop RT CV (Incongruent),200,0.044195672362156824,0.044695510260729154,0.04804022620106896,0.06318157069322194,0.0004998378985723306,0.9916278251621082,0.003344715940339804,0.42042827712108843,0.015141344492152986,0.12296342605792374
Stroop RT CV (Congruent),200,0.05672121194692903,0.061594518635484596,0.06872805108651736,0.06979158688791409,0.004873306688555568,0.7994486172411094,0.007133532451032765,0.27506915137646276,0.001063535801396731,0.6556632377444163
Stroop RT MAD (All),200,0.010773273290162977,0.01447289832599885,0.01844312826242167,0.018540379806109453,0.003699625035835874,0.8664163429349591,0.00397022993642282,0.35864886636382687,9.725154368778188e-05,0.8979451188314009
Stroop RT MAD (Incongruent),200,0.012549061414269702,0.01865861782781353,0.024941189465221836,0.02655896124318735,0.006109556413543826,0.7512922539009786,0.006282571637408307,0.28236498651053493,0.0016177717779655154,0.5509058795418977
Stroop RT MAD (Congruent),200,0.01432193738999643,0.022204561923432453,0.02311238595358822,0.02405210175834538,0.007882624533436022,0.6681074012538766,0.0009078240301557683,0.6717696255987953,0.0009397158047571574,0.6719178033993014
Stroop RT IQR (All),200,0.010532373733576184,0.016437870198125593,0.02385826611170705,0.023862250767857307,0.005905496464549409,0.7615749937248836,0.007420395913581457,0.20340092652535974,3.9846561502576705e-06,0.9789446284632966
Stroop RT IQR (Incongruent),200,0.015162473272621435,0.019809689337820124,0.030480359265503187,0.030913088076406248,0.004647216065198689,0.820607095925773,0.010670669927683063,0.1632392599654276,0.00043272881090306026,0.7634116006289882
Stroop RT IQR (Congruent),200,0.012332913968291392,0.019495585789968906,0.019792649913838667,0.020332583076038246,0.007162671821677513,0.7018668586862128,0.00029706412386976133,0.7830528479509177,0.0005399331621995795,0.7255698921489069
"Stroop RT MAD (All, correct)",200,0.01096145153158512,0.01396322231793845,0.018867547001352514,0.0188843472103416,0.0030017707863533305,0.8984418629428798,0.004904324683414063,0.29959476899412935,1.6800208989087295e-05,0.957345775159175
"Stroop RT MAD (Incongruent, correct)",200,0.013547871699779446,0.019753996443453437,0.02438626328702087,0.02697366411284552,0.006206124743673991,0.7464101831709762,0.004632266843567434,0.3419822286295734,0.0025874008258246484,0.4383779213182526
"Stroop RT MAD (Congruent, correct)",200,0.01487934261203927,0.02315144598731811,0.02398003764150014,0.024535062677689234,0.008272103375278839,0.6503299075544581,0.0008285916541820315,0.6846667728709193,0.000555025036189094,0.7436876657898265
"Stroop RT IQR (All, correct)",200,0.009485035130596953,0.015108745845073823,0.022033468418798163,0.02203593857145203,0.0056237107144768705,0.7752819156615505,0.00692472257372434,0.21588801753733966,2.4701526538661867e-06,0.9834594095452005
"Stroop RT IQR (Incongruent, correct)",200,0.014946036264639306,0.01880320551580006,0.02624198489906604,0.026709345628215142,0.0038571692511607525,0.8582728884187075,0.007438779383265981,0.24049252803482266,0.0004673607291491022,0.7558051917408825
"Stroop RT IQR (Congruent, correct)",200,0.012737320141995245,0.019995679738695094,0.020297328787266977,0.020484747757243182,0.007258359596699848,0.6972961301306975,0.0003016490485718837,0.780127375965044,0.00018741896997620522,0.834689386927189
Stroop Valid Trial Count,200,0.00192546167576102,0.006156246756388706,0.008505733259933423,0.0095857213607764,0.004230785080627686,0.8431852681894265,0.0023494865035447177,0.5365758589236123,0.0010799881008429768,0.5731100103127742
PRP Ex-Gaussian mu (Short SOA),175,0.06352651413400434,0.07309060353734553,0.08174601936011361,0.09158731281768484,0.009564089403341192,0.6280852690121053,0.008655415822768076,0.2580961357998644,0.009841293457571232,0.2674185700197644
PRP Ex-Gaussian sigma (Short SOA),175,0.019799978883756952,0.04268529034328028,0.06662912072635607,0.07896230291042095,0.022885311459523328,0.2610007461876192,0.023943830383075793,0.06345277410186577,0.012333182184064873,0.16919647708720498
PRP Ex-Gaussian tau (Short SOA),175,0.003742770525280603,0.023473863230640157,0.02462310641913734,0.0251896624680209,0.019731092705359554,0.33522626766172237,0.0011492431884971843,0.6814044621890873,0.0005665560488835597,0.7525785997337948
PRP Ex-Gaussian mu (Long SOA),156,0.0056667445478179035,0.021414248938895986,0.025941765998181987,0.03113878553002747,0.015747504391078082,0.4931602702858635,0.0045275170592860015,0.41104246250899756,0.0051970195318454815,0.4974145885674154
PRP Ex-Gaussian sigma (Long SOA),156,0.003499582692030323,0.01831977356934711,0.026766159049458338,0.028891275470684485,0.014820190877316786,0.521186279912363,0.00844638548011123,0.2872371428598908,0.0021251164212261475,0.5972876300180856
PRP Ex-Gaussian tau (Long SOA),156,0.014184244261755019,0.03552530124644093,0.03686398748924302,0.036875210122252366,0.021341056984685913,0.34851008865491506,0.0013386862428020896,0.6156922505291256,1.1222633009344563e-05,0.9689987544822455
PRP Ex-Gaussian mu (Overall),180,0.0698126887174656,0.07703298974381645,0.07715015403899528,0.08377404294922464,0.0072203010263508505,0.7149898012889151,0.00011716429517882876,0.8986646975152326,0.0066238889102293586,0.3623421728408831
PRP Ex-Gaussian sigma (Overall),180,0.07865066376382845,0.08840955601363498,0.0884985261979454,0.09978213823275639,0.009758892249806528,0.6023660704354341,8.897018431042181e-05,0.9123664020978502,0.011283612034810986,0.1856003838541441
PRP Ex-Gaussian tau (Overall),180,0.01218829873884808,0.031182302944269713,0.032817584607647166,0.0328268885673616,0.018994004205421633,0.3355827135468018,0.0016352816633774525,0.6181985048593489,9.303959714435095e-06,0.9691439127948438
PRP Ex-Gaussian mu (Bottleneck),154,0.05848026848546639,0.06952977788891457,0.07544598029871563,0.08288856019836166,0.011049509403448177,0.6252036713960146,0.0059162024098010635,0.36910784365387617,0.007442579899646029,0.3336624614531878
PRP Ex-Gaussian sigma (Bottleneck),154,0.013700316160875525,0.04730022680574364,0.059766719761026765,0.06803596803474454,0.033599910644868114,0.16134591098446457,0.012466492955283126,0.170535794722819,0.008269248273717777,0.29572667119916096
PRP Ex-Gaussian tau (Bottleneck),154,0.008154382774455016,0.033497105173670216,0.034196686011069066,0.036193581108679984,0.0253427223992152,0.27885677054746677,0.0006995808373988499,0.7479976392165886,0.001996895097610918,0.6250514413007497
Stroop Ex-Gaussian mu (Congruent),191,0.13129088634544384,0.1412368617219767,0.14308241050915382,0.14753331323760144,0.009945975376532856,0.5446542573741647,0.0018455487871771314,0.5545405874535183,0.004450902728447614,0.39750483908332646
Stroop Ex-Gaussian sigma (Congruent),191,0.10496534074230568,0.11134251306363574,0.11146546212333441,0.11260115173512397,0.00637717232133006,0.7228694230150028,0.00012294905969867376,0.8945281190350364,0.0011356896117895587,0.6599775785996598
Stroop Ex-Gaussian tau (Congruent),191,0.0680539130095078,0.07275268715846261,0.08241223728538472,0.0832071235678794,0.00469877414895481,0.8163385073488647,0.0096595501269221,0.14978047922353885,0.000794886282494689,0.6758210994166458
Stroop Ex-Gaussian mu (Incongruent),191,0.059110279774909014,0.06739222711020176,0.06800316521583005,0.07595724387803182,0.00828194733529275,0.6503470457476987,0.0006109381056282892,0.7708133011806297,0.007954078662201769,0.2476399975675141
Stroop Ex-Gaussian sigma (Incongruent),191,0.029758856388753308,0.03268770036268043,0.03277740058890366,0.03434215411000263,0.00292884397392712,0.905342968953354,8.97002262232327e-05,0.9092219932009126,0.0015647535210989716,0.6140926213399831
Stroop Ex-Gaussian tau (Incongruent),191,0.010692869497768154,0.01642102454680172,0.01745526670313735,0.02082770183970295,0.0057281550490335675,0.7825877363750069,0.0010342421563356297,0.6749027825022373,0.003372435136565599,0.3978272093823315
Stroop Ex-Gaussian mu (Neutral),191,0.07392160361289957,0.08442331322862717,0.08443135353354603,0.08598616636322942,0.010501709615727606,0.5487700747424114,8.04030491885488e-06,0.9686849282699291,0.001554812829683394,0.6041508563010269
Stroop Ex-Gaussian sigma (Neutral),191,0.047959681006793486,0.05739149079425332,0.057857493379133484,0.05908075197237472,0.009431809787459833,0.6047854439651154,0.0004660025848801652,0.7614621390848536,0.0012232585932412388,0.632380478852748
Stroop Ex-Gaussian tau (Neutral),191,0.023732518803798452,0.04651729812617167,0.04739703486762059,0.05084697653946113,0.022784779322373216,0.22319163648143794,0.0008797367414489221,0.6619176817368997,0.0034499416718405396,0.42925365165530793
Stroop Ex-Gaussian mu (Interference),191,0.006516525908228821,0.02017389594790009,0.02709967205403052,0.030804799216131995,0.013657370039671268,0.4631756687741072,0.006925776106130432,0.3176410482216928,0.0037051271621014736,0.42653792825527803
Stroop Ex-Gaussian sigma (Interference),191,0.0037804939754960687,0.00568078456777954,0.006028438773897249,0.010701090634360644,0.0019002905922834712,0.949536903779222,0.00034765420611770903,0.804873802480586,0.004672651860463395,0.39761270879841026
Stroop Ex-Gaussian tau (Interference),191,0.008212855466340319,0.015620673929699014,0.01730081291689578,0.018702823523728207,0.007407818463358695,0.7077116845224081,0.0016801389871967665,0.6086822008090724,0.0014020106068324267,0.6144993055010729
WCST HMM Lapse Occupancy (%),200,0.006127467616737214,0.02258029342319745,0.03840055920759866,0.038494966040883205,0.016452825806460236,0.3551269197444787,0.01582026578440121,0.08660982436067986,9.44068332845438e-05,0.8941277322016304
WCST HMM P(Focus->Lapse),200,0.0027698151996087272,0.010150425691753506,0.013355142062461578,0.014377855156860075,0.007380610492144779,0.6950540065294692,0.0032047163707080717,0.4340902594112407,0.0010227130943984974,0.6226918648163522
WCST HMM P(Lapse->Focus),200,0.008064889422311872,0.029934581867715915,0.06315520109415618,0.06656404517879133,0.021869692445404043,0.2273770292597117,0.03322061922644026,0.009196882631722619,0.003408844084635154,0.41940004258818986
WCST HMM P(Lapse->Lapse),200,0.008064889422311983,0.029934581867715915,0.06315520109415629,0.06656404517879166,0.021869692445403932,0.22737702925971665,0.03322061922644037,0.009196882631722619,0.0034088440846353762,0.41940004258817476
WCST HMM P(Focus->Focus),200,0.0027698151996087272,0.010150425691753506,0.013355142062461356,0.014377855156859853,0.007380610492144779,0.6950540065294692,0.0032047163707078496,0.4340902594112488,0.0010227130943984974,0.6226918648163522
WCST HMM Lapse RT Mean,200,0.0037668595631775714,0.020550499411291057,0.025209675692215994,0.025757943112953208,0.016783639848113485,0.3469964253588603,0.004659176280924937,0.4806040336167161,0.000548267420737214,0.7814830036861434
WCST HMM Focus RT Mean,200,0.06327925108102928,0.08358524286826197,0.09331281177874928,0.09794307636477462,0.02030599178723269,0.23446389414958685,0.009727568910487316,0.31341917676784853,0.004630264586025334,0.3686477942462125
WCST HMM RT Difference,200,0.005030628866521392,0.02099205534259796,0.025237634443564638,0.025660629640296473,0.015961426476076568,0.3697366848102795,0.004245579100966679,0.49482702946803325,0.0004229951967318346,0.8071633081392594
WCST HMM State Changes,200,0.009981824106670478,0.014031611932733945,0.014261852402194575,0.014583080680315219,0.004049787826063467,0.8501241603831714,0.0002302404694606297,0.8250544467817176,0.00032122827812064436,0.7908506864833609
WCST RL alpha,191,0.012234008003470853,0.03587602531313572,0.038956840528962866,0.039764615187075414,0.023642017309664864,0.21283878439198947,0.0030808152158271485,0.5185450588782341,0.0008077746581125478,0.703297892165323
WCST RL beta,191,0.006050951683791439,0.028476295053740275,0.03101129148132198,0.03183801188244595,0.022425343369948836,0.2373673770208775,0.002534996427581704,0.5573872323621307,0.0008267204011239704,0.7133028313274403
WCST RL alpha (pos),191,0.0005971865186963354,0.003817180880167026,0.01579096478354558,0.037103479401962236,0.0032199943614706905,0.8967466864352769,0.011973783903378554,0.15892809740743497,0.021312514618416656,0.06472169170206571
WCST RL alpha (neg),191,0.0009560754675761451,0.02221320519177672,0.024579317298498715,0.025310807760757004,0.021257129724200574,0.26259759104191444,0.002366112106721996,0.5325932246097886,0.0007314904622582885,0.7232158074898594
WCST RL alpha asymmetry,191,0.0006478532641177592,0.015638716140065956,0.017331193192912542,0.024180365365215395,0.014990862875948197,0.4228973184844814,0.001692477052846586,0.5661244763368731,0.006849172172302853,0.291270476340211
WCST RL beta (asym),191,0.005955859037715783,0.018066196022094694,0.02045482716279312,0.022492366779643946,0.012110336984378911,0.5175613364408551,0.0023886311406984273,0.40181623427459834,0.0020375396168508253,0.6157595003729763
WCST WSLS P(stay|win),191,0.0038024707809699576,0.027367847707499338,0.027373956112822673,0.033067759508476846,0.02356537692652938,0.2176369012614064,6.10840532333512e-06,0.9762361786855759,0.005693803395654173,0.3329379999918971
WCST WSLS P(shift|lose),187,0.04049777742842742,0.04924310187897463,0.055127309351643006,0.05525096703899146,0.00874532445054721,0.6454503155783442,0.005884207472668379,0.2689202549780167,0.00012365768734845517,0.8804468704070624
WCST Bayesian RL hazard,191,0.027529240391649168,0.033211162252893,0.04070281961306388,0.05438011375101548,0.005681921861243833,0.7802121894590337,0.007491657360170878,0.29669101474712384,0.013677294137951601,0.09562660923479917
WCST Bayesian RL noise,191,0.010959839723019615,0.04903813848327554,0.05382851591132709,0.05444201673753013,0.038078298760255924,0.06340979775490689,0.004790377428051551,0.3368494017904353,0.0006135008262030395,0.7485711109342643
WCST Bayesian RL beta,191,0.018570286085772936,0.03131828799098424,0.032008516042734025,0.04952191894173974,0.012748001905211304,0.48894920509348216,0.0006902280517497861,0.7520490628774482,0.017513402899005714,0.060881422687401536
PRP CB Base RT (ms),184,0.010722254647234086,0.03680434858718251,0.040564586140393044,0.04283894279527145,0.026082093939948425,0.18949858898559346,0.0037602375532105325,0.376989132872785,0.0022743566548784067,0.5977356761863638
PRP CB Bottleneck Duration (ms),184,0.06467254315996973,0.0778720179522675,0.08290939096922667,0.08488406140803573,0.013199474792297772,0.4686529060286816,0.005037373016959168,0.3598108536142496,0.0019746704388090563,0.5662382378906047
PRP CB Model R-squared,184,0.010286392854607529,0.020892653214130252,0.047069632012889606,0.04776308930884943,0.010606260359522723,0.5884987256272527,0.026176978798759354,0.024182606846331892,0.0006934572959598206,0.7472927776561706
PRP CB Slope (short SOA),184,0.0004173567598200201,0.0213999047841662,0.04462716725720339,0.04612582225511619,0.02098254802434618,0.28542630668787444,0.02322726247303719,0.05340635002695424,0.001498654997912796,0.6244963252832797
Stroop Slow-State Probability (Baseline),200,0.006238704135095752,0.02886731691670641,0.029065960962494586,0.0397934740108411,0.022628612781610657,0.21407649959557204,0.00019864404578817663,0.840144471321413,0.010727513048346515,0.13894980898297415
Stroop Slow-State Prob (Post-Error),120,0.0008411719494986203,0.02225778904905995,0.024944088335302927,0.03831038144854948,0.02141661709956133,0.478753986140799,0.002686299286242977,0.6148758760803622,0.013366293113246552,0.314779572558244
Stroop Slow-State Prob Delta (Post-Error),120,0.0003728479079969649,0.007681172222585131,0.00917885010547248,0.012009272626987477,0.007308324314588166,0.8398355711581852,0.0014976778828873494,0.6917340322195167,0.002830422521514997,0.5974667168065155
Stroop Slow-State Prob (Stable),200,0.008285086061297187,0.027511582954200087,0.027708508643449314,0.039967120852483995,0.0192264968929029,0.28298133343603815,0.0001969256892492277,0.840434665085624,0.01225861220903468,0.10977222287288627
Stroop Slow-State Prob Delta (Stable),200,0.0355604335866333,0.051939761313127386,0.05194137537731647,0.0595846216068302,0.016379327726494086,0.3432707287212896,1.6140641890816099e-06,0.9837530051841996,0.007643246229513734,0.17781679040513304
Stroop RT Interference,200,0.008623770294778677,0.013776545495689185,0.016371504274159898,0.02277173469081939,0.005152775200910509,0.7979702870955601,0.002594958778470713,0.4913751810530619,0.0064002304166594914,0.28544577786443137
Stroop Accuracy Interference,200,0.0006875559210534066,0.011052473729239787,0.011769328081978947,0.013226688610059378,0.01036491780818638,0.566639725787545,0.0007168543527391602,0.7162905544164369,0.0014573605280804314,0.59595046299713
Stroop RT Facilitation,200,0.005151818394889651,0.01388812182596133,0.013983744250963825,0.019175364081071122,0.00873630343107168,0.633484139349112,9.562242500249507e-05,0.8842065115560958,0.005191619830107297,0.2800951113236857
Stroop Accuracy Facilitation,200,0.009674689885869836,0.020333264359646996,0.023693727360246664,0.0250118573513487,0.01065857447377716,0.5509675094763313,0.003360463000599667,0.4598433626824112,0.001318129991102035,0.6186887723769217
Stroop RT Incongruent minus Neutral,200,0.0076998820282141445,0.025484896354898368,0.028090785286473796,0.051998882328916696,0.017785014326684223,0.31848498418011445,0.0026058889315754286,0.5305748808722446,0.0239080970424429,0.04517009268818396
Stroop RT Neutral minus Congruent,200,0.005151818394889651,0.01388812182596133,0.013983744250963825,0.019175364081071122,0.00873630343107168,0.633484139349112,9.562242500249507e-05,0.8842065115560958,0.005191619830107297,0.2800951113236857
Stroop RT Interference (Correct-only),200,0.009161794397794187,0.012596236098045277,0.013939850000328935,0.020766771286472308,0.0034344417002510896,0.8789877473193364,0.001343613902283658,0.6153928676576822,0.006826921286143373,0.2767304287825988
Stroop RT Facilitation (Correct-only),200,0.0043703473882730215,0.013850258989495323,0.013868470559827317,0.01872772168385506,0.009479911601222302,0.6017953767928774,1.8211570331994054e-05,0.9492447995034496,0.004859251124027741,0.2933873931549954
Stroop RT Incongruent minus Neutral (Correct-only),200,0.008465769883206353,0.023601462187173294,0.025152704030993567,0.049142177835714285,0.015135692303966941,0.3928764675959011,0.0015512418438202724,0.6268741042456012,0.023989473804720718,0.04586290351965139
