participant_id,stroop_slow_prob_baseline,stroop_slow_prob_post_error,stroop_slow_prob_post_error_delta,stroop_slow_prob_stable,stroop_slow_prob_stable_delta
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.24820495603693934,0.5300824215733407,0.28187746553640136,0.2182708055889477,-0.029934150447991636
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.32945865121177936,0.5514898685486013,0.2220312173368219,0.332390354168843,0.002931702957063631
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.16804668710974613,0.3628404704092371,0.19479378329949099,0.15714143248233503,-0.010905254627411098
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.8250133325913508,1.0,0.1749866674086492,0.809105453736019,-0.015907878855331736
CDEoAyvS8feXLKMKsaZah9agEhF3,0.20373862741352192,,,0.1732909383733321,-0.030447689040189824
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.23440501348124407,0.0451810781828901,-0.18922393529835396,0.20429860463127408,-0.030106408849969984
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.06529106670346188,,,0.04363910982894011,-0.021651956874521767
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.6545250303335748,,,0.6515339375229419,-0.0029910928106329226
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.14647335154780008,0.5785668388070648,0.4320934872592648,0.12957146081668006,-0.01690189073112003
Co587hoelyeANqFX7AYvuVQW0lZ2,0.14322448047748,0.9960043703116965,0.8527798898342165,0.12554513952389007,-0.017679340953589917
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.17749942670705482,,,0.17158305910193514,-0.005916367605119682
DAKDKPH698P12JfTbbjemLI6PIH2,0.18004620630414903,,,0.16452998275531,-0.015516223548839025
DPvStUYSmohmXwFwaKRqHv89R3k1,0.269264580716349,0.5605748863848018,0.2913103056684528,0.21450874508969003,-0.05475583562665898
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.6275077630637498,0.9999999998975682,0.3724922368338184,0.6178485993867389,-0.009659163677010918
Df83JuPuJkXqTGbENhM2gw5SJM43,0.23695121412906098,0.25839858491012196,0.021447370781060987,0.21752466511482638,-0.0194265490142346
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.8571841593811397,,,0.854850730025314,-0.0023334293558257
DzB19GqCB7fyrlEPexogWkjFzEx2,0.16521169291258903,,,0.1602676040157008,-0.004944088896888216
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.07457148414350714,0.20803922150835086,0.1334677373648437,0.05327358132821732,-0.021297902815289822
EUhcW9kURScie1DwGPHqmNqotJB2,0.5052054924334171,0.9999999972937985,0.49479450486038146,0.513036943641061,0.007831451207643947
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.3621447342246843,,,0.34755173982173204,-0.014592994402952253
EoToosG69XMp4LTYdB6sB9WTrv22,0.6056071843739379,0.9982789190178636,0.3926717346439257,0.5977048075707373,-0.007902376803200606
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.3186412858749708,,,0.30450024265652803,-0.014141043218442784
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.43754260182141363,,,0.4324147320048866,-0.00512786981652702
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.11454974191474433,,,0.10920931929823673,-0.005340422616507606
GE4hogtdLdTFbNasENgtm6SO3hC3,0.10124474983073072,0.289791452765816,0.1885467029350853,0.08488611793792682,-0.0163586318928039
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.8296582462667237,0.9938776259320148,0.1642193796652911,0.8180306108882662,-0.011627635378457457
HSggdq91WiQp16bOj7V3dABkcgk2,0.3909557541385799,,,0.3764636674186322,-0.014492086719947728
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.11399125153262123,,,0.10516605977320642,-0.008825191759414805
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.5348133441552567,,,0.5357014306994949,0.0008880865442382202
IaTJhUGICmO9xcL3605RW8QHneN2,0.08069149957047267,0.4988110938610926,0.41811959429061996,0.021702952998992747,-0.05898854657147992
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.6165776690319844,0.2801959793774019,-0.3363816896545825,0.6087664323104305,-0.007811236721553927
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.24341842446428055,,,0.23822891233977378,-0.005189512124506773
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.8678868124583734,1.0,0.1321131875416266,0.8572077656712632,-0.01067904678711018
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.21745404022252654,0.28721706755483617,0.06976302733230963,0.18310080564228073,-0.034353234580245806
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.02759777480955821,,,0.018995090992206386,-0.008602683817351825
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.21937747358734505,0.9999999999803322,0.7806225263929871,0.1831597604541586,-0.03621771313318645
LSLmd8jENtONZFVkIpRDX665Bu73,0.10407544770554991,,,0.10784947809696953,0.0037740303914196166
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.07795157662909051,,,0.07066443777666274,-0.007287138852427766
LliUMEIsrCVZ88YFQfevan2Og4z1,0.2818143204159634,0.5018411814113609,0.22002686099539753,0.26440942325199596,-0.017404897163967425
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.10831513939245377,0.9999999961989943,0.8916848568065405,0.06391161434854897,-0.044403525043904796
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.08963283861163383,0.0003564503241721216,-0.0892763882874617,0.07225751961815566,-0.017375318993478175
OExlWyngGfPrScDYjaRcv5PIAet1,0.0927010345657739,,,0.08662790476766433,-0.006073129798109575
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.3692702889249506,1.0,0.6307297110750494,0.33017704161505745,-0.039093247309893164
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.4004891648437361,0.8266742015302043,0.42618503668646823,0.38486920822016185,-0.015619956623574238
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.13903986395266282,0.9999999503525044,0.8609600863998417,0.10147741421213334,-0.03756244974052948
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.5984180438969817,0.9999998424752262,0.4015817985782445,0.5871706214547532,-0.011247422442228538
PLreonkqaMeFc0UqxKUelH44UQu1,0.2241467385058419,0.6706124513002368,0.44646571279439495,0.19370610165780722,-0.03044063684803469
PkpTH7pWpEOG9A86xSloOSozwTk2,0.7354574516515769,,,0.733555682607583,-0.0019017690439939727
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.5147949805035502,1.0,0.4852050194964498,0.5025736327322013,-0.012221347771348867
QbOEVCaZLUMOgltUdXm58oZOALv2,0.009259259259259259,0.0,-0.009259259259259259,0.0,-0.009259259259259259
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.31932087866867953,,,0.3169685281493706,-0.0023523505193089322
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.13391151791244696,0.35894703079848406,0.2250355128860371,0.14046218340585115,0.00655066549340419
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.5011692574458773,0.7917481992241111,0.29057894177823385,0.49482746656081794,-0.006341790885059317
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.11510968996528563,,,0.11621063252072966,0.0011009425554440316
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.1925212550433742,0.49969602155423354,0.30717476651085934,0.14084180076888436,-0.05167945427448983
SOhR7IO689NQCPQu56SjATO8FR92,0.21123802597483146,0.4955015019541515,0.28426347597932,0.19623635671136616,-0.0150016692634653
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.17093872249759676,0.02952808639749208,-0.14141063610010468,0.1685997619779941,-0.0023389605196026675
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.7170279357798853,1.0,0.28297206422011467,0.7033616904186327,-0.013666245361252605
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.18864550247506742,0.4427805218508636,0.2541350193757962,0.1600597594635401,-0.02858574301152733
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.456200550847609,,,0.4354496477809746,-0.020750903066634407
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.36524786798598946,0.6784822121161668,0.3132343441301773,0.3393092374769008,-0.025938630509088678
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.2685995074629849,0.9999602029239262,0.7313606954609413,0.2568746263145978,-0.0117248811483871
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.6118284598109585,0.753519438546737,0.14169097873577852,0.6135291677652784,0.00170070795431998
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.2776372314158102,0.4134196389523653,0.13578240753655507,0.27906498989561984,0.0014277584798096377
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.20638387381125073,0.0704396174173622,-0.13594425639388852,0.2244980533894839,0.018114179578233164
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.5751842552591544,,,0.5687372230981811,-0.0064470321609733094
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.1754694602400224,0.4919182266720894,0.316448766432067,0.15591291625988996,-0.019556543980132457
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.5857907837226631,,,0.5877283481675464,0.001937564444883244
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.11323462164496087,,,0.10780743533298506,-0.005427186311975807
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.20276257149290425,,,0.19681385914390176,-0.0059487123490024885
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.09679643950835153,,,0.0620729804302466,-0.034723459078104923
WqoZv41KTtTCuPKBPyClregrKAi1,0.29424334498205346,,,0.28657407301258137,-0.007669271969472091
XbHvBButpZS4bapbJXJLAYcHnn12,0.05308768458987128,,,0.03617650313559315,-0.016911181454278133
XehZHBpwr5MYzUXkj0FAYCsFG922,0.08243381522089814,0.07279616793309511,-0.00963764728780303,0.07917115204501643,-0.003262663175881711
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.6602100822230054,0.7099019126205727,0.049691830397567305,0.6525020367135239,-0.007708045509481454
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.14896827169735116,0.2924681785593349,0.14349990686198372,0.14702304647675285,-0.0019452252205983123
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.10063826337493752,0.6678205866431984,0.5671823232682609,0.09851135419448234,-0.002126909180455175
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.29180974510219565,0.5174381199916516,0.22562837488945592,0.29669763344778705,0.004887888345591396
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.08462132028224488,,,0.08711993612962748,0.0024986158473826042
aM2995jJmJWvr6cneaGH58HauIg2,0.41639661706369274,0.9998688063393292,0.5834721892756365,0.40994220211189475,-0.006454414951797993
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.1505861550866353,0.4871568538706478,0.33657069878401247,0.12932761241852916,-0.021258542668106145
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.3136875384670976,,,0.3037242751249226,-0.00996326334217501
asKxydfXDkZAk89VaD4hwVovkzJ3,0.14132931158090714,0.5003114292075631,0.358982117626656,0.13903449124325512,-0.0022948203376520204
azdL1gX79EVd9iepyCAVQrqIaQF3,0.12100836940236283,0.036381645754542176,-0.08462672364782065,0.10670522991195931,-0.014303139490403516
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.26379499839088977,0.2665966271896238,0.002801628798734024,0.25365222148068994,-0.010142776910199824
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.17788276437434408,,,0.17437631585171898,-0.003506448522625105
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.10694867829826044,,,0.10063689037050068,-0.006311787927759757
c0hRe9PCPPZs3HWFqhIQargNlp52,0.07993241986559785,0.0489613486677967,-0.030971071197801146,0.08033542643877707,0.0004030065731792237
c8BtRUVPPPZHjyhX2rn702NoUld2,0.31914706374165497,,,0.31992553580488325,0.000778472063228286
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.6289689838387643,,,0.6336134894148876,0.004644505576123281
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.36209236847196785,,,0.3554903663066764,-0.006602002165291443
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.352777064152501,0.9768502126111307,0.6240731484586297,0.1953491975840652,-0.1574278665684358
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.02336575531860661,,,0.014567829312034026,-0.008797926006572582
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.03783585902948877,9.94065370044214e-13,-0.037835859028494706,0.03116605696928398,-0.0066698020602047915
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.613481392392807,,,0.6152890396718819,0.0018076472790748976
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.4040669040932669,,,0.3811531342223117,-0.022913769870955225
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.05995532833656636,0.9999779535969168,0.9400226252603504,0.045194534674587,-0.014760793661979361
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.09818434565572821,0.5083742758332086,0.4101899301774804,0.07683759795028362,-0.02134674770544459
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.21385036828146783,0.4659648777197674,0.2521145094382996,0.1382155817799386,-0.07563478650152924
foaW7wtvY3XLNdguFUK7OvOefP93,0.6975644502950006,,,0.6971637199698036,-0.00040073032519694074
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.5117433496291359,0.7499916184641394,0.2382482688350035,0.48084743147907055,-0.03089591815006537
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.5231802081144601,0.6248287964162643,0.10164858830180423,0.47823884292341073,-0.044941365191049354
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.1415553212315163,0.4062219006693894,0.2646665794378731,0.08478926100742505,-0.05676606022409124
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.37077102054952155,0.8508652868889941,0.48009426633947255,0.36568471008639114,-0.005086310463130406
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.500684527830741,,,0.49249555866941014,-0.008188969161330883
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.019663818647170934,,,0.0012377587018900808,-0.018426059945280855
htPWXDgfuheOJbl6ihHore9XuDp2,0.1889172579530497,0.36426017418893286,0.17534291623588316,0.15053491454992773,-0.038382343403121966
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.19791671241870595,,,0.1868746934191534,-0.011042018999552566
i1tBstVkNiVP0qro7TgGD08IGGa2,0.14223854978643857,0.5232696659241926,0.381031116137754,0.13414644417707666,-0.00809210560936191
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.060116061547469436,0.0006399730919795473,-0.05947608845548989,0.05623280353318439,-0.003883258014285046
iWsc4pghIEWOQUZKuQJMfe516UI3,0.10753454956583865,0.04648719224010989,-0.06104735732572876,0.09658928694718391,-0.010945262618654736
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.3486078805766813,0.041304689002437285,-0.307303191574244,0.338717917928086,-0.009889962648595318
iZX3U88SSqYAtT564nBPgHUBsei1,0.15424564546402564,0.48742915065762865,0.333183505193603,0.14624680044482338,-0.007998845019202255
idP8RVfm74N86O0dszLXANIpjXv2,0.5995925834747731,0.7799598620198768,0.1803672785451037,0.5982972241398,-0.0012953593349730452
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.21254785790479555,0.6598249824722812,0.4472771245674856,0.1936077716573228,-0.01894008624747276
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.16794608822148172,0.5942211567263577,0.42627506850487595,0.1498109761162467,-0.018135112105235024
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.3470732634487442,,,0.3219630880263184,-0.025110175422425773
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.5615964346586959,,,0.5469381770156466,-0.014658257643049288
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.2919226488351368,,,0.2815365387730985,-0.010386110062038323
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.5229647757930285,0.7849460979524799,0.26198132215945147,0.5138290449625115,-0.009135730830516997
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.17448074861843985,1.0,0.8255192513815601,0.16842474983988362,-0.006055998778556226
lHDkoPQu5reNCO45npeYSS9eLQl1,0.5601839726041226,0.9993759322882306,0.43919195968410807,0.5460598000314327,-0.01412417257268983
lpzDdvuMkKWkPxu6xeclmdctEp42,0.41153515351362535,,,0.41474851469375695,0.003213361180131602
m69r9GQTk2b51mvxrFLt4fZeJi52,0.6542533133760436,0.721128104205739,0.06687479082969539,0.627839767161109,-0.026413546214934636
mUZzgdWKnPb2txOkJg9FHgqX5792,0.19546173208335632,,,0.20231410124358234,0.006852369160226024
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,0.25723659738868093,0.9999999755807497,0.7427633781920688,0.2258199073662646,-0.031416690022416344
mweMgSlGM2VxThhwnupYxYzUbR23,0.12383336441250928,,,0.11345107591490292,-0.010382288497606362
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.07412538157299285,0.9876036162026838,0.9134782346296909,0.0506668545763869,-0.02345852699660595
nHy6rdfyacWW9BnyDb1dNvNYWfh1,0.24537811200341914,0.9999999450272996,0.7546218330238805,0.2310338322523411,-0.014344279751078048
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.2542176255124479,,,0.22664516581170607,-0.027572459700741847
o4jXmZcjtMVF2ZInToRpVHUhpdV2,0.11424688519976837,,,0.1179284147839454,0.003681529584177029
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.2192150432385618,,,0.21799497699618708,-0.0012200662423747233
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.10948676134355713,,,0.10398500948532438,-0.005501751858232748
pRQimOpZtsekBI2I1kbnD3pycmo1,0.12725418979627298,,,0.1076207801847645,-0.019633409611508487
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,0.3403455659931854,0.48673068708984774,0.14638512109666235,0.3354003665070151,-0.004945199486170282
pcbRW89vVJcviD87V3uxyG4I9st2,0.2518453028968213,0.9999999999998863,0.748154697103065,0.186300800959757,-0.06554450193706426
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.10722421240280591,0.02492317579432198,-0.08230103660848394,0.08168845615654537,-0.025535756246260546
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.2857353710787977,0.11023689368617734,-0.17549847739262037,0.26941655291223554,-0.016318818166562166
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.009345794392523364,0.0,-0.009345794392523364,0.0,-0.009345794392523364
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.41377586990419185,0.8585878429237674,0.4448119730195756,0.3034435457876419,-0.11033232411654997
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.2919738528588587,0.9953679389247381,0.7033940860658794,0.25410554739441066,-0.03786830546444803
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.5594497344786628,,,0.5475652079953333,-0.011884526483329494
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.4263696604468918,0.9646748310094692,0.5383051705625774,0.4378234484507215,0.011453788003829735
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.04863736256524859,,,0.040546993519613675,-0.008090369045634913
s5gTyWKzfkdHXNT3qicwPmdONYv1,0.19796947603373358,,,0.19316157907831916,-0.00480789695541442
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.3196763409521029,0.5271935885391331,0.20751724758703022,0.32646377622586414,0.006787435273761244
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.12455581749749794,,,0.12062838136063286,-0.003927436136865081
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.140257936229847,0.0049796005120287855,-0.13527833571781822,0.14013775012395505,-0.00012018610589195622
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.3781787846470832,,,0.36262369965926805,-0.01555508498781516
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.16487579709039865,0.08035699821628303,-0.08451879887411562,0.14510804371369745,-0.019767753376701197
u64Uf920g5VD9Byq26LT2rs5o4t1,0.13680794700337945,,,0.1226529522074544,-0.014154994795925052
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.09667936401246152,,,0.09139989178611675,-0.00527947222634477
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.34774048865635293,,,0.3435981368821137,-0.004142351774239217
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.24462442706318055,0.38154026557144316,0.1369158385082626,0.19790674859031804,-0.04671767847286251
wkhxvE50megJGMA1EiROSZIJWNq1,0.10892791657759754,,,0.09262777538566286,-0.01630014119193468
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.33328904271877696,,,0.3443116241208269,0.011022581402049925
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,0.1789507120249409,0.5562190582932659,0.377268346268325,0.14368387364857577,-0.03526683837636513
xHctBv4C2EU8rHYRouw0btT3GT02,0.11788175852461984,0.33337325115896715,0.2154914926343473,0.09427519355073652,-0.023606564973883318
xyAILKfYP2M8GqAai11x6NT7IcP2,0.5702501077175993,,,0.5794024590146389,0.009152351297039618
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.40582129430346675,,,0.39622990506044253,-0.009591389243024218
yGTid3RXTdQe5JNosdSxvgktWIW2,0.1618078734143684,0.42374630461789914,0.2619384312035308,0.1283088842257003,-0.03349898918866809
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.11727379666624525,,,0.12065536042297927,0.003381563756734013
yfjd8LbAMrYeG54927d3GiKAyXI2,0.194545242380798,0.9997420877100314,0.8051968453292333,0.19424474702748443,-0.00030049535331358457
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.11037327740689516,0.9214071286597706,0.8110338512528754,0.09035288580878198,-0.020020391598113182
