participant_id,rt_post_negative,rt_post_positive,rt_feedback_sensitivity,acc_post_negative,acc_post_positive,acc_feedback_sensitivity,adaptive_index,n_trials
6WFCyGwk71XLPBmbe4Vav3eotVm1,1940.2999999182564,1161.4622950006703,778.837704917586,57.14285714285714,93.44262295081968,-36.299765807962544,-44.08814285713841,69
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,2147.300000011921,1653.9079365124778,493.3920634994431,58.333333333333336,88.88888888888889,-30.55555555555555,-35.48947619054998,76
80UJMJbCOMgs6YVpsMgXfYTzw6o2,1953.6099999999628,1205.639999999913,747.9700000000498,60.0,91.66666666666666,-31.666666666666657,-39.146366666667156,71
87w5Le0CgZhSfYAaOH3Xd2fc98l1,3799.879545454444,1713.0385542169033,2086.8409912375405,40.909090909090914,79.51807228915662,-38.60898138006571,-59.47739129244111,128
8bwaafIhKVMNBoHaXFcY8HirS9u2,2539.555555529065,1091.5444444417953,1448.0111110872695,77.77777777777779,91.66666666666666,-13.888888888888872,-28.368999999761566,82
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,2521.671428476061,1633.347825990207,888.323602485854,35.714285714285715,86.95652173913044,-51.24223602484472,-60.12547204970326,98
8mscvscxtXf7EbbLqCyy4a4pl2q2,2696.3454545302825,1568.8838709669728,1127.4615835633097,81.81818181818183,87.09677419354838,-5.278592375366557,-16.553208210999653,74
9Xz1RIwnPXgyRqmucudW9VeuDnq1,1561.6666666666924,1338.5737704918033,223.09289617488912,66.66666666666666,90.1639344262295,-23.497267759562845,-25.728196721311736,71
9l7DjYLs0XdgwykPZR5E01KTZfu2,3869.162500023842,1157.9878787922137,2711.1746212316284,75.0,90.9090909090909,-15.909090909090907,-43.02083712140719,75
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,2237.9812500178814,1325.0338461545798,912.9474038633016,56.25,86.15384615384616,-29.90384615384616,-39.033320192479174,82
ASGvwW80q7VY7xFaLGZhVuErUQu2,1820.1444443596733,1352.2228570393154,467.92158732035796,77.77777777777779,90.0,-12.222222222222214,-16.901438095425796,80
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,3445.365000081062,1414.5150684918442,2030.849931589218,55.00000000000001,84.93150684931507,-29.931506849315063,-50.24000616520724,94
AsXBOflrszVNKoFqbN61bMJqS0k2,1535.2350000023841,1199.4392857026487,335.79571429973544,60.0,85.71428571428571,-25.714285714285708,-29.07224285728306,105
AyAnuCaltBbpEYbudoyNzTvXlcC2,3773.946153853948,1604.9094117697548,2169.036742084193,65.38461538461539,81.17647058823529,-15.791855203619903,-37.48222262446183,112
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,5851.983333333354,9602.65510204079,-3750.671768707436,35.8974358974359,42.857142857142854,-6.959706959706956,30.547010727367407,128
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,1470.839999985695,1205.6681818095121,265.1718181761828,90.0,87.87878787878788,2.1212121212121247,-0.5305060605497034,77
CDEoAyvS8feXLKMKsaZah9agEhF3,8663.150000000061,1214.9590163934045,7448.190983606657,100.0,90.1639344262295,9.836065573770497,-64.64584426229607,68
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1997.9699999809266,1270.5042856897626,727.465714291164,50.0,87.14285714285714,-37.14285714285714,-44.417514285768775,91
CUNlBEszJVRGK1jWlTaOaCqpDg53,1896.933333333737,1247.9936507938519,648.9396825398851,50.0,90.47619047619048,-40.47619047619048,-46.96558730158933,76
Cbkx2NHyF3NrebzXGqNgSfiWent1,2326.8124999981374,996.3516129022164,1330.460887095921,87.5,88.70967741935483,-1.2096774193548328,-14.514286290314041,71
Co587hoelyeANqFX7AYvuVQW0lZ2,1679.659999994437,837.7424242379087,841.9175757565282,46.666666666666664,90.9090909090909,-44.24242424242424,-52.66159999998953,82
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1689.3187499999767,1424.349206349221,264.96954365075567,50.0,87.3015873015873,-37.301587301587304,-39.95128273809486,80
DAKDKPH698P12JfTbbjemLI6PIH2,2510.813333328565,1059.4814285704067,1451.3319047581583,66.66666666666666,87.14285714285714,-20.47619047619048,-34.989509523772064,86
DPvStUYSmohmXwFwaKRqHv89R3k1,2919.0999999841056,1462.015254240925,1457.0847457431805,100.0,94.91525423728814,5.0847457627118615,-9.486101694719943,63
DaRehVxIOhXtEtUExdgvUl0mKcx2,2231.1359375016764,1949.6587301549457,281.47720734673067,34.375,65.07936507936508,-30.704365079365076,-33.519137152832386,128
Df83JuPuJkXqTGbENhM2gw5SJM43,1945.3333333333333,1254.173333333324,691.1600000000092,75.0,88.0,-13.0,-19.911600000000092,88
DzB19GqCB7fyrlEPexogWkjFzEx2,2268.7923076886395,1569.7307692271013,699.0615384615382,53.84615384615385,90.76923076923077,-36.92307692307693,-43.91369230769231,79
EEodWwGh0wWq5f8JmzfKvq0lyeu1,2787.2142857142194,897.0740740740798,1890.1402116401396,64.28571428571429,88.88888888888889,-24.603174603174594,-43.504576719575994,96
EUhcW9kURScie1DwGPHqmNqotJB2,2288.1294117534862,2017.7947368464972,270.334674906989,43.13725490196079,71.05263157894737,-27.915376676986583,-30.618723426056473,128
EmfmKFDgWJdW47a6CNTNjnbYaPh2,2971.6818182034926,1491.167605635146,1480.5142125683467,63.63636363636363,90.14084507042254,-26.50448143405891,-41.30962355974238,83
EoToosG69XMp4LTYdB6sB9WTrv22,3615.7999998728433,1348.3491803075447,2267.450819565299,66.66666666666666,98.36065573770492,-31.69398907103826,-54.36849726669125,65
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2860.70714287247,1749.1913043519726,1111.5158385204973,64.28571428571429,88.40579710144928,-24.12008281573499,-35.23524120093996,84
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1973.5142857063383,1519.2576470571405,454.25663864919784,50.0,75.29411764705883,-25.294117647058826,-29.836684033550803,128
G9VruXninjUdE9czK2DambZl5li2,2214.478260869565,1458.1866666666542,756.2915942029108,56.52173913043478,84.0,-27.47826086956522,-35.041176811594326,99
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2444.0333333412805,1634.3484374769032,809.6848958643773,38.88888888888889,90.625,-51.73611111111111,-59.832960069754876,83
GE4hogtdLdTFbNasENgtm6SO3hC3,2422.2428571454116,1682.2440677957009,739.9987893497107,57.14285714285714,94.91525423728814,-37.772397094431,-45.172384987928105,67
GEwkBw3YHaNp3TCh9YS9PKVfavz1,2740.7727272727275,1134.6076923031073,1606.1650349696201,63.63636363636363,89.23076923076924,-25.594405594405607,-41.65605594410181,77
HSggdq91WiQp16bOj7V3dABkcgk2,2120.2307692124295,1190.0346666558582,930.1961025565713,76.92307692307693,88.0,-11.076923076923066,-20.37888410248878,89
HbydnnT1hUP3WagAy2TJAc6GqVs2,3136.7199999809263,1749.7442622810113,1386.975737699915,80.0,95.08196721311475,-15.081967213114751,-28.9517245901139,67
HyQM2xKwwuVfqidmRYF6TiRk90C2,2152.64999999851,1007.5402777762049,1145.109722222305,80.0,88.88888888888889,-8.888888888888886,-20.339986111111934,83
IaTJhUGICmO9xcL3605RW8QHneN2,1515.5049999982118,1201.7494252892745,313.7555747089373,75.0,82.75862068965517,-7.758620689655174,-10.896176436744547,108
JntnHLHjYhc0xJJQALM3h9R5Ozv1,4256.87142854929,2588.6851351309465,1668.1862934183432,64.28571428571429,87.83783783783784,-23.552123552123547,-40.233986486306975,89
K26uNuY0VNPjJNF26wEx3bFg0kr2,1860.1428571427907,1065.3193548387292,794.8235023040615,71.42857142857143,91.93548387096774,-20.506912442396313,-28.45514746543693,70
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,4831.99999999999,1631.5882352941176,3200.4117647058724,50.0,82.35294117647058,-32.35294117647058,-64.35705882352931,93
LSLmd8jENtONZFVkIpRDX665Bu73,2494.2933333079022,1463.3439393910494,1030.9493939168528,66.66666666666666,86.36363636363636,-19.696969696969703,-30.00646363613823,82
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,2418.7875000089407,1172.1241935491562,1246.6633064597845,100.0,87.09677419354838,12.903225806451616,0.4365927418537705,71
LliUMEIsrCVZ88YFQfevan2Og4z1,1632.5833333333076,1001.5756410256279,631.0076923076797,72.22222222222221,83.33333333333334,-11.111111111111128,-17.421188034187924,97
M4Km1Q2P2oPliChDQkwl6k20FUI3,4592.0888888571,1598.2855421836118,2993.803346673488,72.22222222222221,85.54216867469879,-13.319946452476572,-43.25797991921145,102
MMSYeiMQi3gMr4PrXQcpXzFiegj2,1743.0387096481938,1408.315384614162,334.72332503403186,48.38709677419355,82.05128205128204,-33.66418527708849,-37.01141852742881,110
O61Eik2zvrSQLMNpFbTNEgjWwMr2,2158.2909090905027,1435.368181817798,722.9227272727048,63.63636363636363,89.39393939393939,-25.757575757575758,-32.98680303030281,78
OExlWyngGfPrScDYjaRcv5PIAet1,3187.099999964237,1146.18360656793,2040.9163933963073,100.0,95.08196721311475,4.918032786885249,-15.491131147077823,66
ORuVuFPU5idz3fMoXTGsbwToW2j2,1958.2882352997276,1517.9314286095755,440.3568066901521,41.17647058823529,90.0,-48.82352941176471,-53.22709747866623,88
ORvIk1xRWIQmKuLVe6GXNouvAXx2,4876.0708333353205,1891.3894736829557,2984.681359652365,54.166666666666664,82.89473684210526,-28.728070175438596,-58.57488377196225,101
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,2506.3142857296125,1262.0383333345255,1244.275952395087,71.42857142857143,91.66666666666666,-20.238095238095227,-32.680854762046096,68
PLreonkqaMeFc0UqxKUelH44UQu1,3502.5909090922637,1279.1136986307085,2223.477210461555,68.18181818181817,80.82191780821918,-12.64009962640101,-34.874871731016555,96
PkpTH7pWpEOG9A86xSloOSozwTk2,3707.1378787683716,5069.39999998593,-1362.2621212175582,37.878787878787875,57.377049180327866,-19.49826130153999,-5.87564008936441,128
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1829.6299999993294,1014.2460317459726,815.3839682533568,70.0,90.47619047619048,-20.47619047619048,-28.630030158724047,74
QbOEVCaZLUMOgltUdXm58oZOALv2,2601.15416666617,1644.2639999953906,956.8901666707795,58.333333333333336,81.33333333333333,-22.999999999999993,-32.56890166670779,100
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,5324.587499946356,1986.0733333150545,3338.514166631301,75.0,90.0,-15.0,-48.38514166631301,69
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1613.0095238231477,1349.2205479569632,263.7889758661845,47.61904761904761,87.67123287671232,-40.05218525766471,-42.69007501632655,95
Qv0jhW3sqicqQvd7LfReAsI7nD73,2300.992307690474,957.6444444476612,1343.3478632428128,61.53846153846154,88.88888888888889,-27.350427350427346,-40.78390598285547,77
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,4504.590909090909,1646.2449275237927,2858.3459815671163,81.81818181818183,88.40579710144928,-6.5876152832674535,-35.171075098938616,81
Ru3Qf6pXZua1DfNkQdhbor6iJ403,3622.1692307691733,1828.276388888894,1793.8928418802793,61.53846153846154,88.88888888888889,-27.350427350427346,-45.28935576923014,86
SOhR7IO689NQCPQu56SjATO8FR92,1908.7730769229909,1274.5452054794878,634.2278714435031,50.0,83.56164383561644,-33.56164383561644,-39.90392255005147,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,3010.5242424264097,1975.7329787247359,1034.7912637016739,63.63636363636363,77.6595744680851,-14.023210831721464,-24.371123468738205,128
SdDjNMBD2ZMTEwUphkohi2cZwUx1,1576.0363636016846,1119.1374999947018,456.8988636069828,81.81818181818183,88.88888888888889,-7.0707070707070585,-11.639695706776887,84
SpSfX0ZcfcPLdlOENlfdfvEPwru2,2197.111111111072,1104.274193548376,1092.8369175626963,77.77777777777779,90.32258064516128,-12.544802867383495,-23.473172043010457,72
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,2709.836363637989,1419.8166666685631,1290.019696969426,63.63636363636363,90.9090909090909,-27.272727272727273,-40.17292424242153,78
Ub7nV8F55kPruh35ZpUcKoBUyn63,2251.449999998723,1370.3484848471303,881.1015151515926,64.28571428571429,87.87878787878788,-23.593073593073584,-32.40408874458951,81
UbwuSMtBsHdW3Ji41opk3GInMqi2,1344.18888888922,978.488059701537,365.70082918768287,88.88888888888889,89.55223880597015,-0.6633499170812627,-4.320358208958091,77
VwTymW8T68MfpnJvZ2X97ILqDWS2,1851.2846153836983,1334.4597014900464,516.8249138936519,61.53846153846154,88.05970149253731,-26.521239954075774,-31.689489093012295,81
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,2733.714285714286,1811.4874999999884,922.2267857142974,100.0,91.25,8.75,-0.4722678571429739,88
WbOfW9KmUkPQK8o5hlHJnJFdpp92,2106.5470588224775,1443.425,663.1220588224776,58.82352941176471,88.75,-29.92647058823529,-36.55769117646007,98
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1959.345000001043,1671.6383561640978,287.7066438369452,55.00000000000001,84.93150684931507,-29.931506849315063,-32.80857328768452,94
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1682.8846153845975,1227.2624999999941,455.6221153846034,53.84615384615385,82.5,-28.653846153846153,-33.210067307692185,107
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,2458.491666674614,1148.4932203131207,1309.9984463614933,50.0,91.52542372881356,-41.525423728813564,-54.625408192428495,72
WnC6Uscb5VMIr43GASKiUCO3AYH2,2537.6909090903673,1088.6854838666416,1449.0054252237258,81.81818181818183,87.09677419354838,-5.278592375366557,-19.768646627603815,74
WqoZv41KTtTCuPKBPyClregrKAi1,1951.3571428571595,1427.3783783783658,523.9787644787937,71.42857142857143,86.48648648648648,-15.057915057915054,-20.297702702702992,89
XehZHBpwr5MYzUXkj0FAYCsFG922,1796.3903225799722,1232.761445782899,563.6288767970732,51.61290322580645,81.92771084337349,-30.31480761756704,-35.951096385537774,115
YEU5ox3jteVINfdSTg5ymqYcS9o2,3592.4285714370862,1493.0316666672627,2099.396904769824,57.14285714285714,95.0,-37.85714285714286,-58.8511119048411,68
Yco8O7tmHlbsUBfKW2ywcZByGO32,2830.066666662693,1439.172580644969,1390.894086017724,100.0,95.16129032258065,4.838709677419345,-9.070231182757896,66
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,2017.8777777883743,1326.7662337755228,691.1115440128515,100.0,88.31168831168831,11.688311688311686,4.777196248183171,87
aM2995jJmJWvr6cneaGH58HauIg2,1385.778571431126,1045.9069444429542,339.8716269881718,57.14285714285714,88.88888888888889,-31.746031746031747,-35.144748015913464,87
afdTz6deeYWf1qKNdUpKAYKN3hz1,3755.2847826079183,3810.5481481482216,-55.26336554030331,45.65217391304348,72.8395061728395,-27.18733225979603,-26.634698604392998,128
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1206.125,1081.8000000005072,124.32499999949277,70.83333333333334,81.91489361702128,-11.081560283687935,-12.324810283682863,119
azdL1gX79EVd9iepyCAVQrqIaQF3,2164.2250000000545,1259.9852941176334,904.239705882421,75.0,88.23529411764706,-13.235294117647058,-22.27769117647127,81
bXpFswkI7TfIfL6G4FqWrbaxTGx2,1294.973333333355,976.5175675675792,318.4557657657757,60.0,87.83783783783784,-27.83783783783784,-31.022395495495594,90
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1668.729032262679,1771.787500006457,-103.05846774377801,70.96774193548387,76.04166666666666,-5.073924731182785,-4.0433400537450055,128
btpcu1rB1JeSTo2upeHGPdv8kYG3,3141.4666666852104,1342.6633333305517,1798.8033333546587,77.77777777777779,90.0,-12.222222222222214,-30.2102555557688,70
c0hRe9PCPPZs3HWFqhIQargNlp52,2203.5769230035635,1371.059154926891,832.5177680766724,61.53846153846154,88.73239436619718,-27.193932827735644,-35.519110508502365,85
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1253.7228571278708,1069.6404761927467,184.0823809351241,42.857142857142854,82.14285714285714,-39.285714285714285,-41.12653809506553,120
cEIs6U87xfbSL5eFTXDK77MmvNf1,2642.9250000715256,1255.1697674074837,1387.7552326640418,62.5,89.53488372093024,-27.03488372093024,-40.91243604757066,103
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,1969.5529411759446,1251.9356435639877,717.6172976119569,82.35294117647058,86.13861386138613,-3.7856726849155535,-10.961845661035124,119
cec6NLR2ZLVVw6h0TEKSNIH11v02,1470.1921568627415,1531.748684210519,-61.556527347777546,49.01960784313725,67.10526315789474,-18.08565531475749,-17.470090041279715,128
d9rwc0NXArcNlJvFsgKhQqkGxJq2,2768.933333337307,1429.7439999993642,1339.1893333379428,66.66666666666666,89.33333333333333,-22.66666666666667,-36.0585600000461,88
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,6414.618181813847,1874.7721311459775,4539.846050667869,63.63636363636363,90.1639344262295,-26.52757078986587,-71.92603129654456,73
e7NIVznoeNMC7bBejXnMVvFNPfx1,4950.2866666793825,1213.4683333367109,3736.8183333426714,40.0,91.66666666666666,-51.66666666666666,-89.03485000009337,76
fEq0OghbLpfD1jigl1Mbz96aMbg2,2091.123809521397,1142.922727272366,948.2010822490311,52.38095238095239,83.33333333333334,-30.952380952380956,-40.434391774871266,88
foaW7wtvY3XLNdguFUK7OvOefP93,2243.933333333297,1204.210447761178,1039.722885572119,88.88888888888889,88.05970149253731,0.8291873963515712,-9.568041459369617,77
g2G9l3no7RbeRA9a1W3JnfegTnh2,2000.0863636298614,1298.1628205012053,701.9235431286561,63.63636363636363,82.05128205128204,-18.41491841491841,-25.43415384620497,101
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,3814.875,1725.0476190476154,2089.8273809523844,75.0,90.47619047619048,-15.476190476190482,-36.374464285714325,72
h5RYP03wJuVN0xo7qAR8CKFxLaj1,2208.3568181734195,1365.913580244706,842.4432379287134,43.18181818181818,77.77777777777779,-34.595959595959606,-43.02039197524674,126
hrRr560eFBNwJ0CcUjCqtSD8TdP2,1643.0928571429104,1076.5333333332092,566.5595238097012,71.42857142857143,87.5,-16.07142857142857,-21.73702380952558,87
i1tBstVkNiVP0qro7TgGD08IGGa2,2730.0727272683926,1828.4279411961052,901.6447860722874,72.72727272727273,88.23529411764706,-15.508021390374324,-24.524469251097198,80
iKVZi0Oo96UrMBhPQMHWFcf55uA3,2388.499999999942,1540.5254237288254,847.9745762711163,62.5,93.22033898305084,-30.720338983050837,-39.200084745762,68
iWsc4pghIEWOQUZKuQJMfe516UI3,2533.700000004335,966.3132352907868,1567.386764713548,81.81818181818183,86.76470588235294,-4.946524064171115,-20.620391711306596,80
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,5554.649999998865,3303.421686742679,2251.2283132561856,42.857142857142854,78.3132530120482,-35.45611015490534,-57.968393287467194,126
idP8RVfm74N86O0dszLXANIpjXv2,2348.311111112436,1412.5000000009313,935.8111111115045,77.77777777777779,90.625,-12.847222222222214,-22.205333333337258,74
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,3483.874999999971,1440.7903225806376,2043.0846774193333,43.75,90.32258064516128,-46.57258064516128,-67.00342741935461,79
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,3448.8499999940395,2200.4135593196092,1248.4364406744303,75.0,96.61016949152543,-21.610169491525426,-34.09453389826973,64
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1305.8125,1273.22318841409,32.58931158591008,75.0,91.30434782608695,-16.304347826086953,-16.630240941946056,78
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,2557.527272744612,1690.2483146324587,867.2789581121535,72.72727272727273,91.01123595505618,-18.283963227783445,-26.95675280890498,101
kI0YdycDU0X5hcoEPjEON3Ionyd2,2904.8333333214123,1480.0000000041975,1424.8333333172147,60.0,88.73239436619718,-28.732394366197184,-42.98072769936933,87
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1870.8785714285416,1193.397101449274,677.4814699792676,64.28571428571429,88.40579710144928,-24.12008281573499,-30.894897515527664,84
kgSRatooJJfDaMZ2yIURqb8aJuE3,1854.25,1271.45,582.8,50.0,96.66666666666667,-46.66666666666667,-52.494666666666674,67
kxerHPSL3bQjD74HhiebYf3blPr1,358.03797468356197,635.9791666666812,-277.9411919831192,27.848101265822784,52.083333333333336,-24.23523206751055,-21.45582014767936,128
lHDkoPQu5reNCO45npeYSS9eLQl1,2259.4800000190735,1269.2452055199506,990.2347944991229,51.42857142857142,76.71232876712328,-25.283757338551858,-35.186105283543085,109
lpzDdvuMkKWkPxu6xeclmdctEp42,2026.0076922820165,1322.2300000122616,703.7776922697549,61.53846153846154,88.57142857142857,-27.03296703296703,-34.070743955664575,84
m69r9GQTk2b51mvxrFLt4fZeJi52,2289.090909090888,1208.0144927536367,1081.0764163372514,81.81818181818183,88.40579710144928,-6.5876152832674535,-17.398379446639968,81
mUZzgdWKnPb2txOkJg9FHgqX5792,2191.5800000047684,1760.2345678953477,431.3454321094207,56.00000000000001,82.71604938271605,-26.716049382716044,-31.02950370381025,107
mg2WZiRBn4NQDKiMK43Y8dBqyG53,1347.0312500000073,1092.2473118279695,254.78393817203778,46.875,83.87096774193549,-36.99596774193549,-39.54380712365587,126
mweMgSlGM2VxThhwnupYxYzUbR23,1346.209090909074,1143.9852941176403,202.22379679143364,54.54545454545454,92.64705882352942,-38.10160427807488,-40.123842245989216,80
mwsliuPsLFhRFjtjQwYkqcCRDvi2,2747.729999923706,1062.7491803403761,1684.98081958333,70.0,90.1639344262295,-20.163934426229503,-37.01374262206281,72
nT1qJOiMyDdJ9ui4el195A8Hsgs1,5826.799999992053,1657.4449275231016,4169.355072468951,66.66666666666666,91.30434782608695,-24.637681159420296,-66.33123188410981,79
ohl9pXqpeSMfepC3w9h0tW5SbJw1,2874.6636363636617,1694.5048387096895,1180.1587976539722,63.63636363636363,88.70967741935483,-25.0733137829912,-36.87490175953092,74
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,2397.86666666662,1079.173913043458,1318.692753623162,53.333333333333336,88.40579710144928,-35.072463768115945,-48.25939130434757,85
pRQimOpZtsekBI2I1kbnD3pycmo1,2804.64615382598,2408.501587294397,396.1445665315832,46.15384615384615,90.47619047619048,-44.32234432234433,-48.28378998766016,77
pcbRW89vVJcviD87V3uxyG4I9st2,2762.45000000007,1341.8575757575843,1420.5924242424855,100.0,93.93939393939394,6.060606060606062,-8.145318181818793,71
q0Atnpm0jZS5swcVmq0EMalQUKw1,2576.8000000000116,1330.8000000000059,1246.0000000000057,60.0,91.66666666666666,-31.666666666666657,-44.126666666666715,71
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,1487.8828125,1533.90317460185,-46.02036210184997,43.75,55.55555555555556,-11.805555555555557,-11.345351934537057,128
qnR5PLX1v3fPi6SwTJMwGcadwyD3,1392.4214285739831,951.2552238809528,441.1662046930303,64.28571428571429,86.56716417910447,-22.281449893390175,-26.693111940320478,82
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,3919.088888888946,1362.7710144927294,2556.317874396216,88.88888888888889,89.85507246376811,-0.9661835748792242,-26.529362318841386,79
rFV2EUbp64f5ORSh7DqwmCQmeqT2,3779.6625000033528,1480.6474358970538,2299.015064106299,56.25,88.46153846153845,-32.21153846153845,-55.20168910260145,95
rNe3cRPepZUXbJhmmfQZiGsVzX22,2162.6851851884967,1419.2261904765453,743.4589947119514,59.25925925925925,80.95238095238095,-21.693121693121697,-29.12771164024121,112
rUuJv5gl7dWVo7UPQWMx4bohxhK2,3117.4866666666853,1748.7383561643696,1368.7483105023157,60.0,87.67123287671232,-27.671232876712324,-41.35871598173548,89
ric6cNjG25XmZJCiKZDOxzeezao1,1135.088000000026,978.8689189188786,156.21908108114746,48.0,85.13513513513513,-37.13513513513513,-38.6973259459466,100
roaf78tUWxWSEjAUcUu8O7mrQbl1,3814.558333337307,1444.4384615347935,2370.1198718025134,66.66666666666666,87.6923076923077,-21.025641025641036,-44.726839743666176,78
sqfXvh6GJLaYAqr3RvHrixP8IOx1,4004.7700000286104,1557.8835820938225,2446.886417934788,60.0,92.53731343283582,-32.537313432835816,-57.00617761218369,78
ssPK6ISW0HerTGke9hznqJ2LpKu1,1600.1461538901697,1253.8521739434505,346.2939799467192,69.23076923076923,86.95652173913044,-17.72575250836121,-21.188692307828404,83
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,3227.148387101389,2092.6135802357285,1134.5348068656604,51.61290322580645,80.24691358024691,-28.634010354440463,-39.97935842309707,113
