participantId,trialIndex,blockIndex,chosenCard,trialIndexInBlock,reactionTimeMs,cardShape,timestamp,cardNumber,correct,cardColor,targetCardPath,stageName,ruleAtThatTime,participant_id,stim_onset_ms,task,block_index,cond,extra,timeout,isNPE,isPE,resp_time_ms,rt_ms,isPR,trial_index
7QYZfcjgZHcVB941oHiLGGPTk7U2,10,0.0,four_red_triangle,10,995.6999999284744,rectangle,2025-06-23T15:28:46.763,2,True,red,assets/images/2redrectangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,11,0.0,one_yellow_circle,11,1368.8000000715256,circle,2025-06-23T15:28:49.146,2,True,yellow,assets/images/2yellowcircle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,12,0.0,one_yellow_circle,11,789.5,circle,2025-06-23T15:28:50.938,2,True,yellow,assets/images/2yellowcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,13,0.0,two_black_rectangle,12,1288.7000000476837,circle,2025-06-23T15:28:53.242,4,False,black,assets/images/4blackcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,14,0.0,three_blue_star,13,1155.6999999284744,triangle,2025-06-23T15:28:55.410,1,False,blue,assets/images/1bluetriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,15,0.0,four_red_triangle,14,4159.100000023842,triangle,2025-06-23T15:29:00.579,4,True,red,assets/images/4redtriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,16,0.0,three_blue_star,15,2129.2999999523163,triangle,2025-06-23T15:29:03.715,3,False,blue,assets/images/3bluetriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,17,0.0,four_red_triangle,16,6330.799999952316,star,2025-06-23T15:29:11.060,4,False,blue,assets/images/4bluestar.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,18,0.0,one_yellow_circle,17,5184.900000095367,circle,2025-06-23T15:29:17.254,1,True,yellow,assets/images/1yellowcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,19,0.0,four_red_triangle,18,1529.7999999523163,triangle,2025-06-23T15:29:19.797,4,True,yellow,assets/images/4yellowtriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,20,0.0,four_red_triangle,19,1289.8999999761581,triangle,2025-06-23T15:29:22.102,1,True,red,assets/images/1redtriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,21,0.0,two_black_rectangle,20,1845.8999999761581,rectangle,2025-06-23T15:29:24.958,4,True,red,assets/images/4redrectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,22,0.0,two_black_rectangle,21,1604.4000000953674,rectangle,2025-06-23T15:29:27.574,4,True,blue,assets/images/4bluerectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,23,0.0,four_red_triangle,22,1182.0,triangle,2025-06-23T15:29:29.758,2,True,red,assets/images/2redtriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,24,0.0,three_blue_star,23,1869.5999999046326,star,2025-06-23T15:29:32.639,4,True,red,assets/images/4redstar.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,25,0.0,one_yellow_circle,24,1624.7000000476837,circle,2025-06-23T15:29:35.271,1,True,red,assets/images/1redcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,26,0.0,three_blue_star,25,2015.6000000238419,star,2025-06-23T15:29:38.296,2,True,black,assets/images/2blackstar.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,27,0.0,two_black_rectangle,26,1668.8999999761581,rectangle,2025-06-23T15:29:40.976,1,True,yellow,assets/images/1yellowrectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,28,0.0,two_black_rectangle,26,1340.1000000238419,rectangle,2025-06-23T15:29:43.321,1,False,yellow,assets/images/1yellowrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,29,0.0,three_blue_star,27,2638.8000000715256,rectangle,2025-06-23T15:29:46.969,1,False,blue,assets/images/1bluerectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,30,0.0,three_blue_star,28,2466.8000000715256,circle,2025-06-23T15:29:50.442,3,True,blue,assets/images/3bluecircle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,31,0.0,two_black_rectangle,29,1700.2000000476837,star,2025-06-23T15:29:53.145,2,True,red,assets/images/2redstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,32,0.0,four_red_triangle,30,2245.0999999046326,circle,2025-06-23T15:29:56.402,4,True,yellow,assets/images/4yellowcircle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,33,0.0,four_red_triangle,31,1165.1000000238419,triangle,2025-06-23T15:29:58.571,4,True,blue,assets/images/4bluetriangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,34,0.0,two_black_rectangle,32,1114.5,triangle,2025-06-23T15:30:00.698,2,True,yellow,assets/images/2yellowtriangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,35,0.0,four_red_triangle,33,1444.8999999761581,rectangle,2025-06-23T15:30:03.147,4,True,yellow,assets/images/4yellowrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,36,0.0,one_yellow_circle,34,1340.0999999046326,triangle,2025-06-23T15:30:05.499,1,True,yellow,assets/images/1yellowtriangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,37,0.0,three_blue_star,35,1024.3000000715256,star,2025-06-23T15:30:07.532,3,True,red,assets/images/3redstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,38,0.0,three_blue_star,36,1264.1000000238419,circle,2025-06-23T15:30:09.804,3,True,black,assets/images/3blackcircle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,39,0.0,one_yellow_circle,37,1155.3999999761581,circle,2025-06-23T15:30:11.971,1,True,blue,assets/images/1bluecircle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,40,0.0,one_yellow_circle,37,923.1000000238419,circle,2025-06-23T15:30:13.908,1,False,blue,assets/images/1bluecircle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,41,0.0,three_blue_star,38,4082.7999999523163,star,2025-06-23T15:30:18.996,2,True,blue,assets/images/2bluestar.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,42,0.0,two_black_rectangle,39,1478.6000000238419,rectangle,2025-06-23T15:30:21.477,1,True,black,assets/images/1blackrectangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,43,0.0,one_yellow_circle,40,2456.0,triangle,2025-06-23T15:30:24.941,3,True,yellow,assets/images/3yellowtriangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,44,0.0,two_black_rectangle,41,1017.8999999761581,circle,2025-06-23T15:30:26.973,2,True,black,assets/images/2blackcircle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,45,0.0,three_blue_star,42,1810.0,rectangle,2025-06-23T15:30:29.798,2,True,blue,assets/images/2bluerectangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,46,0.0,one_yellow_circle,43,2550.3000000715256,star,2025-06-23T15:30:33.350,2,True,yellow,assets/images/2yellowstar.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,47,0.0,two_black_rectangle,44,2812.2000000476837,triangle,2025-06-23T15:30:37.167,4,True,black,assets/images/4blacktriangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,48,0.0,three_blue_star,45,1150.8000000715256,triangle,2025-06-23T15:30:39.329,2,True,blue,assets/images/2bluetriangle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,49,0.0,one_yellow_circle,46,1140.7999999523163,star,2025-06-23T15:30:41.471,1,True,yellow,assets/images/1yellowstar.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,50,0.0,four_red_triangle,47,1247.6000000238419,circle,2025-06-23T15:30:43.729,2,True,red,assets/images/2redcircle.svg,Stage.blockTrials,colour,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,51,0.0,four_red_triangle,47,832.3999999761581,circle,2025-06-23T15:30:45.568,2,False,red,assets/images/2redcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,52,0.0,one_yellow_circle,48,4209.299999952316,circle,2025-06-23T15:30:50.787,3,True,yellow,assets/images/3yellowcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,53,0.0,four_red_triangle,49,1324.7000000476837,triangle,2025-06-23T15:30:53.121,2,True,black,assets/images/2blacktriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,54,0.0,two_black_rectangle,50,1517.0,rectangle,2025-06-23T15:30:55.649,3,True,red,assets/images/3redrectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,55,0.0,three_blue_star,51,1184.4000000953674,star,2025-06-23T15:30:57.841,3,True,blue,assets/images/3bluestar.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,56,0.0,one_yellow_circle,52,1227.3999999761581,circle,2025-06-23T15:31:00.081,1,True,black,assets/images/1blackcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,57,0.0,two_black_rectangle,53,1660.6000000238419,rectangle,2025-06-23T15:31:02.746,3,True,blue,assets/images/3bluerectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,58,0.0,three_blue_star,54,1345.3999999761581,star,2025-06-23T15:31:05.098,1,True,red,assets/images/1redstar.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,59,0.0,one_yellow_circle,55,1368.9000000953674,circle,2025-06-23T15:31:07.482,4,True,red,assets/images/4redcircle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,60,0.0,four_red_triangle,56,2492.600000023842,triangle,2025-06-23T15:31:10.987,3,True,black,assets/images/3blacktriangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,61,0.0,two_black_rectangle,57,879.1999999284744,rectangle,2025-06-23T15:31:12.875,2,True,black,assets/images/2blackrectangle.svg,Stage.blockTrials,shape,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,62,0.0,two_black_rectangle,57,670.6000000238419,rectangle,2025-06-23T15:31:14.547,2,True,black,assets/images/2blackrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,63,0.0,three_blue_star,58,1902.2000000476837,star,2025-06-23T15:31:17.454,1,False,blue,assets/images/1bluestar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,64,0.0,three_blue_star,59,5873.899999976158,star,2025-06-23T15:31:24.340,3,True,black,assets/images/3blackstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,65,0.0,three_blue_star,60,2319.3000000715256,rectangle,2025-06-23T15:31:27.670,3,True,black,assets/images/3blackrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,66,0.0,three_blue_star,61,1037.2999999523163,star,2025-06-23T15:31:29.717,3,True,yellow,assets/images/3yellowstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,67,0.0,three_blue_star,62,1519.6000000238419,circle,2025-06-23T15:31:32.245,3,True,red,assets/images/3redcircle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,68,0.0,four_red_triangle,63,1218.0,rectangle,2025-06-23T15:31:34.470,4,True,black,assets/images/4blackrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,69,1.0,four_red_triangle,0,823.6000000238419,star,2025-06-23T15:31:36.303,4,True,black,assets/images/4blackstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,70,1.0,one_yellow_circle,1,1206.0,star,2025-06-23T15:31:38.511,1,True,black,assets/images/1blackstar.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,71,1.0,three_blue_star,2,968.2000000476837,rectangle,2025-06-23T15:31:40.486,3,True,yellow,assets/images/3yellowrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,72,1.0,two_black_rectangle,3,798.6999999284744,rectangle,2025-06-23T15:31:42.294,2,True,yellow,assets/images/2yellowrectangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,73,1.0,three_blue_star,4,959.5,triangle,2025-06-23T15:31:44.263,3,True,red,assets/images/3redtriangle.svg,Stage.blockTrials,number,,,,,,,,,,,,,
GE4hogtdLdTFbNasENgtm6SO3hC3,0,,three_blue_star,0,4692.5999999940395,star,2025-09-01T21:14:41.903,3,False,yellow,assets/images/3yellowstar.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1913303.599999994,wcst,0.0,colour,"{'trialIndexInBlock': 0, 'chosenCard': 'three_blue_star', 'cardShape': 'star', 'isPE': False, 'cardNumber': 3, 'cardColor': 'yellow', 'targetCardPath': 'assets/images/3yellowstar.svg', 'isPR': False, 'isNPE': True, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,True,False,1917996.199999988,4692.5999999940395,False,0.0
GE4hogtdLdTFbNasENgtm6SO3hC3,1,,three_blue_star,1,3870.0999999940395,rectangle,2025-09-01T21:14:46.803,3,False,black,assets/images/3blackrectangle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1919025.599999994,wcst,0.0,colour,"{'trialIndexInBlock': 1, 'chosenCard': 'three_blue_star', 'cardShape': 'rectangle', 'isPE': False, 'cardNumber': 3, 'cardColor': 'black', 'targetCardPath': 'assets/images/3blackrectangle.svg', 'isPR': False, 'isNPE': True, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,True,False,1922895.699999988,3870.0999999940395,False,1.0
GE4hogtdLdTFbNasENgtm6SO3hC3,2,,four_red_triangle,2,3984.5,star,2025-09-01T21:14:51.817,1,True,red,assets/images/1redstar.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1923925.0,wcst,0.0,colour,"{'trialIndexInBlock': 2, 'chosenCard': 'four_red_triangle', 'cardShape': 'star', 'isPE': False, 'cardNumber': 1, 'cardColor': 'red', 'targetCardPath': 'assets/images/1redstar.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1927909.5,3984.5,False,2.0
GE4hogtdLdTFbNasENgtm6SO3hC3,3,,two_black_rectangle,3,1972.7999999821186,rectangle,2025-09-01T21:14:54.817,2,True,black,assets/images/2blackrectangle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1928937.599999994,wcst,0.0,colour,"{'trialIndexInBlock': 3, 'chosenCard': 'two_black_rectangle', 'cardShape': 'rectangle', 'isPE': False, 'cardNumber': 2, 'cardColor': 'black', 'targetCardPath': 'assets/images/2blackrectangle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1930910.3999999762,1972.7999999821186,False,3.0
GE4hogtdLdTFbNasENgtm6SO3hC3,4,,one_yellow_circle,4,1658.199999988079,circle,2025-09-01T21:14:57.501,4,True,yellow,assets/images/4yellowcircle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1931935.5,wcst,0.0,colour,"{'trialIndexInBlock': 4, 'chosenCard': 'one_yellow_circle', 'cardShape': 'circle', 'isPE': False, 'cardNumber': 4, 'cardColor': 'yellow', 'targetCardPath': 'assets/images/4yellowcircle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1933593.699999988,1658.199999988079,False,4.0
GE4hogtdLdTFbNasENgtm6SO3hC3,5,,three_blue_star,5,1715.199999988079,star,2025-09-01T21:15:00.262,2,True,blue,assets/images/2bluestar.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1934640.0,wcst,0.0,colour,"{'trialIndexInBlock': 5, 'chosenCard': 'three_blue_star', 'cardShape': 'star', 'isPE': False, 'cardNumber': 2, 'cardColor': 'blue', 'targetCardPath': 'assets/images/2bluestar.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1936355.199999988,1715.199999988079,False,5.0
GE4hogtdLdTFbNasENgtm6SO3hC3,6,,one_yellow_circle,6,1266.0,rectangle,2025-09-01T21:15:02.550,1,True,yellow,assets/images/1yellowrectangle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1937376.7999999821,wcst,0.0,colour,"{'trialIndexInBlock': 6, 'chosenCard': 'one_yellow_circle', 'cardShape': 'rectangle', 'isPE': False, 'cardNumber': 1, 'cardColor': 'yellow', 'targetCardPath': 'assets/images/1yellowrectangle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1938642.7999999821,1266.0,False,6.0
GE4hogtdLdTFbNasENgtm6SO3hC3,7,,three_blue_star,7,1727.5999999940395,triangle,2025-09-01T21:15:05.301,4,True,blue,assets/images/4bluetriangle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1939666.2999999821,wcst,0.0,colour,"{'trialIndexInBlock': 7, 'chosenCard': 'three_blue_star', 'cardShape': 'triangle', 'isPE': False, 'cardNumber': 4, 'cardColor': 'blue', 'targetCardPath': 'assets/images/4bluetriangle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1941393.8999999762,1727.5999999940395,False,7.0
GE4hogtdLdTFbNasENgtm6SO3hC3,8,,one_yellow_circle,8,1819.800000011921,star,2025-09-01T21:15:08.154,4,True,yellow,assets/images/4yellowstar.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1942427.199999988,wcst,0.0,colour,"{'trialIndexInBlock': 8, 'chosenCard': 'one_yellow_circle', 'cardShape': 'star', 'isPE': False, 'cardNumber': 4, 'cardColor': 'yellow', 'targetCardPath': 'assets/images/4yellowstar.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1944247.0,1819.800000011921,False,8.0
GE4hogtdLdTFbNasENgtm6SO3hC3,9,,four_red_triangle,9,1512.5,circle,2025-09-01T21:15:10.698,2,True,red,assets/images/2redcircle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1945278.3999999762,wcst,0.0,colour,"{'trialIndexInBlock': 9, 'chosenCard': 'four_red_triangle', 'cardShape': 'circle', 'isPE': False, 'cardNumber': 2, 'cardColor': 'red', 'targetCardPath': 'assets/images/2redcircle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1946790.8999999762,1512.5,False,9.0
GE4hogtdLdTFbNasENgtm6SO3hC3,10,,two_black_rectangle,10,1824.5999999940395,circle,2025-09-01T21:15:13.546,2,True,black,assets/images/2blackcircle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1947814.699999988,wcst,0.0,colour,"{'trialIndexInBlock': 10, 'chosenCard': 'two_black_rectangle', 'cardShape': 'circle', 'isPE': False, 'cardNumber': 2, 'cardColor': 'black', 'targetCardPath': 'assets/images/2blackcircle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1949639.2999999821,1824.5999999940395,False,10.0
GE4hogtdLdTFbNasENgtm6SO3hC3,11,,four_red_triangle,11,1885.300000011921,circle,2025-09-01T21:15:16.458,4,True,red,assets/images/4redcircle.svg,WcstStage.blockTrials,colour,GE4hogtdLdTFbNasENgtm6SO3hC3,1950665.8999999762,wcst,0.0,colour,"{'trialIndexInBlock': 11, 'chosenCard': 'four_red_triangle', 'cardShape': 'circle', 'isPE': False, 'cardNumber': 4, 'cardColor': 'red', 'targetCardPath': 'assets/images/4redcircle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'colour'}",False,False,False,1952551.199999988,1885.300000011921,False,11.0
GE4hogtdLdTFbNasENgtm6SO3hC3,12,,three_blue_star,12,2081.2999999821186,circle,2025-09-01T21:15:19.568,3,False,blue,assets/images/3bluecircle.svg,WcstStage.blockTrials,shape,GE4hogtdLdTFbNasENgtm6SO3hC3,1953580.099999994,wcst,0.0,shape,"{'trialIndexInBlock': 12, 'chosenCard': 'three_blue_star', 'cardShape': 'circle', 'isPE': True, 'cardNumber': 3, 'cardColor': 'blue', 'targetCardPath': 'assets/images/3bluecircle.svg', 'isPR': True, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'shape'}",False,False,True,1955661.3999999762,2081.2999999821186,True,12.0
GE4hogtdLdTFbNasENgtm6SO3hC3,13,,two_black_rectangle,13,1804.9000000059605,rectangle,2025-09-01T21:15:22.403,4,True,yellow,assets/images/4yellowrectangle.svg,WcstStage.blockTrials,shape,GE4hogtdLdTFbNasENgtm6SO3hC3,1956691.699999988,wcst,0.0,shape,"{'trialIndexInBlock': 13, 'chosenCard': 'two_black_rectangle', 'cardShape': 'rectangle', 'isPE': False, 'cardNumber': 4, 'cardColor': 'yellow', 'targetCardPath': 'assets/images/4yellowrectangle.svg', 'isPR': False, 'isNPE': False, 'stageName': 'WcstStage.blockTrials', 'ruleAtThatTime': 'shape'}",False,False,False,1958496.599999994,1804.9000000059605,False,13.0
