outcome,outcome_label,parameter,coefficient,std_error,t_value,p_value,ci_lower,ci_upper,n_obs,r_squared,r_squared_adj
prp_engaged_mean,PRP Engaged Mean RT,z_dass_depression,-15.590066986907715,21.587017898341585,-0.7221964173247578,0.4713448947444814,-58.258428310148155,27.078294336332725,152,0.06176066965377924,0.016151813317504593
prp_engaged_mean,PRP Engaged Mean RT,z_dass_anxiety,-24.872464644665904,21.110387603804075,-1.1782097568016185,0.2406563659508065,-66.59873041210976,16.853801122777952,152,0.06176066965377924,0.016151813317504593
prp_engaged_mean,PRP Engaged Mean RT,z_dass_stress,31.241891059386695,21.362785795649415,1.4624446155215012,0.14579848479979338,-10.98325868071634,73.46704079948972,152,0.06176066965377924,0.016151813317504593
prp_engaged_mean,PRP Engaged Mean RT,z_age,-8.153659746867149,14.379577768869698,-0.5670305399730846,0.5715762702320666,-36.57597462181353,20.268655128079235,152,0.06176066965377924,0.016151813317504593
prp_lapse_mean,PRP Lapse Mean RT,C(gender_male)[T.1.0],-145.95390647583042,48.03352001304385,-3.038584439287306,0.002823410429196858,-240.89576445710856,-51.01204849455229,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_ucla,6.44176358337549,35.473249317069204,0.18159496824768767,0.8561559632239671,-63.673776520307925,76.5573036870589,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_ucla:C(gender_male)[T.1.0],18.470977971314365,46.96172980404149,0.39331979568020015,0.6946650127052414,-74.35240620706126,111.29436214969,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_dass_depression,-32.883598949812495,35.142337749969016,-0.9357259947751053,0.3509808590783524,-102.34506750097474,36.57786960134975,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_dass_anxiety,-41.27062474079868,34.36641293852059,-1.2008999837902579,0.23176162683139598,-109.19841965670201,26.657170175104653,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_dass_stress,41.372075422619375,34.777301674847244,1.189628678194485,0.23615014106869356,-27.367871924332917,110.11202276957167,152,0.08271383931011378,0.038123539832133124
prp_lapse_mean,PRP Lapse Mean RT,z_age,-4.931961156886828,23.409068405617372,-0.21068592185852758,0.8334302012391657,-51.201742081470606,41.33781976769695,152,0.08271383931011378,0.038123539832133124
stroop_lapse_prob,Stroop Lapse Probability,C(gender_male)[T.1.0],-0.032063924641264424,0.022770449661919472,-1.4081375254915165,0.1611874702113151,-0.07706112240764659,0.012933273125117745,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_ucla,0.0396540808055582,0.01683289949769553,2.3557486819776328,0.019796873495835563,0.0063902094755973055,0.07291795213551909,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_ucla:C(gender_male)[T.1.0],0.0011965046600250226,0.022413000887492717,0.053384402473865805,0.9574976236583551,-0.04309433054290148,0.045487339862951524,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_dass_depression,-0.04298283403621707,0.016793406733286657,-2.5595065205572407,0.011485006327768724,-0.07616866282609501,-0.009797005246339127,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_dass_anxiety,0.007283633473210909,0.016235101893394728,0.4486349097799173,0.654351207164658,-0.024798916564268966,0.03936618351069078,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_dass_stress,-0.0021754295857175504,0.016635274894011915,-0.13077208519713882,0.8961331925304756,-0.0350487704910498,0.030697911319614697,156,0.07915967864647366,0.035606420204077116
stroop_lapse_prob,Stroop Lapse Probability,z_age,0.016849906742523298,0.011186541048472692,1.5062660271401613,0.134130289566826,-0.005256068648980941,0.038955882134027536,156,0.07915967864647366,0.035606420204077116
stroop_state_separation,Stroop State Separation,C(gender_male)[T.1.0],69.7343658102751,48.598254114449055,1.434915041310958,0.15342112986353432,-26.301737295139887,165.77046891569006,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_ucla,-22.98604977784217,35.925927657022406,-0.6398178495844382,0.5232802212350411,-93.98008352445132,48.00798396876698,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_ucla:C(gender_male)[T.1.0],-13.381857227209437,47.83536244430602,-0.2797482143631655,0.7800612762482697,-107.91039294307213,81.14667848865325,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_dass_depression,37.5597219357157,35.841639492804276,1.047935375368539,0.29637671495481077,-33.26774807363746,108.38719194506886,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_dass_anxiety,-6.205585744966381,34.650067043193395,-0.17909303717163794,0.8581095919954678,-74.67836263388543,62.26719114395266,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_dass_stress,-0.05160008072925848,35.504143684739006,-0.0014533537602665263,0.9988423490134404,-70.2121370322678,70.10893687080929,156,0.02546713413865831,-0.02062563654397276
stroop_state_separation,Stroop State Separation,z_age,-21.33921993293466,23.87508251295393,-0.8937862276017943,0.37288739549324124,-68.51930752341923,25.840867657549914,156,0.02546713413865831,-0.02062563654397276
stroop_engaged_mean,Stroop Engaged Mean RT,C(gender_male)[T.1.0],-55.36415025746827,26.5395220725532,-2.0861020068905116,0.03868521906541709,-107.8094967945236,-2.9188037204129387,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_ucla,-9.010477016664112,19.619160552251554,-0.4592692430782948,0.6467146780041821,-47.78034148958419,29.759387456255965,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_ucla:C(gender_male)[T.1.0],19.17777166356744,26.12290668816003,0.734136208213751,0.46402720180057766,-32.44429184120733,70.79983516834221,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_dass_depression,7.32850516277982,19.573130758887906,0.3744166047351439,0.708630304671362,-31.35039880009844,46.00740912565808,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_dass_anxiety,-42.260388637475614,18.9224126640975,-2.233350967852979,0.02702599657766276,-79.65339393624382,-4.8673833387074055,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_dass_stress,4.0849759592832555,19.388824190457512,0.21068714219884127,0.8334212080642711,-34.229715648000855,42.399667566567366,156,0.07761093230608829,0.03398442234759236
stroop_engaged_mean,Stroop Engaged Mean RT,z_age,6.217626418967525,13.038190175399329,0.47687802795659817,0.6341523535859797,-19.547434462517472,31.98268730045252,156,0.07761093230608829,0.03398442234759236
stroop_lapse_mean,Stroop Lapse Mean RT,C(gender_male)[T.1.0],14.370215552806844,57.03710649300583,0.2519450308119854,0.8014330793210129,-98.34209355807242,127.0825246636861,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_ucla,-31.99652679450631,42.164291680272036,-0.758853653635001,0.44914695671326166,-115.31833201074502,51.325278421732406,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_ucla:C(gender_male)[T.1.0],5.795914436357975,56.14174236469575,0.10323716707450616,0.9179144987893673,-105.14704548060217,116.73887435331812,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_dass_depression,44.88822709849555,42.06536728296164,1.0671065058470866,0.28766133003193894,-38.23809139105194,128.01454558804303,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_dass_anxiety,-48.46597438244197,40.66688402587728,-1.1917798853632835,0.23525512054659828,-128.82871865073736,31.896769885853416,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_dass_stress,4.03337587855394,41.6692669559781,0.09679498040642373,0.9230201629501462,-78.31019984511774,86.37695160222562,156,0.021544833942558128,-0.02473345093853707
stroop_lapse_mean,Stroop Lapse Mean RT,z_age,-15.12159351396711,28.020875412801697,-0.5396545715005968,0.5902462801823218,-70.49427570766197,40.251088679727744,156,0.021544833942558128,-0.02473345093853707
wcst_lapse_prob,WCST Lapse Probability,C(gender_male)[T.1.0],-0.043222580651271846,0.019057753630498973,-2.2679787707036376,0.02486113164019221,-0.08090078335449713,-0.005544377948046568,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_ucla,0.000361111443977157,0.013870288598225377,0.026034890436480114,0.9792665828077871,-0.0270611942216716,0.027783417109625917,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_ucla:C(gender_male)[T.1.0],0.028866017685595147,0.018667831764317713,1.546297290977872,0.12429031177152144,-0.008041288541726182,0.06577332391291647,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_dass_depression,-0.0042272429263607945,0.013853680940324185,-0.30513499946837047,0.7607165137357371,-0.03161671436018144,0.023162228507459845,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_dass_anxiety,0.027686957633190592,0.013765451032187022,2.01133675667086,0.04620941507453071,0.00047192146743632243,0.054901993798944865,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_dass_stress,-0.028854743877297095,0.013981763456999783,-2.063741384700036,0.04088898000965775,-0.05649744132713251,-0.001212046427461675,148,0.09150327070541608,0.046078434240686805
wcst_lapse_prob,WCST Lapse Probability,z_age,-0.0029583009111044424,0.009206745205706553,-0.3213188640509807,0.7484479628614666,-0.021160530765855515,0.01524392894364663,148,0.09150327070541608,0.046078434240686805
wcst_state_separation,WCST State Separation,C(gender_male)[T.1.0],223.91021375807833,94.36154630228971,2.3728968264336836,0.01900840417150379,37.35236764983466,410.468059866322,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_ucla,35.440077048292466,68.67660822800222,0.5160429142137237,0.6066385001782406,-100.33726670137105,171.21742079795598,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_ucla:C(gender_male)[T.1.0],-114.37491096424789,92.43090794147808,-1.237409796262777,0.2180063803252512,-297.1157813199627,68.36595939146694,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_dass_depression,11.00711160908039,68.59437795520091,0.16046667288489955,0.8727447793725772,-124.60765847387398,146.62188169203478,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_dass_anxiety,-134.0657469925937,68.15752108721162,-1.966998577032292,0.05116054783365086,-268.81682757973806,0.6853335945507126,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_dass_stress,126.83446593753888,69.22855890654118,1.832111890538786,0.06905990186967334,-10.034113954189763,263.7030458292675,148,0.07674195398596462,0.03057905168526276
wcst_state_separation,WCST State Separation,z_age,-4.22704021409718,45.585787856515424,-0.09272715056284857,0.9262528881091925,-94.35259165869539,85.89851123050104,148,0.07674195398596462,0.03057905168526276
wcst_engaged_mean,WCST Engaged Mean RT,C(gender_male)[T.1.0],-99.20048812186204,41.2453138922813,-2.405133547557424,0.017473173696051923,-180.7446893704559,-17.656286873268172,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_ucla,1.0377491532839436,30.01845957830014,0.0345703666298092,0.9724715719944467,-58.31035801395903,60.385856320526926,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_ucla:C(gender_male)[T.1.0],22.49486395731114,40.40143427897931,0.5567837963865337,0.5785641233162959,-57.3809419628728,102.37066987749508,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_dass_depression,9.960606198528534,29.982516828885323,0.33221381164814123,0.7402246865914202,-49.31644022228967,69.23765261934675,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_dass_anxiety,-27.80365064853342,29.791567238164376,-0.9332725071581887,0.352286076557067,-86.7031794707524,31.095878173685563,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_dass_stress,-27.82134110965376,30.25971652969078,-0.9194184315096113,0.3594581704858232,-87.64642623003343,32.00374401072592,148,0.07016036864780961,0.023668387080200026
wcst_engaged_mean,WCST Engaged Mean RT,z_age,5.181843603786007,19.925490868342205,0.26006102625150207,0.7951987777637364,-34.211922233190315,44.57560944076233,148,0.07016036864780961,0.023668387080200026
wcst_lapse_mean,WCST Lapse Mean RT,C(gender_male)[T.1.0],124.70972563621629,110.09664593984752,1.132729562936484,0.25926405643434147,-92.95725773942038,342.376709011853,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_ucla,36.4778262015764,80.12865957289328,0.45524068911189525,0.6496413049560721,-121.94083825705107,194.89649066020385,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_ucla:C(gender_male)[T.1.0],-91.88004700693672,107.84406725310967,-0.8519712706244151,0.3956850780679948,-305.0935613111689,121.33346729729546,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_dass_depression,20.967717807608807,80.03271713039516,0.261989328357385,0.7937147488630462,-137.26126328820604,179.19669890342365,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_dass_anxiety,-161.8693976411272,79.52301293619585,-2.0355038329722337,0.04368673442493152,-319.0906661638825,-4.648129118371912,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_dass_stress,99.01312482788518,80.7726498508471,1.2258248925932294,0.2223225967233641,-60.678743005185055,258.70499266095544,148,0.04185417554182824,-0.006053115681080357
wcst_lapse_mean,WCST Lapse Mean RT,z_age,0.9548033896888342,53.187368607226766,0.017951694447224477,0.9857029479750556,-104.19948155327282,106.10908833265049,148,0.04185417554182824,-0.006053115681080357
