outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Post-Switch Error Rate,175,0.028300025148149444,0.07197469559939251,0.07201116760668946,0.07268549150886594,0.04367467045124307,0.05044768436374481,3.647200729695044e-05,0.9344019355403533,0.0006743239021764769,0.7497408992365484
WCST Reaction Time Coefficient of Variation,175,0.02095705207737497,0.03025905574592369,0.030294399950929196,0.030786784155190428,0.00930200366854872,0.6552874652681298,3.534420500550528e-05,0.935877763349616,0.0004923842042612314,0.7692279543703734
WCST Valid Trial Count,175,0.009279885565367407,0.031091758627013744,0.04704379872128173,0.04709601245435002,0.021811873061646336,0.2869968755105794,0.015952040094267983,0.0932688482697358,5.221373306829591e-05,0.9246117173322285
PRP T2 Mean RT (Short SOA),185,0.10389988177597731,0.1129308894049359,0.12015021412266502,0.12558804754230501,0.009031007628958587,0.6109857758272434,0.007219324717729125,0.24375840683000982,0.0054378334196399924,0.3749419540345279
PRP T2 Mean RT (Long SOA),185,0.023451536903299597,0.040382294644864425,0.04051715984498483,0.04087955012343225,0.016930757741564828,0.3706404858327466,0.00013486520012040426,0.8675310199611728,0.000362390278447422,0.8452298925419546
PRP T2 RT SD (Short SOA),185,0.017799224904993305,0.024783064730160675,0.024792692771788638,0.026011566524977825,0.0069838398251673706,0.7336816951431524,9.628041627962602e-06,0.9679088333115353,0.001218873753189187,0.6780393572357439
PRP T2 RT SD (Long SOA),185,0.019848581071954974,0.025524416596346078,0.028932397783021813,0.02895011201343478,0.005675835524391104,0.7909800974470592,0.003407981186675735,0.3807531828289219,1.771423041296849e-05,0.9572958875703791
PRP T2 Coefficient of Variation (All),181,0.004470544996334924,0.038531041156871004,0.04141984788273867,0.04204075000375995,0.03406049616053608,0.10640313262667139,0.0028888067258676653,0.4867273513630751,0.0006209021210212828,0.7715917748979868
PRP T2 CV (Short SOA),181,0.012948123122860755,0.028951334734679146,0.034853555446598516,0.03938698798648366,0.01600321161181839,0.41231603834837294,0.00590222071191937,0.35615978207659316,0.0045334325398851405,0.42217873345897683
PRP T2 CV (Long SOA),181,0.03766563436908443,0.04051423606731075,0.041007524058074174,0.04332258475309614,0.0028486016982263163,0.9144176288626884,0.0004932879907634247,0.7651709634509951,0.0023150606950219643,0.5585861923509987
PRP Error Cascade Rate,138,0.0015361058330827237,0.0029689582450257435,0.0035976347179389467,0.0036524052019123454,0.0014328524119430197,0.979143091684363,0.0006286764729132033,0.7157636547425563,5.4770483973398676e-05,0.9160493427180856
PRP Cascade Inflation,123,0.009694757681007027,0.01591718441197576,0.016639982180027935,0.0197065561612364,0.006222426730968733,0.8636132144830277,0.0007227977680521747,0.49907714206607345,0.0030665739812084647,0.49022527540041994
PRP Post-Error Slowing (ms),149,0.04122928727273778,0.062443530716550844,0.06289498460721732,0.08007002615272807,0.021214243443813063,0.3602583685320514,0.00045145389066647557,0.789629815824571,0.01717504154551075,0.10706263507407313
PRP Valid T2 Trial Count,181,0.017612503590379136,0.058339889849133963,0.06584652341134634,0.06968815595687516,0.04072738625875483,0.05936348112392088,0.0075066335622123725,0.1977575673908715,0.003841632545528828,0.36434308460856235
Stroop Mean RT (Incongruent),185,0.036133711481011965,0.04984784970685796,0.05662521381254304,0.059354528127013584,0.013714138225845995,0.46236808120783857,0.00677736410568508,0.2980158317975732,0.0027293143144705434,0.48963791283357627
Stroop Mean RT (Congruent),185,0.028094287593033784,0.04642153873984556,0.04870773001637252,0.05144832516083786,0.018327251146811774,0.33167154550253486,0.002286191276526961,0.5384246904139216,0.002740595144465341,0.5291108862559625
Stroop Mean RT (Neutral),185,0.0252124131303908,0.04836500818173184,0.05021606993109995,0.05034323711900213,0.02315259505134104,0.22941892517111975,0.0018510617493681103,0.5675828928290073,0.0001271671879021774,0.888971402239189
Stroop Accuracy (Incongruent),185,0.008646085855798402,0.018854740337952647,0.019352745852702413,0.020914486128014942,0.010208654482154245,0.6023951348715606,0.0004980055147497664,0.7766100504336906,0.0015617402753125287,0.5908337727262694
Stroop Accuracy (Congruent),185,0.0393187833038704,0.06575523101804392,0.06583699350305605,0.07732547856835381,0.026436447714173528,0.17115881080001358,8.17624850121268e-05,0.9012383215058294,0.01148848506529776,0.16665920060360648
Stroop Accuracy (Neutral),185,0.011431327292536153,0.02950313492437362,0.030039313602786,0.031683882301488,0.018071807631837467,0.34601358444681696,0.0005361786784123801,0.7687927461624331,0.001644568698701998,0.49081729724387624
Stroop Effect (RT Difference),56,0.07220647794047996,0.08644844898080384,0.08645252881860133,0.08649741990614046,0.014241971040323875,0.85397469669047,4.079837797488217e-06,0.990002467411467,4.4891087539133956e-05,0.9645093519418262
Stroop Post-Error Slowing (ms),102,0.0007523801672589814,0.007859854148079215,0.024119413760119945,0.029422057975027505,0.007107473980820234,0.8758297269976983,0.01625955961204073,0.3335478595963721,0.005302644214907559,0.47680704625737214
Stroop Post-Error RT (ms),102,0.013847514346022494,0.021284920172278565,0.040121341672518684,0.043553471996397475,0.007437405826256072,0.8660012041659921,0.01883642150024012,0.27309047707870154,0.0034321303238787904,0.58091496323387
Stroop Post-Correct RT (ms),175,0.029238450145782746,0.04352433510355824,0.04413869228249179,0.047052740582266606,0.014285884957775496,0.4729645981024442,0.0006143571789335445,0.7582377104038678,0.0029140482997748185,0.5113577584931188
Stroop Incongruent RT Slope,175,0.012539687336544425,0.021612704911702196,0.059026398298962945,0.06820346494117491,0.009073017575157771,0.6674451791744042,0.03741369338726075,0.013393494203917515,0.009177066642211962,0.2392154990936306
Stroop RT Coefficient of Variation (All),175,0.05582956898993707,0.05974381397969741,0.0622550717863235,0.07637742639205447,0.00391424498976034,0.8722272732475388,0.0025112578066260882,0.5041653995619828,0.014122354605730969,0.16425978711518877
Stroop RT CV (Incongruent),175,0.041007551734528525,0.045470861331525225,0.04591206831092831,0.06568474285806691,0.004463309596996701,0.8516863489335016,0.00044120697940308595,0.7882480189073935,0.019772674547138602,0.12861813364924815
Stroop RT CV (Congruent),175,0.038092560087755745,0.044835502250181625,0.05427801679658195,0.05574999453264273,0.00674294216242588,0.7548364758878402,0.009442514546400327,0.26686109916422346,0.001471977736060781,0.6324894809046877
Stroop Valid Trial Count,175,0.00024101983808644256,0.015056502610446554,0.023838278014251202,0.023972305267425664,0.014815482772360111,0.46978644125858104,0.008781775403804648,0.30992947931133724,0.0001340272531744624,0.8458592375101727
