outcome,effect_type,effect_label,analysis_type,effect_metric,effect_value,se,ci_lower,ci_upper,p_value,n,r2,dass_controlled,source,interpretation,significant,effect_formatted,ci_formatted,p_formatted
Stroop Interference (ms),Cohen's d (Female),Stroop Interference (ms): High vs Low UCLA (Female only),Group Comparison (Female Median Split),Cohen's d,0.06713392743223101,,-0.3935075467597306,0.40455761446543065,0.740598668644799,98,,False,computed_group_female,negligible,,0.067,"[-0.39, 0.40]",= 0.741
Stroop Interference (ms),Cohen's d (High vs Low UCLA),Stroop Interference (ms): High vs Low UCLA (median split),Group Comparison (Median Split),Cohen's d,0.0867728708387664,,-0.3080219841497213,0.32133046641210544,0.583946877896685,160,,False,computed_group_comparison,negligible,,0.087,"[-0.31, 0.32]",= 0.584
Stroop Interference (ms),Cohen's d (Male),Stroop Interference (ms): High vs Low UCLA (Male only),Group Comparison (Male Median Split),Cohen's d,0.05620012302752864,,-0.49096765560531247,0.5132742199652579,0.8300990916118531,59,,False,computed_group_male,negligible,,0.056,"[-0.49, 0.51]",= 0.830
Stroop Interference (ms),Correlation r,Stroop Interference (ms): UCLA Correlation (Full Sample),Pearson Correlation,r,0.006988878595946222,,-0.14241959955355804,0.15423170117154292,0.9301063583968354,160,4.884442402887523e-05,False,computed_correlation,negligible,,0.007,"[-0.14, 0.15]",= 0.930
Stroop Interference (ms),Female UCLA β,Stroop Interference (ms): Female UCLA Effect,Gender-Stratified Regression,β (unstandardized),2.2746528568008486,14.693458310117848,-26.89955306002779,31.44885877362949,0.8773052469138887,100,0.0159276162342176,True,synthesis_analysis,large,,2.275,"[-26.90, 31.45]",= 0.877
Stroop Interference (ms),Male UCLA β,Stroop Interference (ms): Male UCLA Effect,Gender-Stratified Regression,β (unstandardized),33.129642657728866,19.30263539154394,-5.603928979983444,71.86321429544117,0.0920545543731677,58,0.1620359688005687,True,synthesis_analysis,large,,33.130,"[-5.60, 71.86]",= 0.092
WCST Accuracy,Female Correlation,WCST Accuracy: Female r(UCLA),Pearson Correlation (Unadjusted),r,0.1065057097315615,,-0.0971220688616142,0.3015752584340421,0.3042923402805054,95,0.0113434662054236,False,synthesis_analysis,negligible,,0.107,"[-0.10, 0.30]",= 0.304
WCST Accuracy,Female Simple Slope,WCST Accuracy: Female UCLA Effect,Stratified Regression (DASS-controlled),β (standardized),1.4011479241429647,1.5172544384858222,-1.6136043268597264,4.415900175145656,0.3582561703547391,95,0.015971515314889,True,synthesis_analysis,large,,1.401,"[-1.61, 4.42]",= 0.358
WCST Accuracy,Interaction,WCST Accuracy: UCLA × Gender,Hierarchical Regression (DASS-controlled),β (standardized),-1.2901625068390503,1.7419901683852943,-4.733747822481211,2.15342280880311,0.460143382716924,150,0.0365798912075258,True,synthesis_analysis,large,,-1.290,"[-4.73, 2.15]",= 0.460
WCST Accuracy,Interaction ΔR²,WCST Accuracy: UCLA × Gender ΔR²,Hierarchical Model Comparison,ΔR²,0.0037215580434368,,,,0.4601433827169144,150,0.036579891207526,True,master_dass_controlled,negligible,,0.004,,= 0.460
WCST Accuracy,Interaction β,WCST Accuracy: UCLA × Gender β,Hierarchical Regression Model 3,β (unstandardized),-1.2901625068390596,,,,0.3638007381796387,150,0.036579891207526,True,master_dass_controlled,large,,-1.290,,= 0.364
WCST Accuracy,Male Correlation,WCST Accuracy: Male r(UCLA),Pearson Correlation (Unadjusted),r,-0.0101026712308372,,-0.2746636928826843,0.2558803198788792,0.9416435145066036,55,0.0001020639659983,False,synthesis_analysis,negligible,,-0.010,"[-0.27, 0.26]",= 0.942
WCST Accuracy,Male Simple Slope,WCST Accuracy: Male UCLA Effect,Stratified Regression (DASS-controlled),β (standardized),-1.47785331042903,1.7069802866294554,-4.908158624707355,1.9524520038492956,0.3908353440324663,55,0.033762728900099,True,synthesis_analysis,large,,-1.478,"[-4.91, 1.95]",= 0.391
WCST Accuracy (%),Cohen's d (Female),WCST Accuracy (%): High vs Low UCLA (Female only),Group Comparison (Female Median Split),Cohen's d,0.21253452955297514,,-0.40711655794568063,0.38627329129185095,0.3084224051896443,93,,False,computed_group_female,small,,0.213,"[-0.41, 0.39]",= 0.308
WCST Accuracy (%),Cohen's d (High vs Low UCLA),WCST Accuracy (%): High vs Low UCLA (median split),Group Comparison (Median Split),Cohen's d,-0.03456758604780899,,-0.31708679176078663,0.32339980992619594,0.8321862435056011,151,,False,computed_group_comparison,negligible,,-0.035,"[-0.32, 0.32]",= 0.832
WCST Accuracy (%),Cohen's d (Male),WCST Accuracy (%): High vs Low UCLA (Male only),Group Comparison (Male Median Split),Cohen's d,-0.21723476448282597,,-0.5291477718681166,0.502074189851812,0.41989158552570816,56,,False,computed_group_male,small,,-0.217,"[-0.53, 0.50]",= 0.420
WCST Accuracy (%),Correlation r,WCST Accuracy (%): UCLA Correlation (Full Sample),Pearson Correlation,r,0.0468729828872377,,-0.07963132083730816,0.18999250366621742,0.5676520994436788,151,0.0021970765247472782,False,computed_correlation,negligible,,0.047,"[-0.08, 0.19]",= 0.568
WCST Accuracy (%),Female UCLA β,WCST Accuracy (%): Female UCLA Effect,Gender-Stratified Regression,β (unstandardized),1.4011479241429647,1.5172544384858222,-1.6136043268597264,4.415900175145656,0.3582561703547391,95,0.015971515314889,True,synthesis_analysis,large,,1.401,"[-1.61, 4.42]",= 0.358
WCST Accuracy (%),Male UCLA β,WCST Accuracy (%): Male UCLA Effect,Gender-Stratified Regression,β (unstandardized),-1.47785331042903,1.7069802866294554,-4.908158624707355,1.9524520038492956,0.3908353440324663,55,0.033762728900099,True,synthesis_analysis,large,,-1.478,"[-4.91, 1.95]",= 0.391
WCST PE Rate,Female Correlation,WCST PE Rate: Female r(UCLA),Pearson Correlation (Unadjusted),r,-0.1516218870863228,,-0.3426927745234159,0.0514947120415737,0.1424418899561021,95,0.0229891966436176,False,synthesis_analysis,negligible,,-0.152,"[-0.34, 0.05]",= 0.142
WCST PE Rate,Female Simple Slope,WCST PE Rate: Female UCLA Effect,Stratified Regression (DASS-controlled),β (standardized),-0.3088396207874917,0.7817156162982634,-1.8620918994435656,1.2444126578685824,0.6937297015981114,95,0.0487963210636763,True,synthesis_analysis,small,,-0.309,"[-1.86, 1.24]",= 0.694
WCST PE Rate,Interaction,WCST PE Rate: UCLA × Gender,Hierarchical Regression (DASS-controlled),β (standardized),0.9856481476453356,0.8745073629736586,-0.7430876214827068,2.714383916773378,0.2616055735312996,150,0.042735078593144,True,synthesis_analysis,large,,0.986,"[-0.74, 2.71]",= 0.262
WCST PE Rate,Interaction ΔR²,WCST PE Rate: UCLA × Gender ΔR²,Hierarchical Model Comparison,ΔR²,0.0085636849100604,,,,0.2616055735313018,150,0.0427350785931441,True,master_dass_controlled,negligible,,0.009,,= 0.262
WCST PE Rate,Interaction β,WCST PE Rate: UCLA × Gender β,Hierarchical Regression Model 3,β (unstandardized),0.9856481476453356,,,,0.1733080552244689,150,0.0427350785931441,True,master_dass_controlled,large,,0.986,,= 0.173
WCST PE Rate,Male Correlation,WCST PE Rate: Male r(UCLA),Pearson Correlation (Unadjusted),r,0.0198430900862538,,-0.2467530740958781,0.2836470604575277,0.8856629155327274,55,0.0003937482241711,False,synthesis_analysis,negligible,,0.020,"[-0.25, 0.28]",= 0.886
WCST PE Rate,Male Simple Slope,WCST PE Rate: Male UCLA Effect,Stratified Regression (DASS-controlled),β (standardized),0.5491502264720556,0.7707855563256459,-0.9998013406568472,2.0981017936009585,0.4795618441986842,55,0.0263593539129967,True,synthesis_analysis,medium,,0.549,"[-1.00, 2.10]",= 0.480
WCST PE Rate (%),Cohen's d (Female),WCST PE Rate (%): High vs Low UCLA (Female only),Group Comparison (Female Median Split),Cohen's d,-0.3006451107043177,,-0.4222031643091543,0.4186853584543535,0.15080169945107064,93,,False,computed_group_female,small,,-0.301,"[-0.42, 0.42]",= 0.151
WCST PE Rate (%),Cohen's d (High vs Low UCLA),WCST PE Rate (%): High vs Low UCLA (median split),Group Comparison (Median Split),Cohen's d,-0.10340963659107316,,-0.33008320844837086,0.3088737139476069,0.5263951476443351,151,,False,computed_group_comparison,negligible,,-0.103,"[-0.33, 0.31]",= 0.526
WCST PE Rate (%),Cohen's d (Male),WCST PE Rate (%): High vs Low UCLA (Male only),Group Comparison (Male Median Split),Cohen's d,0.09221108196385164,,-0.5405897735987012,0.5123241096454193,0.7314179259388429,56,,False,computed_group_male,negligible,,0.092,"[-0.54, 0.51]",= 0.731
WCST PE Rate (%),Correlation r,WCST PE Rate (%): UCLA Correlation (Full Sample),Pearson Correlation,r,-0.0869205344096633,,-0.2065989896071302,0.0390900973649164,0.28858463812344476,151,0.007555179302061461,False,computed_correlation,negligible,,-0.087,"[-0.21, 0.04]",= 0.289
WCST PE Rate (%),Female UCLA β,WCST PE Rate (%): Female UCLA Effect,Gender-Stratified Regression,β (unstandardized),-0.3088396207874917,0.7817156162982634,-1.8620918994435656,1.2444126578685824,0.6937297015981114,95,0.0487963210636763,True,synthesis_analysis,small,,-0.309,"[-1.86, 1.24]",= 0.694
WCST PE Rate (%),Male UCLA β,WCST PE Rate (%): Male UCLA Effect,Gender-Stratified Regression,β (unstandardized),0.5491502264720556,0.7707855563256459,-0.9998013406568472,2.0981017936009585,0.4795618441986842,55,0.0263593539129967,True,synthesis_analysis,medium,,0.549,"[-1.00, 2.10]",= 0.480
