outcome,outcome_label,parameter,coefficient,std_error,t_value,p_value,ci_lower,ci_upper,n_obs,r_squared,r_squared_adj
stroop_intercept,Stroop Baseline RT,z_dass_anxiety,-40.81349189602421,23.508707588820304,-1.7361010485933004,0.08440138209208527,-87.22809123744062,5.601107445392202,174,0.05179687988374215,0.011812410963176978
stroop_intercept,Stroop Baseline RT,z_dass_stress,-3.6190117243038795,24.075692158214732,-0.1503180760296047,0.8806961652201455,-51.153041452175174,43.91501800356741,174,0.05179687988374215,0.011812410963176978
stroop_intercept,Stroop Baseline RT,z_age,17.867345952436825,15.7562810985832,1.1339824315550864,0.25843687709456237,-13.2411899608371,48.97588186571075,174,0.05179687988374215,0.011812410963176978
stroop_slope,Stroop Learning Rate,C(gender_male)[T.1.0],-47.774730586430536,25.8774151240693,-1.8461940791757803,0.06664483742188815,-98.86600603988724,3.316544867026167,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_ucla,-21.327078655484318,19.51950533981614,-1.0926034386732675,0.2761510684320182,-59.865565565800594,17.211408254831962,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_ucla:C(gender_male)[T.1.0],42.25448550480016,25.874875758006763,1.6330314355895936,0.10435772086029005,-8.83177633155622,93.34074734115654,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_dass_depression,-21.96310997199769,19.625848088536603,-1.1190910004457986,0.2647180326652841,-60.711555513858336,16.78533556986296,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_dass_anxiety,19.772633349515182,19.468564623234517,1.0156184460521438,0.31128910315637415,-18.665278361532174,58.21054506056254,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_dass_stress,-6.5027371241551375,19.938108756527566,-0.32614613570237433,0.7447245911462214,-45.867696940146956,32.86222269183668,174,0.06139435791170844,0.021814601920033372
stroop_slope,Stroop Learning Rate,z_age,-14.335805802568075,13.04844920251989,-1.0986597395650337,0.2735074332409401,-40.098112789184384,11.426501184048238,174,0.06139435791170844,0.021814601920033372
stroop_residual_sd,Stroop Residual Noise,C(gender_male)[T.1.0],-4.717526243066911,13.437860433237564,-0.3510623038916564,0.7259867562387163,-31.248670316304015,21.813617830170195,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_ucla,12.972044331550281,10.136266981253154,1.2797654556200864,0.20241332459899097,-7.040573077338186,32.984661740438746,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_ucla:C(gender_male)[T.1.0],-2.9152253104241552,13.436541768039604,-0.21696247150128778,0.8285040141514917,-29.44376586679001,23.6133152459417,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_dass_depression,-4.968483926473967,10.191489614910381,-0.48751302451458733,0.6265380227300843,-25.0901305708529,15.153162717904964,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_dass_anxiety,-9.819409253299444,10.109814020765759,-0.9712749644187502,0.3328244865896913,-29.779799054278037,10.140980547679149,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_dass_stress,-7.92891492090855,10.353643186089489,-0.7658091725201953,0.4448773838897151,-28.37071072744888,12.51288088563178,174,0.037367496936964284,-0.0032254399391880018
stroop_residual_sd,Stroop Residual Noise,z_age,3.3148402239963475,6.7759178578296515,0.4892090331593987,0.6253394881076377,-10.063245804479111,16.692926252471807,174,0.037367496936964284,-0.0032254399391880018
wcst_intercept,WCST Baseline RT,C(gender_male)[T.1.0],-223.42104624057035,64.7718821925396,-3.4493523837462896,0.0007123991402061546,-351.30391471377567,-95.53817776736504,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_ucla,34.46373433673914,48.85785903520341,0.7053877312124357,0.4815576226553916,-61.999158964838784,130.92662763831706,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_ucla:C(gender_male)[T.1.0],56.767571572536625,64.76552608940266,0.8765090782119855,0.3820199891777323,-71.10274767909367,184.6378908241669,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_dass_depression,-14.644459572606177,49.12403786176426,-0.2981118859531844,0.7659905710402816,-111.63288510692435,82.34396596171199,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_dass_anxiety,-20.8207708426602,48.73035301972974,-0.42726492940099103,0.6697400636544555,-117.03192165267532,75.39037996735493,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_dass_stress,-48.43167244689236,49.90563490704495,-0.9704650093541938,0.33322666229138354,-146.96325017560807,50.09990528182335,174,0.09400878046273331,0.05580433144610153
wcst_intercept,WCST Baseline RT,z_age,10.265642203645804,32.66062744245414,0.31431246144101743,0.7536784110357426,-54.218121153115156,74.74940556040676,174,0.09400878046273331,0.05580433144610153
wcst_slope,WCST Learning Rate,C(gender_male)[T.1.0],74.51484602764845,68.65955036490638,1.085280134105493,0.27937118083620044,-61.04367028417269,210.07336233946958,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_ucla,-7.476399095700126,51.7903528444233,-0.14435891406569498,0.8853921697560765,-109.72908431637332,94.77628612497305,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_ucla:C(gender_male)[T.1.0],-23.303483512922785,68.65281276259063,-0.3394396030576187,0.7347076453024074,-158.84869738730342,112.24173036145785,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_dass_depression,24.354928043206428,52.07250796991434,0.46771183092002877,0.6406041151286987,-78.45483234003424,127.1646884264471,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_dass_anxiety,16.52125502927899,51.655193800176,0.31983724798691393,0.7494938979391679,-85.46457788305673,118.50708794161471,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_dass_stress,-6.4649563121631415,52.90101719149278,-0.12220854447393871,0.9028816805242372,-110.91049030928463,97.98057768495835,174,0.012845955207581028,-0.028781022584870364
wcst_slope,WCST Learning Rate,z_age,-27.9037813853212,34.62094845675042,-0.8059796923293272,0.4214076419231255,-96.25791975590853,40.45035698526614,174,0.012845955207581028,-0.028781022584870364
wcst_residual_sd,WCST Residual Noise,C(gender_male)[T.1.0],-10.153435785531261,25.720869376687716,-0.3947547665217684,0.6935306164357091,-60.9356339272784,40.62876235621587,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_ucla,19.4713614880726,19.401421847423645,1.0036048719108823,0.317029794857984,-18.8339863622794,57.776709338424595,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_ucla:C(gender_male)[T.1.0],26.075564546028343,25.718345372552026,1.0138896639072885,0.3121109142308357,-24.701650308558005,76.8527794006147,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_dass_depression,-16.292284937009374,19.507121274351835,-0.8351967831578839,0.4048073620582604,-54.806321271530635,22.221751397511884,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_dass_anxiety,-2.69679460171257,19.35078929734595,-0.13936354534553522,0.8893318144032577,-40.90217568372516,35.508586480300025,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_dass_stress,-6.995735148771956,19.817492917515004,-0.35300808118816174,0.7245302368353042,-46.1225561465899,32.13108584904599,174,0.02891204041818718,-0.012037451853335046
wcst_residual_sd,WCST Residual Noise,z_age,-6.350686342981625,12.969512445398458,-0.48966268930447177,0.6250190677521041,-31.95714393033771,19.25577124437446,174,0.02891204041818718,-0.012037451853335046
