participant_id,slope_ms_per_segment,loneliness_group
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,-54.98849826298425,High loneliness (top 25%)
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,-146.5642984256573,Low loneliness (bottom 25%)
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,-68.19163636363703,Low loneliness (bottom 25%)
Co587hoelyeANqFX7AYvuVQW0lZ2,-39.98430377330573,High loneliness (top 25%)
DAKDKPH698P12JfTbbjemLI6PIH2,-48.2715035380731,Low loneliness (bottom 25%)
DPvStUYSmohmXwFwaKRqHv89R3k1,-185.196179246584,High loneliness (top 25%)
Df83JuPuJkXqTGbENhM2gw5SJM43,-11.355252394668195,High loneliness (top 25%)
DzB19GqCB7fyrlEPexogWkjFzEx2,-29.836153845806074,Low loneliness (bottom 25%)
EoToosG69XMp4LTYdB6sB9WTrv22,-166.8514462233852,Low loneliness (bottom 25%)
Fz7EUjZCLuUBxLDUVtN6djaBTy42,-13.431060606963696,High loneliness (top 25%)
G1Ff3XYUZMRsPafyEQ80ussnVlf1,-10.167847147149178,Low loneliness (bottom 25%)
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-74.14342424862299,Low loneliness (bottom 25%)
GE4hogtdLdTFbNasENgtm6SO3hC3,-76.96290909141302,High loneliness (top 25%)
GEwkBw3YHaNp3TCh9YS9PKVfavz1,-111.63387878596785,High loneliness (top 25%)
HyQM2xKwwuVfqidmRYF6TiRk90C2,-74.6953183960504,Low loneliness (bottom 25%)
JOBWLirr6KYf3GXJ3jPFKmd48S93,-28.02144855290416,Low loneliness (bottom 25%)
LSLmd8jENtONZFVkIpRDX665Bu73,-87.07378953460673,Low loneliness (bottom 25%)
LliUMEIsrCVZ88YFQfevan2Og4z1,-42.87905267296465,Low loneliness (bottom 25%)
O61Eik2zvrSQLMNpFbTNEgjWwMr2,-18.583089622563385,High loneliness (top 25%)
ORuVuFPU5idz3fMoXTGsbwToW2j2,-22.727454539717904,High loneliness (top 25%)
ORvIk1xRWIQmKuLVe6GXNouvAXx2,-141.64726888566346,High loneliness (top 25%)
PkpTH7pWpEOG9A86xSloOSozwTk2,38.519090896303034,High loneliness (top 25%)
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,-46.88536363636224,High loneliness (top 25%)
QbOEVCaZLUMOgltUdXm58oZOALv2,-143.56272727158918,Low loneliness (bottom 25%)
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-102.7135963978466,High loneliness (top 25%)
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,-190.83432813803688,High loneliness (top 25%)
Ru3Qf6pXZua1DfNkQdhbor6iJ403,-238.09981818181916,Low loneliness (bottom 25%)
SOhR7IO689NQCPQu56SjATO8FR92,-44.48694689922781,Low loneliness (bottom 25%)
SPCT9D90pRa1ihXS5jEw6vCmquI3,-27.29005994041942,Low loneliness (bottom 25%)
UbwuSMtBsHdW3Ji41opk3GInMqi2,-4.216706626690509,High loneliness (top 25%)
VwTymW8T68MfpnJvZ2X97ILqDWS2,-36.624385612835745,High loneliness (top 25%)
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-155.95443620844642,High loneliness (top 25%)
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-95.96690909078178,Low loneliness (bottom 25%)
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-7.46463636357671,Low loneliness (bottom 25%)
WnC6Uscb5VMIr43GASKiUCO3AYH2,-38.57629717027879,Low loneliness (bottom 25%)
WqoZv41KTtTCuPKBPyClregrKAi1,-68.61627358491188,High loneliness (top 25%)
XbHvBButpZS4bapbJXJLAYcHnn12,-48.835150682669486,Low loneliness (bottom 25%)
Yco8O7tmHlbsUBfKW2ywcZByGO32,-129.27614386817626,High loneliness (top 25%)
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,14.203381621676927,High loneliness (top 25%)
azdL1gX79EVd9iepyCAVQrqIaQF3,-73.70653489368287,Low loneliness (bottom 25%)
bXpFswkI7TfIfL6G4FqWrbaxTGx2,-57.70169696968968,High loneliness (top 25%)
biQ16yPcCKSkJQhSxUKcDc8gm8I2,-23.79002188236634,Low loneliness (bottom 25%)
btpcu1rB1JeSTo2upeHGPdv8kYG3,-94.00854145785061,Low loneliness (bottom 25%)
c8BtRUVPPPZHjyhX2rn702NoUld2,-39.142727273648376,Low loneliness (bottom 25%)
cEIs6U87xfbSL5eFTXDK77MmvNf1,-32.5853025166869,High loneliness (top 25%)
cec6NLR2ZLVVw6h0TEKSNIH11v02,12.796825396838107,Low loneliness (bottom 25%)
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,-228.92492924599742,High loneliness (top 25%)
fEq0OghbLpfD1jigl1Mbz96aMbg2,-41.818909090969576,Low loneliness (bottom 25%)
foaW7wtvY3XLNdguFUK7OvOefP93,-53.00921580187803,Low loneliness (bottom 25%)
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,-209.2621045621002,High loneliness (top 25%)
h52Mz0cZjnOsmXT02EgU3JzzRKs2,-140.59297169812626,Low loneliness (bottom 25%)
h5RYP03wJuVN0xo7qAR8CKFxLaj1,-243.7341818188537,Low loneliness (bottom 25%)
i1tBstVkNiVP0qro7TgGD08IGGa2,-84.33253745609926,Low loneliness (bottom 25%)
iWsc4pghIEWOQUZKuQJMfe516UI3,-132.56883116840817,Low loneliness (bottom 25%)
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,-159.79103535171782,High loneliness (top 25%)
iZX3U88SSqYAtT564nBPgHUBsei1,7.984727272445536,Low loneliness (bottom 25%)
idP8RVfm74N86O0dszLXANIpjXv2,-84.54354545642016,Low loneliness (bottom 25%)
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,-184.61363636363606,Low loneliness (bottom 25%)
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,-165.590940791631,High loneliness (top 25%)
kR2rCtaPyPaj7YMizKUDn5xL2qx1,-90.32599999999535,High loneliness (top 25%)
lpzDdvuMkKWkPxu6xeclmdctEp42,-43.471878780018166,High loneliness (top 25%)
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,-276.8409964629013,Low loneliness (bottom 25%)
mg2WZiRBn4NQDKiMK43Y8dBqyG53,-9.19272727272104,High loneliness (top 25%)
mweMgSlGM2VxThhwnupYxYzUbR23,-41.80542729996515,Low loneliness (bottom 25%)
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-140.83063635522657,High loneliness (top 25%)
nT1qJOiMyDdJ9ui4el195A8Hsgs1,-251.88363256990138,High loneliness (top 25%)
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,-108.78727272726327,Low loneliness (bottom 25%)
pRQimOpZtsekBI2I1kbnD3pycmo1,-90.5435151486414,Low loneliness (bottom 25%)
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,14.584727272728708,Low loneliness (bottom 25%)
q0Atnpm0jZS5swcVmq0EMalQUKw1,-51.03941058941723,Low loneliness (bottom 25%)
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,33.23086419578932,High loneliness (top 25%)
qnR5PLX1v3fPi6SwTJMwGcadwyD3,-57.31675824232976,High loneliness (top 25%)
rFV2EUbp64f5ORSh7DqwmCQmeqT2,-118.88727938758291,Low loneliness (bottom 25%)
roaf78tUWxWSEjAUcUu8O7mrQbl1,-171.65221212199233,High loneliness (top 25%)
sqfXvh6GJLaYAqr3RvHrixP8IOx1,-205.86863637013863,High loneliness (top 25%)
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,18.603818186196396,Low loneliness (bottom 25%)
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,-68.1218671506682,High loneliness (top 25%)
tv88wS5Nf6SjruozSmXJxQSmx6J3,11.681168832258587,High loneliness (top 25%)
v8nNKiWvPdcjiHXZci39OuFTY6M2,-258.64590909053874,Low loneliness (bottom 25%)
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,-51.87358641358863,Low loneliness (bottom 25%)
yGTid3RXTdQe5JNosdSxvgktWIW2,-19.52054545088241,High loneliness (top 25%)
zw1w9FipI9RjJsuhHse6UZavBxs2,-38.844455544444045,Low loneliness (bottom 25%)
