outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop Slow-State Prob (Post-Error),135,1.7002585513070656e-05,0.030544816216378834,0.03526864699802046,0.04592727643257821,0.030527813630865763,0.2598562734004583,0.004723830781641625,0.43001269726483105,0.010658629434557754,0.2358211176658462
Stroop Slow-State Prob Delta (Post-Error),135,0.0013205048351420112,0.019638243417655077,0.0210626216957992,0.024507305424798176,0.018317738582513066,0.49413864918643446,0.0014243782781441228,0.6667879571550166,0.0034446837289989762,0.504280283612291
Stroop Slow-State Prob (Stable),219,0.007250815186939263,0.02315815410269828,0.023999218956525792,0.031507457815307505,0.015907338915759017,0.32747673676642675,0.0008410648538275112,0.6695052846019396,0.007508238858781713,0.20231059401622956
Stroop Slow-State Prob Delta (Stable),219,0.029536884233884897,0.04712408718438399,0.047465752613318535,0.055305258105125876,0.017587202950499092,0.27195075281602593,0.00034166542893454555,0.7830025369020956,0.007839505491807341,0.18718646062046995
Stroop RT Interference,220,0.010203454736767537,0.015030951622878264,0.017015437794839827,0.02054814379808234,0.004827496886110727,0.7894638554121161,0.0019844861719615636,0.5126905385985956,0.003532706003242514,0.3828680803891895
Stroop Accuracy Interference,220,0.0013173002571686965,0.005887839723342725,0.009905969752181387,0.011075922621479606,0.004570539466174028,0.8051423336459441,0.004018130028838662,0.3535559243495954,0.0011699528692982186,0.6170263043901524
Stroop RT SD (Incongruent),220,0.0030290507771150166,0.011055673915013609,0.018987597462735817,0.021411357388511854,0.008026623137898592,0.6294190238396395,0.007931923547722208,0.19082248485554862,0.0024237599257760367,0.46948177107263334
Stroop RT Facilitation,220,0.004677311847596788,0.010516916110250518,0.010520873516328133,0.015592853091362269,0.00583960426265373,0.738132657367949,3.957406077614856e-06,0.9767426530470985,0.005071979575034136,0.2971542205103032
Stroop Accuracy Facilitation,220,0.00914539549596538,0.016487069586556657,0.019488098962078815,0.020870830227991743,0.007341674090591277,0.6604714581924666,0.0030010293755221573,0.42032635753968595,0.0013827312659129287,0.5848421760957487
Stroop RT Incongruent minus Neutral,220,0.006856505325120277,0.02269888579134216,0.025164672927935117,0.04205138145879628,0.015842380466221884,0.3274095088792623,0.0024657871365929562,0.46374985877112207,0.01688670853086116,0.05454756816048015
Stroop RT Neutral minus Congruent,220,0.004677311847596788,0.010516916110250518,0.010520873516328133,0.015592853091362269,0.00583960426265373,0.738132657367949,3.957406077614856e-06,0.9767426530470985,0.005071979575034136,0.2971542205103032
Stroop RT Interference (Correct-only),220,0.0112240951438074,0.014673590023251526,0.01594976520600344,0.019228068981137714,0.003449494879444126,0.8614752468470394,0.0012761751827519152,0.5997288843459649,0.0032783037751342725,0.40084893376784736
Stroop RT Facilitation (Correct-only),220,0.004270565291948802,0.010218803241249796,0.010229893548999502,0.01546330909541671,0.005948237949300994,0.7326493780763039,1.1090307749705985e-05,0.9610819359979678,0.005233415546417208,0.2896432506177185
Stroop RT Incongruent minus Neutral (Correct-only),220,0.00845920533032496,0.022348333927387554,0.023862353766797018,0.04022142082095448,0.013889128597062594,0.38765593339578897,0.001514019839409464,0.5660481098864152,0.01635906705415746,0.05867019154491882
Stroop RT Neutral minus Congruent (Correct-only),220,0.004270565291948802,0.010218803241249796,0.010229893548999502,0.01546330909541671,0.005948237949300994,0.7326493780763039,1.1090307749705985e-05,0.9610819359979678,0.005233415546417208,0.2896432506177185
Stroop CSE RT (Gratton),220,0.03484093524714771,0.03785917832106289,0.03787202957859992,0.03847168781693966,0.0030182430739151833,0.8798086118493642,1.285125753702765e-05,0.9575116697892783,0.0005996582383397397,0.7165097368980369
Stroop CSE Accuracy (Gratton),220,0.003500059347265272,0.006451709585037713,0.013850991594944295,0.013983515466138852,0.0029516502377724407,0.888076096843526,0.007399282009906583,0.20754247671792544,0.00013252387119455644,0.8661147602374675
Stroop Post-Conflict Slowing,220,0.013742989474928802,0.021033580363476134,0.025939939471523843,0.030233190199699056,0.0072905908885473325,0.6613179672034726,0.004906359108047709,0.30146919555501184,0.004293250728175213,0.3337564149028287
Stroop Post-Conflict Accuracy,220,0.0005262448055260993,0.02961384045421922,0.035764329000332884,0.03622425036838117,0.02908759564869312,0.09639549684140056,0.006150488546113664,0.24507603115635668,0.0004599213680482883,0.7507454773216953
Stroop Post-Error Accuracy,100,0.03457983521155883,0.08011994100876996,0.08490147846555351,0.13414973587835632,0.04554010579721113,0.20647411936535,0.004781537456783558,0.48748291072074346,0.04924825741280281,0.024456568026672714
Stroop Error Run Length Mean,220,0.004537219799768177,0.0181265914931793,0.021909303667178248,0.0236790793473719,0.013589371693411123,0.39965645339112865,0.0037827121739989478,0.36510711466296186,0.0017697756801936526,0.5359807942411106
Stroop Error Run Length Max,220,0.0008631911083089028,0.02816245555875485,0.03212992869438336,0.03301642535112426,0.027299264450445948,0.11445406805163721,0.0039674731356285076,0.35114965335084714,0.0008864966567408983,0.6597663485554421
Stroop Error Recovery RT Slope,135,0.02005054833293196,0.080356849496381,0.08080842537325394,0.08655870277192712,0.06030630116344904,0.0415842449184266,0.000451575876872945,0.8023977048453317,0.005750277398673176,0.37293789163411073
Stroop DFA Alpha (correct),220,0.013553423129354925,0.037257572630550184,0.0372969616596831,0.03756507200742609,0.02370414950119526,0.1565601501324836,3.9389029132919084e-05,0.925710367986651,0.00026811034774298914,0.8082261669195703
Stroop Lag-1 Autocorr (correct),220,0.003917240370296837,0.03495029904874958,0.035328058195561396,0.04117592787556812,0.03103305867845274,0.07893555106401862,0.000377759146811818,0.7730100749550477,0.005847869680006723,0.25678155509669215
Stroop Slow Run Mean (correct),220,0.0038171721549501436,0.019051084267439844,0.01985406421651781,0.023074939532376715,0.0152339121124897,0.3468765106107899,0.0008029799490779643,0.6765645386404416,0.0032208753158589065,0.4040767240232329
Stroop Slow Run Max (correct),220,0.022747442986642552,0.031126281346277263,0.03258465432178814,0.055993013606273845,0.00837883835963471,0.604758088605197,0.0014583729755108799,0.5715461891463898,0.023408359284485702,0.022840490662118428
Stroop Fast Run Mean (correct),220,0.002653908837242147,0.017005532954440628,0.018563924654395936,0.022972343976589205,0.01435162411719848,0.37512063479887897,0.0015583916999553082,0.5614757147244929,0.004408419322193269,0.3291700239280283
Stroop Fast Run Max (correct),220,0.01690415823926572,0.030719702590693565,0.04139146002477978,0.04463136268646617,0.013815544351427844,0.38614612581081925,0.010671757434086215,0.12507364815206767,0.003239902661686389,0.39744582723537314
"Stroop DFA Alpha (incongruent, correct)",220,0.0028274842927388244,0.04734613510944541,0.04819811017788822,0.04983208076841228,0.044518650816706584,0.020377139827917036,0.0008519750684428118,0.6628100486494634,0.0016339705905240587,0.5466251405804344
"Stroop Lag-1 Autocorr (incongruent, correct)",220,0.014489971409087143,0.02743974062193033,0.04043649644080394,0.04096299917935786,0.012949769212843187,0.4174080757359504,0.012996755818873607,0.09087003571364186,0.0005265027385539245,0.7333254660522912
"Stroop Slow Run Mean (incongruent, correct)",220,0.002312322942421341,0.004471209992091274,0.02073908442186534,0.020739545046200014,0.002158887049669933,0.9265849992460422,0.016267874429774065,0.06132605159197745,4.60624334674975e-07,0.9920418351249795
"Stroop Slow Run Max (incongruent, correct)",220,0.02133476390621003,0.029941705551234432,0.031703205835017956,0.03203233424269025,0.008606941645024402,0.5945325662288661,0.0017615002837835236,0.5342906873810545,0.0003291284076722967,0.7885870190504412
"Stroop Fast Run Mean (incongruent, correct)",220,0.0036075724076792826,0.00486080118050225,0.02700738825632254,0.02700746641872398,0.0012532287728229674,0.9655756115530236,0.02214658707582029,0.028748876653641436,7.816240144009612e-08,0.9967111898178149
"Stroop Fast Run Max (incongruent, correct)",220,0.0005699846095872374,0.0061252749036321275,0.018379416253609837,0.03000858957971353,0.00555529029404489,0.7540577369833047,0.01225414134997771,0.10444302015563378,0.011629173326103692,0.11236816422894612
"Stroop Ex-Gaussian mu (Interference, correct)",219,0.005129210373847615,0.00867856039419257,0.012538137320233678,0.027524839800761036,0.0035493500203449546,0.8582827529465122,0.0038595769260411084,0.3637057674701436,0.014986702480527359,0.07277618839025102
"Stroop Ex-Gaussian sigma (Interference, correct)",219,0.002394457436733166,0.004330823906305126,0.004525776231107392,0.01911082719425583,0.0019363664695719596,0.9371669773063767,0.00019495232480226665,0.8387371682094307,0.014585050963148438,0.07795904116336741
"Stroop Ex-Gaussian tau (Interference, correct)",219,0.0029217248107273885,0.00871284760566493,0.010162197361852199,0.01779751194692425,0.005791122794937542,0.7425587926603323,0.0014493497561872681,0.5780123548268348,0.0076353145850720505,0.20169801106432572
Stroop Delta Plot Slope (correct),219,0.0019100913375466044,0.004269207080653703,0.004415867815922736,0.007286350130831232,0.0023591157431070986,0.9177409334270554,0.000146660735269033,0.8598969849126354,0.0028704823149084957,0.4356191383304038
Stroop EZ-DDM v (congruent),220,0.012933949751755214,0.01828375643155289,0.029573445761545192,0.02979361102528555,0.005349806679797675,0.7612359140803504,0.011289689329992303,0.11693411576291494,0.00022016526374035728,0.8265992159421832
Stroop EZ-DDM a (congruent),220,0.007906058835040142,0.024238893128265437,0.028167825535808988,0.029806772353975663,0.016332834293225296,0.31297760550453557,0.0039289324075435506,0.3544762408716321,0.0016389468181666755,0.5501846424790013
Stroop EZ-DDM t0 (congruent),220,0.07539899284772622,0.07955783521549786,0.07965130635924933,0.08144359880759922,0.004158842367771642,0.8092388750194915,9.347114375146681e-05,0.8832083277101875,0.0017922924483498859,0.5208149251979932
Stroop EZ-DDM sv (congruent),220,,,,,,,,,,
Stroop EZ-DDM sz (congruent),220,,,,,,,,,,
Stroop EZ-DDM st0 (congruent),220,,,,,,,,,,
Stroop EZ-DDM v (incongruent),220,0.0027240515251308883,0.004991702743079363,0.01122687731172023,0.012490442541830515,0.0022676512179484742,0.9214558114451076,0.006235174568640867,0.24777303590913097,0.0012635652301102862,0.6030286635617945
Stroop EZ-DDM a (incongruent),220,0.0027060843025660253,0.017927289203440444,0.018801045474127642,0.01983630053776564,0.015221204900874419,0.3477786115362628,0.0008737562706871982,0.6636272627905415,0.0010352550636379965,0.6365592478076807
Stroop EZ-DDM t0 (incongruent),220,0.05978505859395611,0.060496130268723025,0.06065240237327896,0.0753697026658926,0.0007110716747669166,0.9834351686098252,0.00015627210455593232,0.8508658831930151,0.014717300292613644,0.0676168579802773
Stroop EZ-DDM sv (incongruent),220,,,,,,,,,,
Stroop EZ-DDM sz (incongruent),220,,,,,,,,,,
Stroop EZ-DDM st0 (incongruent),220,,,,,,,,,,
Stroop EZ-DDM v (neutral),220,1.8205719428343592e-05,0.02485149740897019,0.03499416872805283,0.03857348703903163,0.024833291689541848,0.14511499699288777,0.010142671319082641,0.13607158504335476,0.0035793183109787963,0.37533084867693045
Stroop EZ-DDM a (neutral),220,0.0002999294632046734,0.015118125452503683,0.017209344187908315,0.018285056864155824,0.01481819598929901,0.3613395650559574,0.002091218735404632,0.5015351463483531,0.0010757126762475089,0.6303217997271223
Stroop EZ-DDM t0 (neutral),220,0.06344702634771515,0.07339300541876626,0.07367059469398818,0.0781484102053529,0.009945979071051103,0.5144186170418327,0.00027758927522192334,0.8007872239240047,0.0044778155113647244,0.31136897160566646
Stroop EZ-DDM sv (neutral),220,,,,,,,,,,
Stroop EZ-DDM sz (neutral),220,,,,,,,,,,
Stroop EZ-DDM st0 (neutral),220,,,,,,,,,,
Stroop EZ-DDM v Interference,220,0.00569971284680304,0.013501176320894981,0.015116578952848014,0.015364770774740077,0.007801463474091941,0.6392409234335561,0.0016154026319530335,0.5551012528296315,0.0002481918218920631,0.8174087831280895
Stroop EZ-DDM a Interference,220,0.0030418383170642826,0.009684612959867667,0.010993391735862112,0.01664277267561809,0.006642774642803384,0.6975853478496357,0.0013087787759944458,0.596032235718164,0.005649380939755977,0.27101667812103325
Stroop EZ-DDM t0 Interference,220,0.00901957640544937,0.011541172100027364,0.012232433966247958,0.02545801890461663,0.002521595694577994,0.9085634730405803,0.0006912618662205938,0.6998185604487895,0.013225584938368673,0.09131732004500044
"Stroop Ex-Gaussian mu (congruent, correct)",219,0.1110917937845518,0.12305738393192978,0.12336237647816939,0.1253099509666057,0.011965590147377969,0.4083512710788415,0.00030499254623961303,0.7862069961472017,0.0019475744884362989,0.49382689019819503
"Stroop Ex-Gaussian sigma (congruent, correct)",219,0.08285789205276228,0.08764382197081311,0.08765002585674753,0.08944320098651137,0.004785929918050824,0.7729671720285789,6.20388593441934e-06,0.969748828518938,0.0017931751297638465,0.5198781965305623
"Stroop Ex-Gaussian tau (congruent, correct)",219,0.032039232239401305,0.035303056439726754,0.04402899848840314,0.044043013864689784,0.003263824200325449,0.8682292340832858,0.008725942048676383,0.16565973241022092,1.4015376286646841e-05,0.9556978297600035
"Stroop Ex-Gaussian mu (incongruent, correct)",219,0.05784655708091602,0.061783053873385896,0.06271335193557825,0.07616352705663842,0.003936496792469879,0.826897772126361,0.0009302980621923584,0.6469088885958229,0.01345017512106017,0.08110588262278252
"Stroop Ex-Gaussian sigma (incongruent, correct)",219,0.028216009534828612,0.029806773393334707,0.02992830564913851,0.03647332488017396,0.0015907638585060946,0.9504109036711713,0.00012153225580380234,0.8706960780901163,0.006545019231035454,0.23257392118581896
"Stroop Ex-Gaussian tau (incongruent, correct)",219,0.007042816086722858,0.01262354868166038,0.013771332039958839,0.020874325227061008,0.005580732594937521,0.7522092940706068,0.0011477833582984598,0.6199032594839494,0.007102993187102169,0.21738500839413102
"Stroop Ex-Gaussian mu (neutral, correct)",219,0.07362514820463761,0.08384267879974727,0.08401952018280423,0.0854345406940471,0.010217530595109658,0.4996411615174461,0.00017684138305695818,0.8398686053509056,0.0014150205112428704,0.5683589541374283
"Stroop Ex-Gaussian sigma (neutral, correct)",219,0.03908856089743129,0.04570576225804768,0.04626402159016929,0.046344886905481775,0.006617201360616387,0.6879782732140021,0.0005582593321216134,0.7249880408199829,8.086531531248387e-05,0.8937197421194284
"Stroop Ex-Gaussian tau (neutral, correct)",219,0.012524389813443504,0.02896789326233884,0.033060715633303484,0.03518788085604707,0.016443503448895336,0.3098889415542657,0.004092822370964644,0.34457305589067466,0.0021271652227435878,0.4959511353938849
"Stroop Lognormal mu (congruent, correct)",219,0.055362277835486196,0.06573831516079298,0.06940980382901052,0.06965317630264056,0.010376037325306786,0.501486912305772,0.0036714886682175374,0.3614643421169468,0.00024337247363004355,0.8144841708782687
"Stroop Lognormal sigma (congruent, correct)",219,0.01327140415524597,0.029519801061493878,0.02959841762089266,0.03398968876005182,0.01624839690624791,0.3149812697534083,7.861655939878087e-05,0.8958571274829531,0.0043912711391591586,0.32852023762247984
"Stroop Lognormal shift (congruent, correct)",219,0.0013388377304595078,0.010510137556481669,0.010581467496604047,0.014531658385347868,0.009171299826022161,0.5787102127375352,7.13299401223777e-05,0.9017276282809162,0.003950190888743821,0.35879883142237057
"Stroop Lognormal mu (incongruent, correct)",219,0.036716341670830044,0.042755098512280654,0.045678334576647606,0.04844720425645355,0.00603875684145061,0.7190379391679507,0.002923236064366952,0.42123416036510664,0.002768869679805941,0.4341729877101822
"Stroop Lognormal sigma (incongruent, correct)",219,0.0021413276326553987,0.009982470518610786,0.010015462917647211,0.01778404362035302,0.007841142885955388,0.6404315669658258,3.299239903642448e-05,0.9330924634346447,0.007768580702705807,0.19782590608440942
"Stroop Lognormal shift (incongruent, correct)",219,0.01824115264434112,0.023275294382863243,0.02339847769992698,0.024974419171623574,0.005034141738522124,0.7776609145952668,0.0001231833170637353,0.8702605714464823,0.0015759414716965958,0.5598527737356468
"Stroop Lognormal mu (neutral, correct)",219,0.019508055106178257,0.03313304888850821,0.03315007249792001,0.033417965510532666,0.013624993782329953,0.3935413346839892,1.7023609411803697e-05,0.9513401514989938,0.0002678930126126522,0.8091500401973883
"Stroop Lognormal sigma (neutral, correct)",219,0.00065707819839389,0.010925128435735898,0.020147563181989847,0.02703599214200747,0.010268050237342008,0.5309635742010466,0.009222434746253949,0.15924813069858187,0.006888428960017623,0.2229842532038255
"Stroop Lognormal shift (neutral, correct)",219,0.0187390441117663,0.026159673557211494,0.03676248713067931,0.036769381941355817,0.007420629445445193,0.6547086104918451,0.010602813573467817,0.128100593746838,6.894810676505436e-06,0.9690362944681241
"Stroop Mixture Slow Prop (congruent, correct)",219,0.05076819878822425,0.06045682803474872,0.06166682381751132,0.06167359399629657,0.009688629246524472,0.5338541802045281,0.0012099957827625962,0.6016211161520739,6.7701787852536555e-06,0.968912978171925
"Stroop Mixture Slow Prop (incongruent, correct)",219,0.019202333766187962,0.029442815124306687,0.03586398476507913,0.0377983559474645,0.010240481358118725,0.5239467554848141,0.0064211696407724395,0.23606649057615578,0.0019343711823853749,0.5155644393515848
"Stroop Mixture Slow Prop (neutral, correct)",219,0.02500186118914982,0.03480789532620987,0.03547022989571336,0.04689590569240665,0.009806034137060049,0.5402422571876837,0.0006623345695034866,0.7031790289112925,0.011425675796693291,0.11323715825430307
Stroop Vincentile Interference p10 (correct),219,0.011500738041407943,0.016385615916271523,0.017014744662911196,0.018984855089611563,0.00488487787486358,0.7873024742474588,0.0006291287466396733,0.7129775983500626,0.0019701104267003666,0.5157860295659807
Stroop Vincentile Interference p30 (correct),219,0.004966895163827201,0.010010992530709917,0.01006632493802484,0.020860806104151308,0.005044097366882716,0.7806874091770106,5.533240731492306e-05,0.9134192135795649,0.010794481166126468,0.12871273556251542
Stroop Vincentile Interference p50 (correct),219,0.005825192231805776,0.008811010566435074,0.009608888130169801,0.012338597757524106,0.0029858183346292977,0.8867144874306075,0.000797877563734728,0.6798273453707279,0.0027297096273543042,0.4459277750339674
Stroop Vincentile Interference p70 (correct),219,0.010499949883944648,0.014591384938749674,0.017959490946050982,0.024773030422912345,0.004091435054805026,0.8291386375601637,0.003368106007301308,0.39478817327769467,0.006813539476861363,0.22604504012720023
Stroop Vincentile Interference p90 (correct),219,0.007150715106767125,0.011329983845232872,0.011888806004024977,0.017199934668612693,0.004179268738465747,0.8252849018305145,0.000558822158792105,0.7294910271594831,0.0053111286645877165,0.28681746378675943
Stroop RT Fatigue Slope (Q4-Q1),220,0.03279667266572006,0.041786689688344425,0.041897223807999984,0.0646565667664919,0.008990017022624364,0.5717722832201684,0.0001105341196555587,0.8755834276517838,0.022759342958491913,0.02413687963633525
Stroop CV Fatigue Slope (Q4-Q1),220,0.009328736379571767,0.014668295345930282,0.0328713079562124,0.033008181446394946,0.005339558966358515,0.7627956737113268,0.01820301261028212,0.04652555085609696,0.00013687349018254302,0.8626380885291977
Stroop Accuracy Fatigue Slope (Q4-Q1),220,0.01947135122156085,0.03643676058906242,0.0422276681231023,0.061578285788145726,0.01696540936750157,0.29049136763822136,0.00579090753403988,0.2577207257878977,0.019350617665043424,0.03773594576024087
Stroop Tau Q1,220,0.01079585620688217,0.011142177565998335,0.014239484175238792,0.015738555500686924,0.000346321359116164,0.9946470156951609,0.0030973066092404578,0.4142252886530069,0.0014990713254481314,0.5704804478152432
Stroop Tau Q2,220,0.011841701860086928,0.030589669714186973,0.03099380975205135,0.03178481057322291,0.018747967854100045,0.2499634303425089,0.0004041400378643756,0.7659537831283711,0.0007910008211715613,0.6777068314494549
Stroop Tau Q3,220,0.003161726589265501,0.03342351238041674,0.03989183590790435,0.056137934051234795,0.03026178579115124,0.08532756573296785,0.006468323527487607,0.23228183657106552,0.016246098143330445,0.05745169490063226
Stroop Tau Q4,220,0.0031879846222557795,0.010447178957662895,0.02389289615871948,0.023930540015457136,0.007259194335407115,0.6667165872514932,0.013445717201056584,0.08818531126260004,3.764385673765691e-05,0.9280371625913607
Stroop Tau Slope (Q4-Q1),220,0.0006176578643178887,0.005503684737024672,0.009666605797590377,0.01078417791704489,0.0048860268727067835,0.7888495651307974,0.004162921060565705,0.3451018573550736,0.001117572119454513,0.6250675290880592
Stroop Error Cascade Count,220,0.0030049276964466687,0.014423452701441297,0.0169525487210872,0.01965398393293738,0.011418525004994629,0.4805885122388802,0.0025290960196459045,0.45995646047627003,0.0027014352118501783,0.44552613985653244
Stroop Error Cascade Rate,220,0.0026191286748614706,0.013115390882942779,0.016293560163407106,0.018703807980167575,0.010496262208081308,0.5184262316497521,0.003178169280464327,0.4077187468314142,0.002410247816760469,0.47133329034262594
Stroop Error Cascade Mean Length,220,0.0032563643448950685,0.007584624576876475,0.012788694049093441,0.016809302915268165,0.004328260231981407,0.8173445734779792,0.005204069472216966,0.2905108139249773,0.004020608866174724,0.35286243026092845
Stroop Error Cascade Max Length,220,0.0032563643448950685,0.007584624576876475,0.012788694049093441,0.016809302915268165,0.004328260231981407,0.8173445734779792,0.005204069472216966,0.2905108139249773,0.004020608866174724,0.35286243026092845
Stroop Error Cascade Trials,220,0.0030049276964466687,0.014423452701441297,0.0169525487210872,0.01965398393293738,0.011418525004994629,0.4805885122388802,0.0025290960196459045,0.45995646047627003,0.0027014352118501783,0.44552613985653244
Stroop Error Cascade Proportion,220,0.0026191286748614706,0.013115390882942779,0.016293560163407106,0.018703807980167575,0.010496262208081308,0.5184262316497521,0.003178169280464327,0.4077187468314142,0.002410247816760469,0.47133329034262594
Stroop Recovery RT Slope,46,0.020601908722833295,0.11374092186799267,0.17025245872524886,0.17072961619903582,0.09313901314515938,0.2565195178477428,0.056511536857256184,0.11120052834907072,0.00047715747378695994,0.8832286785583211
