participant_id,task,n_trials,rt_slope,rt_slope_r,rt_slope_p,acc_slope,acc_slope_r,acc_slope_p,q1_rt,q4_rt,rt_q4_q1_diff,q1_acc,q4_acc,acc_q4_q1_diff,mean_rt,mean_acc
2zDXvJKvjeejeOSNbtDbtSI5cdz1,stroop,108,-0.7524769689562019,-0.11744644310611377,0.22607507435686547,0.0,,,734.8555555557488,667.9444444443064,-66.91111111144232,1.0,1.0,0.0,759.8231481482206,1.0
3WijiOiVCoMbn80F05SPYsxl0TC2,stroop,108,-0.2536278070174875,-0.03902320737288861,0.6884385934235877,0.0,,,897.7777777866081,880.1481481349027,-17.629629651705386,1.0,1.0,0.0,842.1453703697081,1.0
3xCaqfcHxRQxuOlEzXz3PNcHODH2,stroop,108,-1.465454380904724,-0.18628792311757272,0.05356137587143054,-0.00012861184943839486,-0.02439854773723806,0.8020893458504024,772.8814814802673,672.1444444435614,-100.73703703670594,1.0,0.9629629629629629,-0.03703703703703709,710.7749999987858,0.9722222222222222
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,stroop,108,-0.9164423104402882,-0.11352548687380241,0.24206150281655198,0.0,,,864.855555555559,793.4111111111232,-71.44444444443582,1.0,1.0,0.0,827.692592592593,1.0
5OOi73igsahMZ5IVKQwwyhnj4Cn2,stroop,108,-0.42553231015428367,-0.07009678743167368,0.4709845674774613,-9.050463478998162e-05,-0.029458945818441024,0.7621568588064973,870.3037037037107,802.4777777778088,-67.82592592590186,1.0,1.0,0.0,832.4824074074471,0.9907407407407407
5rXSa3anB5ejmFrnwUsTB82byup1,stroop,108,-1.5218878314131878,-0.1647097893673664,0.08848357613278776,0.0,,,977.0000000000344,848.3037037037451,-128.69629629628935,1.0,1.0,0.0,860.4185185185246,1.0
5zxa5CMLGQSSonWOXqXf0QNS3PH3,stroop,108,-1.0453842635532542,-0.1820139588099309,0.0593873594854066,-0.0002619871007078417,-0.08527589579022403,0.38021467218541716,718.7925925872944,617.4925925908266,-101.29999999646782,1.0,0.9629629629629629,-0.03703703703703709,639.6620370304144,0.9907407407407407
62fAfeQc27bZelkPX7G54T3gvci2,stroop,107,1.056852602913528,0.0919066537968568,0.34643942549869966,-0.0004506357883187368,-0.14465408805031454,0.1371286413721408,956.7615384614238,1114.814814814884,158.0532763534601,1.0,0.9629629629629629,-0.03703703703703709,1019.0401869158861,0.9906542056074766
6ABZuv4jbjgE0B8TeyUk6nwVb122,stroop,108,1.0716315609044123,0.15100830537333731,0.11875428486849207,0.0,,,1001.78148149561,1089.0074074356644,87.22592594005437,1.0,1.0,0.0,1052.7157407645825,1.0
6WFCyGwk71XLPBmbe4Vav3eotVm1,stroop,108,-0.7506449647401179,-0.16935276382753733,0.07974526850670224,0.0,,,714.0407407901905,672.1111111464323,-41.929629643758176,1.0,1.0,0.0,682.9046296411091,1.0
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,stroop,108,-0.8059347223669749,-0.09294627797417984,0.33868866400996145,0.0,,,1267.0222222098598,1199.2444444409123,-67.77777776894754,1.0,1.0,0.0,1137.0101851776794,1.0
80UJMJbCOMgs6YVpsMgXfYTzw6o2,stroop,108,-1.8668900702119628,-0.3526340626674654,0.00018182107873325587,0.0,,,811.6629629629767,674.6370370372164,-137.02592592576036,1.0,1.0,0.0,746.8879629631044,1.0
87w5Le0CgZhSfYAaOH3Xd2fc98l1,stroop,106,-1.4396301987483289,-0.10087201365754535,0.3035482763124661,0.0,,,1433.8692307690014,1340.2851851855714,-93.58404558343,1.0,1.0,0.0,1369.4754716980992,1.0
8bwaafIhKVMNBoHaXFcY8HirS9u2,stroop,108,-1.5492183258181256,-0.2559431549087503,0.00750473953818499,0.0004096525574704431,0.09472966692997414,0.3294613628124079,734.4333333350994,629.514814818347,-104.91851851675244,0.9629629629629629,1.0,0.03703703703703709,671.455555540544,0.9814814814814815
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,stroop,108,-4.635370641571164,-0.353289665291051,0.00017650704317322266,4.763401831051659e-06,0.001550470832549526,0.987293842498638,1366.3888889595314,1037.3666666172169,-329.02222234231454,1.0,1.0,0.0,1130.8009259170956,0.9907407407407407
8mscvscxtXf7EbbLqCyy4a4pl2q2,stroop,108,0.04627597231038476,0.004132140654823325,0.9661455855184662,0.0,,,1157.2925925961247,1057.8666666569534,-99.4259259391713,1.0,1.0,0.0,1059.4046296300712,1.0
9Xz1RIwnPXgyRqmucudW9VeuDnq1,stroop,106,-2.8144544927826183,-0.18581585316225452,0.056513931306312035,-0.00010580144595309467,-0.019521543103249307,0.842558114436448,1362.884615384602,1032.0000000000086,-330.8846153845934,0.9615384615384616,1.0,0.038461538461538436,1188.7264150943379,0.9716981132075472
9l7DjYLs0XdgwykPZR5E01KTZfu2,stroop,108,-2.0001919651509166,-0.25590328702367177,0.007514386614472454,-0.0002810407080320481,-0.05331534505544614,0.5836836130796348,874.7296296358109,739.7000000035322,-135.02962963227867,1.0,0.9629629629629629,-0.03703703703703709,797.673148151901,0.9722222222222222
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,stroop,108,-4.41150694988027,-0.4087904082941661,1.121387502914948e-05,0.0,,,1140.1407407566353,746.511111109345,-393.62962964729024,1.0,1.0,0.0,861.106481479274,1.0
ASGvwW80q7VY7xFaLGZhVuErUQu2,stroop,108,-0.5267236362021063,-0.08714580844857432,0.3698174954051445,-0.00040488915563939137,-0.07681024287649023,0.42946044924320637,909.2740741305881,879.755555541427,-29.51851858916109,0.9629629629629629,0.9259259259259259,-0.03703703703703698,869.6981480739735,0.9722222222222222
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,stroop,108,-1.2491783137315433,-0.11766120934750599,0.22522142043108803,0.0002524602970457382,0.082174954125125,0.397842221169053,1022.4333334145723,890.2666666949236,-132.16666671964867,1.0,1.0,0.0,953.3259259550659,0.9907407407407407
AsXBOflrszVNKoFqbN61bMJqS0k2,stroop,108,-0.27038450185133783,-0.033809665027697965,0.728312470225333,5.7160821972619996e-05,0.009436046454321839,0.9227872659248624,765.0444444506256,724.2814814779493,-40.76296297267629,0.9629629629629629,1.0,0.03703703703703709,773.1583333291389,0.9629629629629629
AyAnuCaltBbpEYbudoyNzTvXlcC2,stroop,108,-3.683402402556423,-0.29865645010596026,0.0016918276487233276,0.000905046347899816,0.14940406886009566,0.1227674365575509,1213.9851851838607,959.7333333403976,-254.2518518434631,0.9629629629629629,1.0,0.03703703703703709,1018.8148148181261,0.9629629629629629
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,stroop,108,0.43017519791930264,0.051635376066688665,0.5956123248897118,0.00047157678127411477,0.15349661242240337,0.11273108704765245,837.5370370370371,872.1296296296297,34.59259259259261,0.9629629629629629,1.0,0.03703703703703709,826.5296296296292,0.9907407407407407
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,stroop,108,-0.5042956358028141,-0.06465777984411532,0.5061651996053982,-0.0002953309135252032,-0.0682934808099814,0.48249912731433087,980.8999999805733,977.5666666384096,-3.3333333421636553,1.0,1.0,0.0,963.4370370198179,0.9814814814814815
CDEoAyvS8feXLKMKsaZah9agEhF3,stroop,108,-0.8136943039237319,-0.10525500982652705,0.2783077465234636,0.0,,,900.6296296295778,848.2592592592765,-52.370370370301316,1.0,1.0,0.0,837.5398148148088,1.0
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,stroop,108,-3.2017481682094258,-0.22951115013216655,0.01687666617129046,-0.00041441595930149475,-0.1348909624318088,0.16395679357524218,1173.6629629488345,1014.3925925978908,-159.27037035094372,1.0,0.9629629629629629,-0.03703703703703709,1055.3092592689727,0.9907407407407407
CUNlBEszJVRGK1jWlTaOaCqpDg53,stroop,108,-2.6790229310151483,-0.36757236866321175,9.100952531851225e-05,0.0,,,924.9370370370647,729.2259259260501,-195.7111111110146,1.0,1.0,0.0,789.0018518519656,1.0
Cbkx2NHyF3NrebzXGqNgSfiWent1,stroop,108,-0.5614212085613272,-0.0809665433771411,0.404840894678844,0.00047157678127411477,0.15349661242240337,0.11273108704765245,891.2259259240495,876.4111111114422,-14.814814812607324,0.9629629629629629,1.0,0.03703703703703709,851.0259259256223,0.9907407407407407
Co587hoelyeANqFX7AYvuVQW0lZ2,stroop,108,-0.5312398182382965,-0.07789400270647272,0.422959583934162,-0.0002905675116941517,-0.0945787207855212,0.3302360842981541,723.4222222191316,673.1074074065244,-50.31481481260721,1.0,0.9629629629629629,-0.03703703703703709,648.8416666636864,0.9907407407407407
CtJe4bZZnYUBNrcPk00d3YQFSGp2,stroop,108,-0.114887059742549,-0.019027425429895106,0.8450363199913449,0.0,,,805.1592592592868,783.7185185185496,-21.440740740737283,1.0,1.0,0.0,792.5842592592687,1.0
DAKDKPH698P12JfTbbjemLI6PIH2,stroop,108,-1.3936518143203047,-0.33408835919827823,0.0004098683389987449,0.0,,,702.9111111097866,600.3296296287466,-102.58148148103999,1.0,1.0,0.0,634.4694444432303,1.0
DPvStUYSmohmXwFwaKRqHv89R3k1,stroop,108,1.0238393972122326,0.0951952624088255,0.3270790419036864,7.145102746577497e-05,0.01355474874291005,0.8892665579164855,952.5370370414522,1091.5481481552124,139.0111111137602,0.9629629629629629,0.9629629629629629,0.0,995.4009259298996,0.9722222222222222
DaRehVxIOhXtEtUExdgvUl0mKcx2,stroop,108,-4.000359160467568,-0.30512269339920256,0.0013229099874793111,-0.00030009431535625504,-0.09767966245062025,0.31455403317526487,1385.6851851896004,1055.6629629709103,-330.0222222186901,1.0,0.9629629629629629,-0.03703703703703709,1244.5259259293477,0.9907407407407407
Df83JuPuJkXqTGbENhM2gw5SJM43,stroop,108,-0.026820810349824482,-0.0021594088705684405,0.9823042689231537,0.0008097783112787828,0.13367732476955932,0.16781794080831303,1049.344444444429,1047.555555555547,-1.7888888888819565,0.9629629629629629,1.0,0.03703703703703709,1097.955555555553,0.9629629629629629
DzB19GqCB7fyrlEPexogWkjFzEx2,stroop,106,-0.4146036229620216,-0.030821433127000735,0.7537959258140984,0.0,,,1248.3576923241983,1290.429629608437,42.07193728423863,1.0,1.0,0.0,1243.2245282969384,1.0
EEodWwGh0wWq5f8JmzfKvq0lyeu1,stroop,108,1.9013451846771219,0.2262423737576082,0.018550854067719138,-0.0014671277639639122,-0.19967812731130244,0.03827631360162616,675.814814814814,872.1481481481492,196.3333333333352,1.0,0.8888888888888888,-0.11111111111111116,728.3425925925934,0.9444444444444444
EUhcW9kURScie1DwGPHqmNqotJB2,stroop,108,-0.6409019021547181,-0.06489311529394742,0.5046153117192237,-0.0003382015300046683,-0.11008342911101644,0.25672769814049945,1098.2370370229085,1113.766666677263,15.529629654354494,1.0,0.9629629629629629,-0.03703703703703709,1137.662037041452,0.9907407407407407
EmfmKFDgWJdW47a6CNTNjnbYaPh2,stroop,108,-0.614397858697071,-0.08121926869308892,0.40337123162548594,0.0,,,908.1888889162628,871.2666666640175,-36.92222225224532,1.0,1.0,0.0,903.009259265882,1.0
EoToosG69XMp4LTYdB6sB9WTrv22,stroop,108,-0.48082778405378657,-0.09699094579937975,0.3179946107470805,-0.00048110358493621804,-0.15659755408750214,0.10556033635572692,740.9666666807951,700.2777777777778,-40.6888889030173,1.0,0.9629629629629629,-0.03703703703703709,727.3324074127056,0.9907407407407407
Fz7EUjZCLuUBxLDUVtN6djaBTy42,stroop,108,-0.07568997870287197,-0.010398826452848233,0.9149372098544604,0.0,,,1012.9888888685791,989.0185185096882,-23.970370358890932,1.0,1.0,0.0,983.6287037012754,1.0
G1Ff3XYUZMRsPafyEQ80ussnVlf1,stroop,108,-0.548139415073416,-0.06772586734353742,0.4861544340759889,0.0,,,1012.1407407389747,964.0962963104248,-48.04444442854992,1.0,1.0,0.0,975.4916666646799,1.0
G9VruXninjUdE9czK2DambZl5li2,stroop,108,-0.7790781864774187,-0.08897235427316348,0.35983140649435164,0.0003858355483151848,0.07319564321171414,0.45155161795591336,866.5185185184927,767.1851851851939,-99.33333333329881,0.9629629629629629,1.0,0.03703703703703709,763.5833333333312,0.9722222222222222
GDZGRW51kbWtAdUIHCtEd8sAtqY2,stroop,108,-1.4014194932500412,-0.1888434503196778,0.05030847680689721,0.0,,,993.7888888694622,940.8222222416489,-52.96666662781331,1.0,1.0,0.0,957.7870370502825,1.0
GE4hogtdLdTFbNasENgtm6SO3hC3,stroop,107,-3.0180675561455654,-0.2289329186817771,0.017697963704847237,0.0008326965653715788,0.15579999570099842,0.10904941824247721,1324.380769228706,1109.6925925932549,-214.6881766354511,0.9615384615384616,1.0,0.038461538461538436,1209.6457943933033,0.9719626168224299
GEwkBw3YHaNp3TCh9YS9PKVfavz1,stroop,108,-0.7082464012343007,-0.101301292280976,0.2968601993145317,-0.0003953623519772881,-0.1286890791016107,0.18439601737817704,752.8962963002699,679.4148148165809,-73.48148148368898,1.0,0.9629629629629629,-0.03703703703703709,718.6425925940275,0.9907407407407407
HSggdq91WiQp16bOj7V3dABkcgk2,stroop,108,-2.0645598139979513,-0.29160755517976783,0.0021982566706640547,0.0,,,801.9888888862398,632.6777777804268,-169.31111110581298,1.0,1.0,0.0,719.6083333271521,1.0
HbydnnT1hUP3WagAy2TJAc6GqVs2,stroop,108,-1.238757418989039,-0.17640052458614577,0.06781630820512982,0.0,,,1056.2851851869511,973.2481481410839,-83.03703704586724,1.0,1.0,0.0,955.1694444440029,1.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,stroop,108,-1.2556589213589635,-0.19312982257290792,0.04521967370070207,0.0,,,747.7444444442236,627.3111111135395,-120.43333333068415,1.0,1.0,0.0,650.8694444456034,1.0
IaTJhUGICmO9xcL3605RW8QHneN2,stroop,108,-2.972161726975443,-0.31244379851513254,0.0009945919654262686,0.0007621442929682664,0.17624124079995176,0.06806894770740324,914.2740740742948,657.2074074093942,-257.0666666649006,0.9259259259259259,1.0,0.07407407407407407,739.4203703709775,0.9814814814814815
JntnHLHjYhc0xJJQALM3h9R5Ozv1,stroop,108,0.07033829700916393,0.008171575601202982,0.9331083218847505,-0.00015242885859365326,-0.0352482481599904,0.7172319722985141,855.2555555502573,876.3814814929609,21.12592594270359,1.0,1.0,0.0,784.2833333291389,0.9814814814814815
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,stroop,108,0.5557518078284814,0.07814441330293112,0.42146563155389394,0.0,,,708.4407407310274,773.9777777768948,65.53703704586735,1.0,1.0,0.0,738.6203703698185,1.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,stroop,108,-2.617888955576186,-0.389023225839592,3.169445777687908e-05,0.0004429963702878048,0.14419378742710617,0.1365238703012801,896.6148148147838,654.8592592592316,-241.75555555555218,0.9629629629629629,1.0,0.03703703703703709,759.0027777777717,0.9907407407407407
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,stroop,108,-1.6469985805062968,-0.3020176751008182,0.0014898006690702956,0.0,,,797.1851851851852,664.629629629634,-132.55555555555122,1.0,1.0,0.0,735.6574074074128,1.0
LSLmd8jENtONZFVkIpRDX665Bu73,stroop,108,1.6669577096913115,0.17131441088155971,0.07626758444418309,0.0,,,897.5148148448379,1095.814814788324,198.299999943486,1.0,1.0,0.0,970.1472222231052,1.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,stroop,108,-1.3432283479277902,-0.2853634141484064,0.0027572330345294036,0.0,,,749.8592592588177,637.5481481507973,-112.31111110802044,1.0,1.0,0.0,701.2546296274221,1.0
LliUMEIsrCVZ88YFQfevan2Og4z1,stroop,108,-2.5559528232681767,-0.387007429501687,3.5107794086233504e-05,0.00016195566225575656,0.037451263669989764,0.7003773430644189,706.7666666666477,527.0629629629526,-179.70370370369506,1.0,1.0,0.0,581.8999999999824,0.9814814814814815
M4Km1Q2P2oPliChDQkwl6k20FUI3,stroop,108,0.07718473429887339,0.01399856715044997,0.8856650278815497,0.00011908504577629159,0.038761770813738196,0.6904189754597965,742.1037037460892,765.6037037460892,23.5,1.0,1.0,0.0,740.9194444727015,0.9907407407407407
MMSYeiMQi3gMr4PrXQcpXzFiegj2,stroop,108,-0.4789019410117103,-0.04312474454495785,0.6576523075672074,-0.00024293349338363486,-0.07907401246002588,0.4159463902525212,1160.4666667161164,1101.814814823645,-58.65185189247131,1.0,1.0,0.0,1085.9185185366207,0.9907407407407407
O61Eik2zvrSQLMNpFbTNEgjWwMr2,stroop,108,-0.7357364695458551,-0.08763710000488303,0.36711496140874644,-5.2397420141568285e-05,-0.017055179158044796,0.8609280430093188,902.7666666665011,807.8481481491967,-94.91851851730439,1.0,1.0,0.0,823.9101851855715,0.9907407407407407
OExlWyngGfPrScDYjaRcv5PIAet1,stroop,108,-2.3312579193341874,-0.3121929788995331,0.0010044801390397345,0.0,,,901.9925925952417,673.6111110978657,-228.38148149737606,1.0,1.0,0.0,755.9194444428991,1.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,stroop,108,0.1420065349898231,0.015844604509717482,0.8707104510607598,-0.0003382015300046683,-0.11008342911101644,0.25672769814049945,756.5407407548693,827.4481481269554,70.90740737208614,1.0,0.9629629629629629,-0.03703703703703709,790.3518518650973,0.9907407407407407
ORvIk1xRWIQmKuLVe6GXNouvAXx2,stroop,108,0.6951718158753134,0.0593215584923047,0.5419601234942075,-0.0002858041098630999,-0.04718023227160918,0.6277641870910655,995.0666666693157,1061.8185185282318,66.7518518589161,0.9629629629629629,0.9259259259259259,-0.03703703703703698,972.7296296324995,0.9629629629629629
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,stroop,108,-1.3885087694621792,-0.10439638378201813,0.2822691073833157,-8.620154573051554e-20,-1.423005761423641e-17,0.9999999999999999,1023.1296296296297,929.2666666640175,-93.86296296561216,0.9629629629629629,0.9629629629629629,0.0,946.1148148134903,0.9629629629629629
PLreonkqaMeFc0UqxKUelH44UQu1,stroop,108,-1.4423866548752917,-0.21211258946496292,0.027536296123828637,-0.0009764973753655911,-0.18524823281977063,0.05493341983676527,752.4851851860682,569.1148148140421,-183.37037037202606,1.0,0.9259259259259259,-0.07407407407407407,644.5259259265882,0.9722222222222222
PkpTH7pWpEOG9A86xSloOSozwTk2,stroop,106,-1.8544020957465348,-0.16552698329740678,0.0899395449404736,0.0,,,1406.3653846062148,1293.318518532647,-113.0468660735678,1.0,1.0,0.0,1378.1226415049355,1.0
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,stroop,108,0.38110358493920626,0.04506649913879553,0.643270843687717,-0.0003953623519772881,-0.1286890791016107,0.18439601737817704,719.3370370366783,770.1814814814263,50.84444444474798,1.0,0.9629629629629629,-0.03703703703703709,728.9574074074626,0.9907407407407407
QbOEVCaZLUMOgltUdXm58oZOALv2,stroop,108,-0.2707065077292027,-0.02827126449281912,0.7714774207303324,-0.00038583554831518477,-0.12558813743651165,0.1952865844606819,1127.3370370357125,1138.9777777791023,11.64074074338987,1.0,0.9629629629629629,-0.03703703703703709,1074.1935185199534,0.9907407407407407
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,stroop,108,0.5582968929754346,0.0772525962067771,0.4268001348460043,0.0,,,1125.2444444497426,1185.9703703544758,60.72592590473323,1.0,1.0,0.0,1182.3842592592594,1.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,stroop,108,-0.4645050343869609,-0.042703263494530554,0.6607907811258471,0.00045252317394990806,0.08584674203843015,0.37702200936701447,1077.448148144616,1151.8333333686546,74.38518522403865,0.9629629629629629,1.0,0.03703703703703709,1086.3203703827328,0.9722222222222222
Qv0jhW3sqicqQvd7LfReAsI7nD73,stroop,108,-2.1463955338157334,-0.3611737844359724,0.0001229243221869992,0.0,,,723.2370370350502,547.8629629634045,-175.37407407164574,1.0,1.0,0.0,662.2351851841366,1.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,stroop,108,1.4453199576337599,0.1615373283517709,0.09487995145552368,-0.0005525546124019931,-0.1277748995799653,0.18755951068958118,963.8740741235239,1068.4185185255828,104.54444440205896,1.0,0.9629629629629629,-0.03703703703703709,976.3685185114542,0.9814814814814815
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,stroop,108,-1.5955948058022085,-0.21423568221493322,0.02598653767036086,0.0,,,1004.7148148130487,873.6703703844988,-131.04444442854992,1.0,1.0,0.0,934.600000001766,1.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,stroop,108,-4.590710890089542,-0.38642079615806735,3.616398761448429e-05,-0.0005858984252193547,-0.08692745932708516,0.3710225085971163,1184.0962962963126,855.2259259259207,-328.8703703703919,0.9629629629629629,0.9259259259259259,-0.03703703703703698,1019.9231481481402,0.9537037037037037
SOhR7IO689NQCPQu56SjATO8FR92,stroop,108,1.2747916011701728,0.12485869101473199,0.1979146133005881,-0.0007716710966303695,-0.1050255085208799,0.2793629036704198,920.307407407366,998.1703703703911,77.8629629630251,1.0,0.9259259259259259,-0.07407407407407407,970.4601851852128,0.9444444444444444
SPCT9D90pRa1ihXS5jEw6vCmquI3,stroop,108,0.33081015937482233,0.04750808910380005,0.6253732057495107,0.0006144788362056646,0.11657083918902619,0.22957897935362204,685.9555555582047,660.6592592597008,-25.296296298503876,0.9629629629629629,1.0,0.03703703703703709,684.434259262074,0.9722222222222222
SdDjNMBD2ZMTEwUphkohi2cZwUx1,stroop,108,0.63208675588036,0.10597542294507925,0.2750129563568764,0.0,,,703.6703705257839,759.3481487698025,55.677778244018555,1.0,1.0,0.0,716.2564816828127,1.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,stroop,108,-3.927234273628787,-0.5439988434984873,1.1669457931970732e-09,0.0004239427629635981,0.13799190409690804,0.15439146093224676,1021.5185185185056,702.5185185185185,-318.99999999998715,0.9629629629629629,1.0,0.03703703703703709,853.6296296296242,0.9907407407407407
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,stroop,108,-3.3771766364870848,-0.40369329871383336,1.4752488362872854e-05,0.0,,,1039.37777777844,769.6666666677704,-269.71111111066966,1.0,1.0,0.0,903.2407407401888,1.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,stroop,108,-1.3823706498191326,-0.12492057860180678,0.19769066131653795,0.0003572551373288748,0.11628531244121464,0.23072976320860084,1004.6999999991169,887.2037037037037,-117.49629629541323,0.9629629629629629,1.0,0.03703703703703709,1038.64259259182,0.9907407407407407
UbwuSMtBsHdW3Ji41opk3GInMqi2,stroop,108,-0.6867853706426281,-0.11877105438790586,0.22084616856067757,-0.00030009431535625504,-0.09767966245062025,0.31455403317526487,800.9814814815504,750.1370370368714,-50.84444444467897,1.0,0.9629629629629629,-0.03703703703703709,750.651851851838,0.9907407407407407
VwTymW8T68MfpnJvZ2X97ILqDWS2,stroop,108,1.0627992606728482,0.09780967262539388,0.31390726693986554,0.000933626758886126,0.1541220920872566,0.11125503597843024,957.2555555568802,1106.5740740718666,149.3185185149864,0.9259259259259259,1.0,0.07407407407407407,971.4675925931444,0.9629629629629629
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,stroop,108,1.3810435660732239,0.13225274549003024,0.17243558831034164,0.0,,,970.6296296296254,1141.851851851856,171.2222222222307,1.0,1.0,0.0,1005.870370370365,1.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,stroop,106,-2.5241756304066634,-0.1742019702773452,0.07410974146785783,-0.00018137390734816223,-0.04078917508290304,0.6780366472841108,1400.2730769234208,1170.237037035602,-230.0360398878188,1.0,0.9629629629629629,-0.03703703703703709,1175.771698112617,0.9811320754716981
WcTsIpSoEhYeIBSNjAbbdaNSBya2,stroop,108,1.0475449427109544,0.12405751026316138,0.2008303680187796,0.0,,,1023.9444444444445,1124.9111111119942,100.9666666675497,1.0,1.0,0.0,1054.2305555561627,1.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,stroop,108,-1.9835948440941182,-0.20020357187846197,0.03776018489988191,0.0,,,1000.2222222222222,829.5925925925667,-170.62962962965548,1.0,1.0,0.0,906.0925925925904,1.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,stroop,108,-0.9306605882306764,-0.1530189401944665,0.1138685440955806,0.0,,,794.5666666384096,723.0555555555555,-71.51111108285409,1.0,1.0,0.0,773.630555541427,1.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,stroop,108,-1.754284679972016,-0.30019175230769496,0.0015966523140862699,0.0,,,712.2407407407408,627.6666666677704,-84.57407407297035,1.0,1.0,0.0,652.9092592591488,1.0
WqoZv41KTtTCuPKBPyClregrKAi1,stroop,108,-0.29735535930377555,-0.030046362231451917,0.7575594391092032,0.0,,,921.6666666666969,935.7407407407235,14.074074074026612,1.0,1.0,0.0,923.8055555555652,1.0
