participant_id,cross_task_cv,cross_task_range,cross_task_mean,cross_task_sd,n_tasks
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.780929270494714,628.5241885230713,328.6134722028063,256.6238791220725,3
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.9064532483855504,660.7461904857839,303.5628138534349,275.1654987065042,3
azdL1gX79EVd9iepyCAVQrqIaQF3,1.186445518684697,618.242073811461,235.07761954795953,278.9067882557427,3
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1.248136730955486,542.6125866850412,200.06587647247827,249.70956903610312,3
ORuVuFPU5idz3fMoXTGsbwToW2j2,2.295542462356615,97.15204273464815,17.34216238071887,39.809670134023655,3
pRQimOpZtsekBI2I1kbnD3pycmo1,0.8753619280400743,341.7126139805409,162.28431529029092,142.05751112317236,3
yfjd8LbAMrYeG54927d3GiKAyXI2,1.1697999485786026,824.8959873459812,315.21564250564086,368.73924239426987,3
HSggdq91WiQp16bOj7V3dABkcgk2,1.1547541338727259,601.7639981333012,232.39070433079326,268.3541264995779,3
PLreonkqaMeFc0UqxKUelH44UQu1,1.4214443286736294,562.574637994851,181.40427086517911,257.85607201848376,3
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1.3153262296134836,515.0930341847559,183.6834330473403,241.60363743261885,3
foaW7wtvY3XLNdguFUK7OvOefP93,0.9045113722937027,451.7755144947826,208.48583768392598,188.57781114729005,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1.0031351963009552,797.6580153833232,339.40380968085924,340.46790724950074,3
6ABZuv4jbjgE0B8TeyUk6nwVb122,1.119120826178171,718.2694793481122,282.8289678449685,316.5197881617805,3
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1.0361923890927738,746.466079937941,311.08838178617697,322.3474135420237,3
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.7847719324355497,511.1805278780959,266.1535373162448,208.86982580422662,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,1.3620331013807019,339.4899618925313,116.16904105578975,158.22607927363939,3
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.8305251115083971,330.31220238097575,162.76409391537226,135.17966724862777,3
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1.6498149576382566,972.3939898980782,264.3431533283737,436.11728831041404,3
Ub7nV8F55kPruh35ZpUcKoBUyn63,1.0956658289618206,796.7323671454826,319.0061594196924,349.524148104504,3
Co587hoelyeANqFX7AYvuVQW0lZ2,1.253351605991444,448.2328122247721,165.68097354237463,207.6565142715612,3
cec6NLR2ZLVVw6h0TEKSNIH11v02,1.2192343161018857,661.895833333343,243.91481481482924,297.3893124278764,3
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.9290258418217189,508.26990101003076,229.44258138066252,213.15808731691823,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.9327721526008866,432.78154589320724,194.87571198647183,181.77463735925173,3
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.9974098659470816,434.0853517236235,186.4584569505926,185.97550455179024,3
6WFCyGwk71XLPBmbe4Vav3eotVm1,1.2277942547674616,365.8687921653047,135.98210949310356,166.95805278679245,3
ASGvwW80q7VY7xFaLGZhVuErUQu2,1.0485299262098864,693.5500000544957,285.8989057857409,299.77355858701014,3
SpSfX0ZcfcPLdlOENlfdfvEPwru2,1.3877280066758582,799.0422705313889,270.3289049919487,375.1429924713444,3
aM2995jJmJWvr6cneaGH58HauIg2,0.7602031442683235,614.5345202473956,330.95234418741194,251.59101265424297,3
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.9714767503928569,646.2000000079472,282.3879629682611,274.3333406144647,3
m69r9GQTk2b51mvxrFLt4fZeJi52,0.9969615785115609,579.4833333333144,248.60079365078624,247.84543965731467,3
wkhxvE50megJGMA1EiROSZIJWNq1,1.0997321278997794,832.8915431503973,334.0402786937544,367.35482649211787,3
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.7680207209601775,434.8991106740335,231.34364295404774,177.67671145112163,3
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1.311877301255505,864.638891441958,306.2627406988083,401.7791377430671,3
WqoZv41KTtTCuPKBPyClregrKAi1,0.9233815633405836,710.4269251347964,320.46076447479635,295.907561690056,3
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.909573557889858,492.28932806596225,224.6385711147071,204.32530436809805,3
xHctBv4C2EU8rHYRouw0btT3GT02,0.782557713533264,392.2578309692771,204.7389529156712,160.22004686488225,3
SOhR7IO689NQCPQu56SjATO8FR92,0.7731331480505946,665.5476190477077,351.4518049155731,271.7190403224405,3
idP8RVfm74N86O0dszLXANIpjXv2,1.3723989167103656,531.3108585859942,182.0299458556533,249.81770050114508,3
mweMgSlGM2VxThhwnupYxYzUbR23,1.0666669488472902,541.9561111111271,220.98629629630682,235.7187784074448,3
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.8464572492519881,541.9334813227487,263.28599276821336,222.8603372051607,3
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.8444501026836576,651.961011555044,316.7414583061188,267.47235699077345,3
9l7DjYLs0XdgwykPZR5E01KTZfu2,1.0437317319426893,648.8873754139094,268.69200392237667,280.4423706130541,3
23AEyocWhqY955WHbxhHRSgQ1ms2,0.949752057293697,391.9965686279477,174.6233660136928,165.848901123055,3
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,1.1004775858547169,505.3648452547234,202.49879373339863,222.84538366622277,3
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1.3849328338663505,789.50932539307,266.70376287894163,369.3667981267518,3
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.7439031640710242,314.03630490956147,173.05431763403985,128.7356544441143,3
XehZHBpwr5MYzUXkj0FAYCsFG922,1.0313453284174938,629.0966183574088,266.1153713855449,274.4568450985681,3
DAKDKPH698P12JfTbbjemLI6PIH2,1.1966791109919859,623.3687984453904,235.0696597772969,281.3029514834842,3
3WijiOiVCoMbn80F05SPYsxl0TC2,1.210750049719694,501.5904255414264,189.28291962558217,229.17430434776242,3
Df83JuPuJkXqTGbENhM2gw5SJM43,0.7625861014755159,719.0276623376463,386.33047498796395,294.61025080225573,3
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.8184277326476936,615.4051393783183,307.9776255028994,252.05742974655846,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.6721788672182557,603.4041076919668,381.122612617186,256.1825660202822,3
UbwuSMtBsHdW3Ji41opk3GInMqi2,1.1001355254876541,379.5128163623323,152.34849530497567,167.60399193959282,3
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1.2302937177114777,516.7780808456015,197.97787880391783,243.57094053830443,3
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.8616404236785288,507.5764964786249,242.38885302509166,208.85203401549262,3
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.9499031488311314,551.5920977065423,244.5786145008174,232.32599605108186,3
146QT9LupyU2BAiTsB3PMIpVXM22,0.9983641791060452,484.4492094864841,207.56669176276137,207.22714983148677,3
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.7903016032592944,652.6254929362979,337.85260315186343,267.00545393624384,3
87w5Le0CgZhSfYAaOH3Xd2fc98l1,1.1577221007254417,703.8333333339137,271.9178571431689,314.80531279655,3
HbydnnT1hUP3WagAy2TJAc6GqVs2,1.106911998830303,387.82534206165604,153.43646006367692,169.84065870253056,3
EoToosG69XMp4LTYdB6sB9WTrv22,1.1836649659620935,527.1594551282052,198.48434830560987,234.938969381168,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1.6925746631537286,740.9008730220046,195.05122415039992,330.13876001408556,3
QbOEVCaZLUMOgltUdXm58oZOALv2,0.9953363131336158,405.8557624155853,175.59623297296193,174.77730712745938,3
PkpTH7pWpEOG9A86xSloOSozwTk2,1.3327766305732693,584.1292660123963,199.85773813286792,266.3657228227185,3
8bwaafIhKVMNBoHaXFcY8HirS9u2,1.2855180041073329,496.0052586318175,179.08719975353685,230.2198195883379,3
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.8477488153230315,947.9364383248144,459.1620226542061,389.2540607464302,3
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.8781890653541773,610.3308982683537,347.4940205627616,305.16544913417687,2
3xCaqfcHxRQxuOlEzXz3PNcHODH2,1.1474230944006734,495.5640533451074,191.50085422002272,219.7325027295107,3
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.7662923992104411,605.4989935083479,323.6832984600661,248.03605136131335,3
5rXSa3anB5ejmFrnwUsTB82byup1,0.8382605646946277,349.96262254898954,171.56755174292834,143.81831280730188,3
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.7433926949990378,484.6502325630465,267.77229974323774,199.05997155221567,3
IaTJhUGICmO9xcL3605RW8QHneN2,1.0166395282638732,651.6173590917325,275.61523962505123,280.20134719474646,3
kI0YdycDU0X5hcoEPjEON3Ionyd2,1.1277068339150662,797.5178752802826,313.2808307130608,353.28893372970765,3
YEU5ox3jteVINfdSTg5ymqYcS9o2,1.3229266895498109,466.06604574375297,163.41057733931055,216.18021411691743,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1.0103926183938159,441.56839940973174,187.85803549099447,189.8103723660643,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.9364082431573327,503.8793290043305,226.5986652236662,212.18885800388983,3
9g0uWFg7uhR46Q0VoG6MzqHOUL12,0.3722527367234696,255.95431623433376,343.7910470279109,127.97715811716688,2
c0hRe9PCPPZs3HWFqhIQargNlp52,1.0451071831109613,540.4663811098279,224.84214259130007,234.98413828822672,3
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.8930224872044986,338.552591439185,160.01799343121186,142.89966649141394,3
OExlWyngGfPrScDYjaRcv5PIAet1,0.9648547679243286,662.4567193758818,288.6742094924624,278.5286874055888,3
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.8596275421678887,452.332175925926,216.6212191441913,186.21356619433277,3
