module,parameter,param_col,dass_var,model_name,model_description,n,a_coef,b_coef,indirect_effect,a_p,b_p,method,aic,bic,cfi,rmsea,model_type
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.6576066080620582,-0.05123290005748002,-0.03369109362798186,0.0,0.21624441720741516,semopy,17.999999875852776,47.54883343449467,1.0477725052580982,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.6933067343107683,0.08349097201611608,0.05788485315292518,0.0,0.03854880200201194,semopy,17.999999783236202,47.548833341878094,1.047772444989867,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.04979478874751174,-0.23386008256804128,-0.011645013407951267,0.09559547604193486,0.10200190656339747,semopy,17.999999621495235,47.54883318013713,1.096490215686653,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.49108405886748846,-0.057107569061926135,-0.028044616806986097,4.440892098500626e-16,0.10294372900105508,semopy,17.999999848595824,47.54883340723772,1.0964905754270526,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5119130790321208,0.07786261123946989,0.03985888906107805,4.440892098500626e-16,0.02320212635786012,semopy,17.999999989112816,47.54883354775471,1.0964908397990958,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.049822851877817036,-0.14730462651164605,-0.007339136587606902,0.09540196536114265,0.2933417877905766,semopy,17.99999987820417,47.54883343684607,1.0775149577375218,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.555399131655923,-0.03782487709489113,-0.021007903893494547,0.0,0.2935499313161962,semopy,17.999999752396306,47.5488333110382,1.0775147976420123,0,asymmetric
wcst_rl_path_asymmetric,Positive learning rate,alpha_pos,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5591926946462257,0.07085559854428308,0.03962193308074884,0.0,0.048332356316866054,semopy,17.999999866120937,47.54883342476283,1.0775149479363895,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_dep,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.017704195360503,-0.10766493725404803,-0.001906121082621964,0.5647379374678454,0.36304023025297627,semopy,17.999999506961213,47.548833065603105,1.0494864245915596,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.6576639100028706,-0.03896197592407995,-0.025623885427668126,0.0,0.36159105348187204,semopy,17.99999916642858,47.548832725070476,1.049486147939883,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.6933050297509379,0.04329406946567308,0.030015996118937648,0.0,0.2979344008080125,semopy,17.99999991870269,47.54883347734459,1.0494867356385824,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.017740369369381358,0.04374737989765499,0.0007760946783270484,0.5639281569847951,0.7544066138850083,semopy,17.999998854610894,47.54883241325279,1.107172255546445,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.49091201750575403,0.011426672436613123,0.005609490819235138,4.440892098500626e-16,0.7527708515900942,semopy,17.999999167523043,47.54883272616494,1.1071728060979331,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5117964966051305,0.012244586687071747,0.006266736568821141,4.440892098500626e-16,0.7302906369150886,semopy,17.999997559698404,47.548831118340296,1.1071698672090602,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.01774600208379629,0.18172273915081746,0.003224852107643576,0.5638974026287604,0.18143103255073667,semopy,17.999999558512794,47.54883311715469,1.0806185451240289,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.5552134284610866,0.04945176209768808,0.027456282377699415,0.0,0.18123040442564697,semopy,17.999999264689563,47.54883282333146,1.080618156249753,0,asymmetric
wcst_rl_path_asymmetric,Negative learning rate,alpha_neg,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5589765986594081,-0.009664878889686385,-0.005402441128212012,0.0,0.7931888441304822,semopy,17.99999940064549,47.54883295928738,1.0806182739240429,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_dep,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.0321137917714406,-0.018444763694136793,-0.0005923313005469365,0.4440255442374188,0.831880557777807,semopy,17.999999773391572,47.54883333203347,1.049434764632908,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.6576146625264946,-0.012282996508919638,-0.0080774786040273,0.0,0.8333939634088301,semopy,17.999999950841968,47.54883350948386,1.0494349086440324,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.6932245492631377,0.04009573010308369,0.027795344428086614,0.0,0.48084723699237686,semopy,17.99999974919084,47.54883330783274,1.0494347441233072,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.03197413615041931,-0.1418292437307646,-0.004534867549158472,0.4459848280895611,0.16451485702671098,semopy,17.999999761726855,47.54883332036875,1.1021911551004357,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.49084594889801664,-0.06834900682267155,-0.033548833110111226,4.440892098500626e-16,0.16528653652474734,semopy,17.999999628944586,47.54883318758648,1.102190932338963,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5116747917506804,0.06565213826974695,0.03359254417715964,4.440892098500626e-16,0.17368924147009568,semopy,17.99999935634385,47.548832914985745,1.102190471317668,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.03203637421796635,-0.17243036058590772,-0.005524043558269015,0.44512085309409066,0.08270648323159224,semopy,17.999999266471704,47.5488328251136,1.0783946846546348,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.5555635825998687,-0.0871265578862313,-0.04840434263886951,0.0,0.08338155286570159,semopy,17.999999902851734,47.54883346149363,1.078395503672491,0,asymmetric
wcst_rl_path_asymmetric,Alpha asymmetry,alpha_asymmetry,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5592380827798786,0.08031781369093695,0.04491678014159107,0.0,0.10929286671248595,semopy,17.999999592631383,47.54883315127328,1.0783951029630356,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_dep,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.10209013528033123,0.03145793466434655,0.0032115448055229606,0.5442498020835707,0.14424242530035825,semopy,17.99999988359238,47.548833442234276,1.0485565874332958,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.6576530924826482,0.33981304259921635,0.22347909833131252,0.0,0.14474093369969676,semopy,17.99999937158094,47.54883293022284,1.0485561792890954,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.6933072919604404,-0.12121986197104617,-0.0840426142349644,0.0,0.5932466977714461,semopy,17.999999297366255,47.548832856008154,1.048556106979907,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.10140827339829836,0.007941633837932989,0.000805347375466286,0.5470316989025321,0.7557595973087066,semopy,17.999998828187824,47.548832386829716,1.1052397278441841,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.4909401619511787,0.061189353926017716,0.03004031132612713,4.440892098500626e-16,0.7580338742885651,semopy,17.99999955398454,47.54883311262643,1.1052409818167945,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5118532885519127,0.07260583494845554,0.03716353538642436,4.440892098500626e-16,0.7089351200855432,semopy,17.999999434973436,47.54883299361533,1.1052407070224208,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,197,0.10194492359275731,0.018278356647244497,0.0018633856718045078,0.5448216163575383,0.46313239714328613,semopy,17.99999973617319,47.54883329481509,1.0808406061343179,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,197,0.5556767163972827,0.14937335329382992,0.08300329447556663,0.0,0.46208529528985487,semopy,17.999999757457168,47.54883331609906,1.0808406343811143,0,asymmetric
wcst_rl_path_asymmetric,Inverse temperature (beta),beta,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,197,0.5593638685686366,0.018314390958555343,0.010244408577055978,0.0,0.927910380028294,semopy,17.999998886267033,47.548832444908925,1.08083938022348,0,asymmetric
