participant_id,participant_idx,trial_index,soa_ms,soa_sec,soa_category,t1_rt_ms,t1_rt_sec,t2_rt_ms,t2_rt_sec,t1_correct,t2_correct
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,11.0,600.0,0.6,medium_long,1312.0999999940395,1.3120999999940395,697.7000000178814,0.6977000000178813,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,12.0,50.0,0.05,short,1308.600000023842,1.308600000023842,1234.2999999821186,1.2342999999821187,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,13.0,300.0,0.3,medium_long,1125.5,1.1255,801.7000000178814,0.8017000000178814,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,14.0,300.0,0.3,medium_long,1147.7999999821186,1.1477999999821187,826.0,0.826,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,15.0,1200.0,1.2,long,1755.300000011921,1.755300000011921,489.59999999403954,0.4895999999940395,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,16.0,300.0,0.3,medium_long,1109.5,1.1095,804.6999999880791,0.8046999999880791,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,17.0,150.0,0.15,medium_short,897.8000000119209,0.897800000011921,711.4000000059605,0.7114000000059605,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,18.0,1200.0,1.2,long,1608.100000023842,1.6081000000238421,385.8000000119209,0.3858000000119209,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,19.0,1200.0,1.2,long,1672.7999999821186,1.6727999999821186,440.0,0.44,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,20.0,1200.0,1.2,long,1632.600000023842,1.632600000023842,417.0,0.417,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,21.0,50.0,0.05,short,1056.399999976158,1.056399999976158,996.5,0.9965,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,22.0,600.0,0.6,medium_long,1146.9000000059605,1.1469000000059604,503.0,0.503,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,23.0,50.0,0.05,short,740.5,0.7405,666.8000000119209,0.666800000011921,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,24.0,150.0,0.15,medium_short,1333.199999988079,1.333199999988079,1160.2999999821186,1.1602999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,25.0,1200.0,1.2,long,1659.0999999940395,1.6590999999940395,456.59999999403954,0.45659999999403955,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,26.0,50.0,0.05,short,1166.7999999821186,1.1667999999821186,1139.5999999940395,1.1395999999940396,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,27.0,600.0,0.6,medium_long,1187.0999999940395,1.1870999999940395,561.0,0.561,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,28.0,1200.0,1.2,long,1684.4000000059605,1.6844000000059605,445.2999999821186,0.4452999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,29.0,1200.0,1.2,long,2129.4000000059605,2.1294000000059605,899.4000000059605,0.8994000000059604,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,30.0,50.0,0.05,short,1437.199999988079,1.4371999999880791,1334.5,1.3345,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,31.0,1200.0,1.2,long,1717.5,1.7175,495.40000000596046,0.49540000000596046,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,32.0,600.0,0.6,medium_long,1191.0999999940395,1.1910999999940395,541.3000000119209,0.5413000000119209,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,33.0,150.0,0.15,medium_short,978.5,0.9785,786.2999999821186,0.7862999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,34.0,150.0,0.15,medium_short,855.7000000178814,0.8557000000178814,664.3000000119209,0.6643000000119209,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,35.0,600.0,0.6,medium_long,1097.0,1.097,463.2000000178814,0.4632000000178814,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,36.0,50.0,0.05,short,1217.7999999821186,1.2177999999821185,1143.300000011921,1.143300000011921,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,37.0,300.0,0.3,medium_long,850.3000000119209,0.850300000011921,515.6999999880791,0.515699999988079,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,38.0,50.0,0.05,short,1427.5,1.4275,1335.300000011921,1.3353000000119208,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,39.0,150.0,0.15,medium_short,868.5,0.8685,718.2999999821186,0.7182999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,40.0,150.0,0.15,medium_short,726.0,0.726,550.1999999880791,0.5501999999880791,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,41.0,1200.0,1.2,long,1668.5,1.6685,421.09999999403954,0.4210999999940395,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,42.0,300.0,0.3,medium_long,1019.3000000119208,1.0193000000119208,716.4000000059605,0.7164000000059605,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,43.0,150.0,0.15,medium_short,942.4000000059604,0.9424000000059604,753.3999999761581,0.7533999999761581,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,44.0,600.0,0.6,medium_long,1185.100000023842,1.185100000023842,576.5999999940395,0.5765999999940395,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,45.0,150.0,0.15,medium_short,1035.899999976158,1.035899999976158,837.2999999821186,0.8372999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,46.0,50.0,0.05,short,855.3000000119209,0.855300000011921,785.8000000119209,0.785800000011921,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,47.0,150.0,0.15,medium_short,1057.0,1.057,870.5999999940395,0.8705999999940396,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,48.0,600.0,0.6,medium_long,1132.4000000059605,1.1324000000059604,534.6000000238419,0.5346000000238419,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,49.0,50.0,0.05,short,1420.7999999821186,1.4207999999821186,1331.5,1.3315,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,50.0,300.0,0.3,medium_long,1165.600000023842,1.165600000023842,835.9000000059605,0.8359000000059604,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,51.0,50.0,0.05,short,859.6000000238419,0.8596000000238418,797.0,0.797,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,52.0,1200.0,1.2,long,2009.9000000059605,2.0099000000059606,775.6999999880791,0.775699999988079,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,53.0,600.0,0.6,medium_long,1039.7999999821186,1.0397999999821186,391.59999999403954,0.39159999999403955,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,54.0,150.0,0.15,medium_short,1402.5,1.4025,1214.9000000059605,1.2149000000059604,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,55.0,600.0,0.6,medium_long,1547.199999988079,1.547199999988079,938.7999999821186,0.9387999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,57.0,50.0,0.05,short,954.0,0.954,848.2999999821186,0.8482999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,58.0,50.0,0.05,short,1390.0,1.39,1300.199999988079,1.3001999999880791,True,True
